footfall_id,store_id,footfall_date,footfall_month,day_of_week,visitor_count,transaction_count,conversion_rate,avg_dwell_time_mins,peak_hour,weather
32848,154,2025-12-18,2025-12,Thursday,343,98,0.286,8,17:00,Cloudy
32849,154,2025-12-19,2025-12,Friday,271,54,0.202,18,15:00,Cloudy
32850,154,2025-12-21,2025-12,Sunday,385,125,0.325,12,12:00,Rainy
32851,154,2025-12-23,2025-12,Tuesday,323,84,0.263,12,15:00,Cloudy
32852,154,2025-12-26,2025-12,Friday,381,82,0.216,19,15:00,Cloudy
32853,154,2025-12-29,2025-12,Monday,262,51,0.198,24,14:00,Cloudy
32854,154,2025-12-30,2025-12,Tuesday,390,101,0.261,17,14:00,Sunny
32855,154,2025-12-31,2025-12,Wednesday,320,72,0.225,21,12:00,Rainy
32856,154,2026-01-03,2026-01,Saturday,348,65,0.189,23,16:00,Sunny
32857,154,2026-01-04,2026-01,Sunday,227,72,0.318,10,13:00,Cloudy
32858,154,2026-01-05,2026-01,Monday,165,31,0.191,21,15:00,Rainy
32859,154,2026-01-07,2026-01,Wednesday,174,40,0.232,20,15:00,Rainy
32860,154,2026-01-10,2026-01,Saturday,243,78,0.324,24,13:00,Sunny
32861,154,2026-01-11,2026-01,Sunday,257,61,0.241,25,17:00,Cold
32862,154,2026-01-14,2026-01,Wednesday,210,39,0.189,19,17:00,Rainy
32863,154,2026-01-15,2026-01,Thursday,237,77,0.326,8,15:00,Cloudy
32864,154,2026-01-16,2026-01,Friday,186,59,0.32,23,14:00,Sunny
32865,154,2026-01-17,2026-01,Saturday,308,80,0.26,9,14:00,Rainy
32866,154,2026-01-18,2026-01,Sunday,210,64,0.309,20,15:00,Rainy
32867,154,2026-01-19,2026-01,Monday,203,43,0.212,19,15:00,Rainy
32868,154,2026-01-22,2026-01,Thursday,174,44,0.253,8,14:00,Cold
32869,154,2026-01-24,2026-01,Saturday,276,49,0.178,14,14:00,Rainy
32870,154,2026-01-27,2026-01,Tuesday,192,31,0.166,21,14:00,Sunny
32871,154,2026-01-30,2026-01,Friday,211,47,0.223,14,13:00,Cold
32872,154,2026-02-02,2026-02,Monday,211,69,0.329,25,17:00,Sunny
32873,154,2026-02-04,2026-02,Wednesday,220,46,0.21,22,14:00,Sunny
32874,154,2026-02-07,2026-02,Saturday,351,74,0.213,24,16:00,Sunny
32875,154,2026-02-09,2026-02,Monday,161,47,0.293,19,16:00,Cloudy
32876,154,2026-02-10,2026-02,Tuesday,190,51,0.269,20,14:00,Cloudy
32877,154,2026-02-13,2026-02,Friday,221,64,0.292,17,13:00,Rainy
32878,154,2026-02-15,2026-02,Sunday,261,81,0.311,16,17:00,Rainy
32879,154,2026-02-16,2026-02,Monday,195,42,0.22,20,13:00,Cloudy
32880,154,2026-02-17,2026-02,Tuesday,228,63,0.28,12,16:00,Cold
32881,154,2026-02-20,2026-02,Friday,210,58,0.28,12,14:00,Cold
32882,154,2026-02-21,2026-02,Saturday,326,88,0.27,12,13:00,Rainy
32883,154,2026-02-24,2026-02,Tuesday,245,46,0.191,16,17:00,Rainy
32884,154,2026-02-25,2026-02,Wednesday,223,70,0.315,22,14:00,Cloudy
32885,154,2026-02-27,2026-02,Friday,200,41,0.206,10,13:00,Cloudy
32886,155,2025-01-01,2025-01,Wednesday,130,22,0.174,13,13:00,Rainy
32887,155,2025-01-02,2025-01,Thursday,167,56,0.336,19,12:00,Sunny
32888,155,2025-01-03,2025-01,Friday,158,29,0.186,21,12:00,Cloudy
32889,155,2025-01-04,2025-01,Saturday,237,73,0.31,23,16:00,Rainy
32890,155,2025-01-06,2025-01,Monday,140,34,0.243,18,13:00,Cloudy
32891,155,2025-01-09,2025-01,Thursday,121,32,0.27,8,13:00,Cold
32892,155,2025-01-12,2025-01,Sunday,190,33,0.178,21,16:00,Sunny
32893,155,2025-01-13,2025-01,Monday,134,28,0.212,12,13:00,Rainy
32894,155,2025-01-15,2025-01,Wednesday,121,28,0.237,20,17:00,Cloudy
32895,155,2025-01-17,2025-01,Friday,145,25,0.174,8,13:00,Sunny
32896,155,2025-01-20,2025-01,Monday,135,47,0.349,24,17:00,Cold
32897,155,2025-01-21,2025-01,Tuesday,123,27,0.226,22,14:00,Cloudy
32898,155,2025-01-23,2025-01,Thursday,156,36,0.234,15,16:00,Cloudy
32899,155,2025-01-25,2025-01,Saturday,240,45,0.189,14,15:00,Rainy
32900,155,2025-01-27,2025-01,Monday,132,25,0.19,21,13:00,Cloudy
32901,155,2025-01-28,2025-01,Tuesday,141,25,0.18,19,13:00,Cloudy
32902,155,2025-01-29,2025-01,Wednesday,137,25,0.187,17,14:00,Sunny
32903,155,2025-02-01,2025-02,Saturday,226,63,0.282,20,12:00,Cold
32904,155,2025-02-02,2025-02,Sunday,170,56,0.33,19,15:00,Rainy
32905,155,2025-02-03,2025-02,Monday,138,39,0.289,19,14:00,Cold
32906,155,2025-02-05,2025-02,Wednesday,167,51,0.31,14,14:00,Rainy
32907,155,2025-02-07,2025-02,Friday,148,45,0.31,25,13:00,Sunny
32908,155,2025-02-10,2025-02,Monday,102,17,0.176,22,14:00,Cold
32909,155,2025-02-13,2025-02,Thursday,118,18,0.155,25,13:00,Sunny
32910,155,2025-02-15,2025-02,Saturday,164,46,0.285,22,15:00,Cloudy
32911,155,2025-02-17,2025-02,Monday,111,38,0.346,16,16:00,Cold
32912,155,2025-02-18,2025-02,Tuesday,124,21,0.175,25,13:00,Cloudy
32913,155,2025-02-19,2025-02,Wednesday,130,23,0.181,23,16:00,Sunny
32914,155,2025-02-22,2025-02,Saturday,212,45,0.215,13,12:00,Cloudy
32915,155,2025-02-25,2025-02,Tuesday,155,47,0.309,19,17:00,Rainy
32916,155,2025-02-28,2025-02,Friday,155,50,0.324,21,12:00,Cloudy
32917,155,2025-03-03,2025-03,Monday,152,34,0.23,8,12:00,Rainy
32918,155,2025-03-04,2025-03,Tuesday,147,22,0.156,18,17:00,Cloudy
32919,155,2025-03-05,2025-03,Wednesday,192,35,0.186,24,15:00,Rainy
32920,155,2025-03-08,2025-03,Saturday,249,83,0.334,8,16:00,Sunny
32921,155,2025-03-10,2025-03,Monday,136,33,0.244,14,17:00,Rainy
32922,155,2025-03-12,2025-03,Wednesday,161,33,0.209,22,17:00,Rainy
32923,155,2025-03-15,2025-03,Saturday,232,40,0.174,23,16:00,Cloudy
32924,155,2025-03-18,2025-03,Tuesday,158,30,0.196,15,14:00,Sunny
32925,155,2025-03-19,2025-03,Wednesday,163,35,0.219,8,13:00,Rainy
32926,155,2025-03-21,2025-03,Friday,172,51,0.297,10,12:00,Rainy
32927,155,2025-03-22,2025-03,Saturday,267,60,0.227,14,16:00,Rainy
32928,155,2025-03-24,2025-03,Monday,140,28,0.206,11,14:00,Rainy
32929,155,2025-03-26,2025-03,Wednesday,180,59,0.333,17,15:00,Sunny
32930,155,2025-03-29,2025-03,Saturday,197,45,0.232,22,12:00,Sunny
32931,155,2025-04-01,2025-04,Tuesday,177,32,0.186,8,13:00,Sunny
32932,155,2025-04-02,2025-04,Wednesday,139,21,0.157,17,15:00,Rainy
32933,155,2025-04-03,2025-04,Thursday,158,44,0.279,18,12:00,Cloudy
32934,155,2025-04-05,2025-04,Saturday,272,83,0.307,13,17:00,Cloudy
32935,155,2025-04-08,2025-04,Tuesday,142,44,0.316,24,15:00,Rainy
32936,155,2025-04-09,2025-04,Wednesday,161,40,0.254,14,13:00,Sunny
32937,155,2025-04-12,2025-04,Saturday,268,44,0.166,14,17:00,Cloudy
32938,155,2025-04-13,2025-04,Sunday,165,55,0.336,15,16:00,Sunny
32939,155,2025-04-15,2025-04,Tuesday,145,34,0.241,11,12:00,Cloudy
32940,155,2025-04-18,2025-04,Friday,184,53,0.289,18,15:00,Rainy
32941,155,2025-04-20,2025-04,Sunday,209,72,0.346,17,14:00,Rainy
32942,155,2025-04-22,2025-04,Tuesday,150,41,0.274,20,15:00,Cloudy
32943,155,2025-04-24,2025-04,Thursday,200,50,0.254,23,14:00,Rainy
32944,155,2025-04-26,2025-04,Saturday,212,46,0.221,25,17:00,Cloudy
32945,155,2025-04-29,2025-04,Tuesday,151,40,0.267,21,15:00,Rainy
32946,155,2025-05-01,2025-05,Thursday,188,47,0.252,23,14:00,Sunny
32947,155,2025-05-02,2025-05,Friday,166,50,0.302,17,15:00,Rainy
32948,155,2025-05-03,2025-05,Saturday,245,55,0.225,24,14:00,Cloudy
32949,155,2025-05-04,2025-05,Sunday,200,38,0.192,20,16:00,Cold
32950,155,2025-05-06,2025-05,Tuesday,172,50,0.295,9,12:00,Sunny
32951,155,2025-05-07,2025-05,Wednesday,156,23,0.152,24,13:00,Cloudy
32952,155,2025-05-08,2025-05,Thursday,163,46,0.288,8,13:00,Sunny
32953,155,2025-05-11,2025-05,Sunday,178,33,0.191,13,17:00,Sunny
32954,155,2025-05-14,2025-05,Wednesday,159,36,0.232,14,17:00,Rainy
32955,155,2025-05-17,2025-05,Saturday,203,43,0.214,8,15:00,Cloudy
32956,155,2025-05-19,2025-05,Monday,118,24,0.211,13,14:00,Cold
32957,155,2025-05-21,2025-05,Wednesday,144,23,0.164,21,15:00,Rainy
32958,155,2025-05-24,2025-05,Saturday,220,70,0.319,12,14:00,Sunny
32959,155,2025-05-26,2025-05,Monday,132,35,0.27,17,15:00,Cold
32960,155,2025-05-27,2025-05,Tuesday,186,30,0.164,9,13:00,Sunny
32961,155,2025-05-30,2025-05,Friday,161,28,0.176,20,15:00,Rainy
32962,155,2025-06-01,2025-06,Sunday,154,39,0.258,15,14:00,Sunny
32963,155,2025-06-03,2025-06,Tuesday,156,51,0.329,24,14:00,Cloudy
32964,155,2025-06-05,2025-06,Thursday,203,54,0.268,13,13:00,Cloudy
32965,155,2025-06-06,2025-06,Friday,198,59,0.303,13,15:00,Rainy
32966,155,2025-06-09,2025-06,Monday,170,31,0.184,8,14:00,Cloudy
32967,155,2025-06-12,2025-06,Thursday,147,24,0.168,13,12:00,Rainy
32968,155,2025-06-14,2025-06,Saturday,257,66,0.258,17,12:00,Cloudy
32969,155,2025-06-16,2025-06,Monday,130,41,0.318,9,17:00,Sunny
32970,155,2025-06-18,2025-06,Wednesday,175,26,0.152,9,17:00,Rainy
32971,155,2025-06-20,2025-06,Friday,155,46,0.302,20,16:00,Sunny
32972,155,2025-06-22,2025-06,Sunday,169,38,0.23,13,14:00,Sunny
32973,155,2025-06-25,2025-06,Wednesday,164,42,0.262,12,16:00,Cloudy
32974,155,2025-06-26,2025-06,Thursday,170,28,0.165,18,16:00,Cloudy
32975,155,2025-06-27,2025-06,Friday,203,63,0.314,13,16:00,Cloudy
32976,155,2025-06-28,2025-06,Saturday,286,89,0.314,22,14:00,Cloudy
32977,155,2025-07-01,2025-07,Tuesday,169,43,0.256,10,14:00,Rainy
32978,155,2025-07-04,2025-07,Friday,203,34,0.168,8,14:00,Cold
32979,155,2025-07-06,2025-07,Sunday,204,57,0.28,15,13:00,Cloudy
32980,155,2025-07-09,2025-07,Wednesday,196,32,0.166,17,13:00,Cloudy
32981,155,2025-07-12,2025-07,Saturday,269,92,0.345,9,16:00,Cloudy
32982,155,2025-07-14,2025-07,Monday,140,29,0.209,12,17:00,Cloudy
32983,155,2025-07-16,2025-07,Wednesday,155,34,0.224,14,15:00,Rainy
32984,155,2025-07-19,2025-07,Saturday,285,47,0.165,13,15:00,Sunny
32985,155,2025-07-21,2025-07,Monday,118,23,0.199,9,14:00,Rainy
32986,155,2025-07-22,2025-07,Tuesday,173,47,0.274,18,13:00,Cloudy
32987,155,2025-07-25,2025-07,Friday,164,44,0.273,14,12:00,Rainy
32988,155,2025-07-26,2025-07,Saturday,199,35,0.177,8,15:00,Cloudy
32989,155,2025-07-28,2025-07,Monday,137,21,0.156,18,15:00,Cold
32990,155,2025-07-31,2025-07,Thursday,183,34,0.186,15,14:00,Cloudy
32991,155,2025-08-01,2025-08,Friday,188,58,0.31,10,16:00,Cold
32992,155,2025-08-04,2025-08,Monday,129,37,0.291,19,17:00,Sunny
32993,155,2025-08-06,2025-08,Wednesday,169,57,0.343,14,14:00,Rainy
32994,155,2025-08-09,2025-08,Saturday,244,77,0.318,25,12:00,Cold
32995,155,2025-08-12,2025-08,Tuesday,144,29,0.205,9,13:00,Cloudy
32996,155,2025-08-13,2025-08,Wednesday,167,42,0.252,14,17:00,Rainy
32997,155,2025-08-14,2025-08,Thursday,197,34,0.175,20,14:00,Rainy
32998,155,2025-08-17,2025-08,Sunday,189,61,0.326,20,16:00,Sunny
32999,155,2025-08-20,2025-08,Wednesday,148,25,0.169,18,15:00,Rainy
33000,155,2025-08-22,2025-08,Friday,179,52,0.294,18,17:00,Cloudy
33001,155,2025-08-23,2025-08,Saturday,224,77,0.346,9,17:00,Sunny
33002,155,2025-08-25,2025-08,Monday,127,36,0.286,24,12:00,Cloudy
33003,155,2025-08-26,2025-08,Tuesday,196,38,0.197,13,15:00,Cold
33004,155,2025-08-27,2025-08,Wednesday,207,69,0.335,11,15:00,Sunny
33005,155,2025-08-29,2025-08,Friday,178,33,0.187,18,13:00,Sunny
33006,155,2025-08-30,2025-08,Saturday,198,53,0.268,8,16:00,Cloudy
33007,155,2025-08-31,2025-08,Sunday,190,62,0.327,14,14:00,Cold
33008,155,2025-09-01,2025-09,Monday,146,36,0.251,16,13:00,Rainy
33009,155,2025-09-04,2025-09,Thursday,152,48,0.322,19,14:00,Rainy
33010,155,2025-09-05,2025-09,Friday,179,41,0.231,22,14:00,Cold
33011,155,2025-09-08,2025-09,Monday,141,36,0.261,16,16:00,Cold
33012,155,2025-09-10,2025-09,Wednesday,172,60,0.349,10,16:00,Sunny
33013,155,2025-09-11,2025-09,Thursday,138,45,0.327,22,15:00,Cloudy
33014,155,2025-09-14,2025-09,Sunday,184,33,0.184,18,15:00,Sunny
33015,155,2025-09-16,2025-09,Tuesday,148,40,0.273,18,16:00,Rainy
33016,155,2025-09-19,2025-09,Friday,162,41,0.257,19,16:00,Rainy
33017,155,2025-09-21,2025-09,Sunday,155,46,0.298,11,14:00,Cloudy
33018,155,2025-09-24,2025-09,Wednesday,177,29,0.169,19,15:00,Cloudy
33019,155,2025-09-27,2025-09,Saturday,222,69,0.315,12,16:00,Cloudy
33020,155,2025-09-28,2025-09,Sunday,199,64,0.323,22,17:00,Sunny
33021,155,2025-10-01,2025-10,Wednesday,169,47,0.282,17,14:00,Cloudy
33022,155,2025-10-02,2025-10,Thursday,203,43,0.212,18,13:00,Cloudy
33023,155,2025-10-03,2025-10,Friday,174,52,0.302,24,15:00,Cloudy
33024,155,2025-10-05,2025-10,Sunday,174,46,0.266,16,13:00,Cloudy
33025,155,2025-10-08,2025-10,Wednesday,205,40,0.198,17,12:00,Cloudy
33026,155,2025-10-09,2025-10,Thursday,149,37,0.255,14,12:00,Cloudy
33027,155,2025-10-10,2025-10,Friday,194,52,0.273,21,16:00,Rainy
33028,155,2025-10-11,2025-10,Saturday,274,78,0.288,18,14:00,Sunny
33029,155,2025-10-14,2025-10,Tuesday,145,45,0.316,8,14:00,Cloudy
33030,155,2025-10-17,2025-10,Friday,144,26,0.183,18,15:00,Rainy
33031,155,2025-10-18,2025-10,Saturday,218,58,0.267,19,12:00,Sunny
33032,155,2025-10-20,2025-10,Monday,161,38,0.24,17,15:00,Cloudy
33033,155,2025-10-23,2025-10,Thursday,204,41,0.204,9,14:00,Cloudy
33034,155,2025-10-24,2025-10,Friday,207,43,0.211,24,13:00,Cloudy
33035,155,2025-10-26,2025-10,Sunday,200,50,0.25,20,17:00,Rainy
33036,155,2025-10-27,2025-10,Monday,140,34,0.248,25,13:00,Sunny
33037,155,2025-10-29,2025-10,Wednesday,142,36,0.254,12,17:00,Cloudy
33038,155,2025-10-31,2025-10,Friday,196,39,0.201,14,14:00,Sunny
33039,155,2025-11-02,2025-11,Sunday,198,35,0.179,13,12:00,Rainy
33040,155,2025-11-04,2025-11,Tuesday,228,44,0.195,17,15:00,Rainy
33041,155,2025-11-06,2025-11,Thursday,254,55,0.218,25,12:00,Rainy
33042,155,2025-11-08,2025-11,Saturday,336,72,0.217,10,13:00,Cold
33043,155,2025-11-10,2025-11,Monday,156,41,0.263,15,13:00,Cloudy
33044,155,2025-11-12,2025-11,Wednesday,245,37,0.153,15,15:00,Rainy
33045,155,2025-11-15,2025-11,Saturday,310,50,0.162,8,13:00,Rainy
33046,155,2025-11-17,2025-11,Monday,173,26,0.155,9,12:00,Cloudy
33047,155,2025-11-19,2025-11,Wednesday,255,75,0.297,17,14:00,Rainy
33048,155,2025-11-21,2025-11,Friday,220,57,0.262,23,17:00,Cold
33049,155,2025-11-22,2025-11,Saturday,334,102,0.308,17,14:00,Sunny
33050,155,2025-11-23,2025-11,Sunday,240,74,0.311,14,17:00,Cloudy
33051,155,2025-11-26,2025-11,Wednesday,227,76,0.336,14,15:00,Rainy
33052,155,2025-11-29,2025-11,Saturday,285,99,0.349,20,16:00,Sunny
33053,155,2025-11-30,2025-11,Sunday,210,42,0.201,19,14:00,Sunny
33054,155,2025-12-01,2025-12,Monday,174,30,0.173,23,13:00,Cloudy
33055,155,2025-12-02,2025-12,Tuesday,214,44,0.21,11,14:00,Sunny
33056,155,2025-12-04,2025-12,Thursday,230,72,0.317,8,15:00,Cold
33057,155,2025-12-07,2025-12,Sunday,271,53,0.196,22,14:00,Rainy
33058,155,2025-12-08,2025-12,Monday,156,48,0.308,24,17:00,Cold
33059,155,2025-12-11,2025-12,Thursday,194,32,0.168,17,15:00,Cloudy
33060,155,2025-12-14,2025-12,Sunday,206,37,0.18,15,16:00,Rainy
33061,155,2025-12-17,2025-12,Wednesday,249,68,0.277,21,16:00,Sunny
33062,155,2025-12-18,2025-12,Thursday,206,67,0.327,13,16:00,Cloudy
33063,155,2025-12-21,2025-12,Sunday,275,87,0.317,10,12:00,Cloudy
33064,155,2025-12-24,2025-12,Wednesday,215,41,0.192,10,14:00,Cloudy
33065,155,2025-12-26,2025-12,Friday,235,67,0.287,9,13:00,Rainy
33066,155,2025-12-27,2025-12,Saturday,324,104,0.321,16,13:00,Cloudy
33067,155,2025-12-28,2025-12,Sunday,287,99,0.348,8,15:00,Sunny
33068,155,2025-12-30,2025-12,Tuesday,213,35,0.165,8,16:00,Cloudy
33069,155,2026-01-01,2026-01,Thursday,119,32,0.269,18,15:00,Cold
33070,155,2026-01-03,2026-01,Saturday,175,46,0.263,17,13:00,Cold
33071,155,2026-01-05,2026-01,Monday,124,42,0.345,20,15:00,Rainy
33072,155,2026-01-06,2026-01,Tuesday,121,35,0.291,8,16:00,Rainy
33073,155,2026-01-08,2026-01,Thursday,159,37,0.235,22,13:00,Cloudy
33074,155,2026-01-10,2026-01,Saturday,234,40,0.172,15,15:00,Cloudy
33075,155,2026-01-13,2026-01,Tuesday,130,31,0.242,24,13:00,Cloudy
33076,155,2026-01-16,2026-01,Friday,160,48,0.303,16,13:00,Cloudy
33077,155,2026-01-18,2026-01,Sunday,148,39,0.27,25,14:00,Rainy
33078,155,2026-01-21,2026-01,Wednesday,124,38,0.314,15,13:00,Rainy
33079,155,2026-01-22,2026-01,Thursday,155,26,0.174,8,15:00,Cloudy
33080,155,2026-01-24,2026-01,Saturday,232,43,0.188,21,15:00,Rainy
33081,155,2026-01-26,2026-01,Monday,134,35,0.262,25,15:00,Rainy
33082,155,2026-01-27,2026-01,Tuesday,134,23,0.178,13,16:00,Cloudy
33083,155,2026-01-28,2026-01,Wednesday,117,34,0.291,10,17:00,Cloudy
33084,155,2026-01-29,2026-01,Thursday,171,28,0.165,16,13:00,Cloudy
33085,155,2026-02-01,2026-02,Sunday,152,27,0.183,12,14:00,Sunny
33086,155,2026-02-02,2026-02,Monday,108,36,0.341,12,17:00,Cloudy
33087,155,2026-02-04,2026-02,Wednesday,146,33,0.232,24,12:00,Sunny
33088,155,2026-02-06,2026-02,Friday,129,41,0.323,13,15:00,Sunny
33089,155,2026-02-09,2026-02,Monday,103,29,0.288,16,16:00,Sunny
33090,155,2026-02-11,2026-02,Wednesday,159,45,0.286,23,13:00,Cloudy
33091,155,2026-02-12,2026-02,Thursday,123,26,0.217,22,17:00,Cold
33092,155,2026-02-13,2026-02,Friday,150,43,0.289,15,16:00,Sunny
33093,155,2026-02-16,2026-02,Monday,116,21,0.186,22,16:00,Sunny
33094,155,2026-02-18,2026-02,Wednesday,125,34,0.278,25,12:00,Rainy
33095,155,2026-02-20,2026-02,Friday,121,38,0.316,24,12:00,Rainy
33096,155,2026-02-23,2026-02,Monday,117,26,0.226,21,14:00,Cold
33097,155,2026-02-24,2026-02,Tuesday,161,42,0.266,13,16:00,Cloudy
33098,155,2026-02-27,2026-02,Friday,162,51,0.319,13,13:00,Cloudy
33099,156,2025-01-01,2025-01,Wednesday,149,40,0.275,10,13:00,Rainy
33100,156,2025-01-02,2025-01,Thursday,137,36,0.263,11,15:00,Sunny
33101,156,2025-01-05,2025-01,Sunday,178,38,0.214,19,16:00,Cloudy
33102,156,2025-01-08,2025-01,Wednesday,112,36,0.322,19,17:00,Rainy
33103,156,2025-01-11,2025-01,Saturday,219,63,0.292,19,17:00,Cold
33104,156,2025-01-12,2025-01,Sunday,137,25,0.183,24,16:00,Sunny
33105,156,2025-01-14,2025-01,Tuesday,128,22,0.176,17,14:00,Cloudy
33106,156,2025-01-15,2025-01,Wednesday,112,38,0.345,11,14:00,Cloudy
33107,156,2025-01-16,2025-01,Thursday,119,32,0.273,16,14:00,Sunny
33108,156,2025-01-17,2025-01,Friday,119,21,0.184,11,13:00,Cold
33109,156,2025-01-20,2025-01,Monday,116,20,0.173,16,15:00,Cold
33110,156,2025-01-22,2025-01,Wednesday,159,53,0.336,8,13:00,Cloudy
33111,156,2025-01-23,2025-01,Thursday,161,56,0.35,14,17:00,Rainy
33112,156,2025-01-25,2025-01,Saturday,226,76,0.338,21,16:00,Rainy
33113,156,2025-01-28,2025-01,Tuesday,120,33,0.277,9,13:00,Rainy
33114,156,2025-01-29,2025-01,Wednesday,147,29,0.201,10,12:00,Cloudy
33115,156,2025-02-01,2025-02,Saturday,230,43,0.188,9,12:00,Rainy
33116,156,2025-02-02,2025-02,Sunday,177,56,0.317,18,12:00,Cloudy
33117,156,2025-02-05,2025-02,Wednesday,135,37,0.277,19,17:00,Cloudy
33118,156,2025-02-07,2025-02,Friday,160,29,0.184,21,12:00,Sunny
33119,156,2025-02-09,2025-02,Sunday,171,27,0.162,17,14:00,Rainy
33120,156,2025-02-11,2025-02,Tuesday,153,48,0.32,16,17:00,Cloudy
33121,156,2025-02-14,2025-02,Friday,114,29,0.261,11,14:00,Cloudy
33122,156,2025-02-16,2025-02,Sunday,180,30,0.167,10,12:00,Cloudy
33123,156,2025-02-18,2025-02,Tuesday,152,25,0.17,22,13:00,Rainy
33124,156,2025-02-19,2025-02,Wednesday,128,43,0.34,18,14:00,Cloudy
33125,156,2025-02-22,2025-02,Saturday,185,60,0.326,18,12:00,Cloudy
33126,156,2025-02-25,2025-02,Tuesday,161,37,0.231,24,16:00,Rainy
33127,156,2025-02-26,2025-02,Wednesday,132,32,0.247,16,16:00,Cloudy
33128,156,2025-02-27,2025-02,Thursday,135,36,0.272,20,13:00,Rainy
33129,156,2025-02-28,2025-02,Friday,121,34,0.284,25,13:00,Sunny
33130,156,2025-03-03,2025-03,Monday,118,36,0.306,9,14:00,Rainy
33131,156,2025-03-06,2025-03,Thursday,177,46,0.263,24,12:00,Rainy
33132,156,2025-03-07,2025-03,Friday,130,25,0.193,10,13:00,Cloudy
33133,156,2025-03-10,2025-03,Monday,125,26,0.209,12,16:00,Sunny
33134,156,2025-03-13,2025-03,Thursday,138,35,0.257,14,12:00,Sunny
33135,156,2025-03-14,2025-03,Friday,133,44,0.331,13,16:00,Cold
33136,156,2025-03-15,2025-03,Saturday,272,66,0.244,18,15:00,Rainy
33137,156,2025-03-18,2025-03,Tuesday,177,61,0.349,23,14:00,Sunny
33138,156,2025-03-19,2025-03,Wednesday,157,25,0.164,20,17:00,Sunny
33139,156,2025-03-21,2025-03,Friday,134,21,0.16,18,15:00,Rainy
33140,156,2025-03-24,2025-03,Monday,160,34,0.213,15,17:00,Sunny
33141,156,2025-03-25,2025-03,Tuesday,147,42,0.291,15,17:00,Cloudy
33142,156,2025-03-27,2025-03,Thursday,185,54,0.296,23,16:00,Rainy
33143,156,2025-03-30,2025-03,Sunday,210,33,0.16,14,16:00,Rainy
33144,156,2025-04-01,2025-04,Tuesday,137,47,0.345,24,13:00,Rainy
33145,156,2025-04-02,2025-04,Wednesday,144,43,0.3,17,16:00,Rainy
33146,156,2025-04-05,2025-04,Saturday,250,82,0.33,17,14:00,Sunny
33147,156,2025-04-06,2025-04,Sunday,194,52,0.269,10,17:00,Cloudy
33148,156,2025-04-08,2025-04,Tuesday,158,37,0.237,15,13:00,Sunny
33149,156,2025-04-10,2025-04,Thursday,141,37,0.269,10,14:00,Rainy
33150,156,2025-04-11,2025-04,Friday,168,54,0.324,8,16:00,Cloudy
33151,156,2025-04-12,2025-04,Saturday,237,41,0.173,21,13:00,Cloudy
33152,156,2025-04-13,2025-04,Sunday,166,32,0.193,11,17:00,Cloudy
33153,156,2025-04-16,2025-04,Wednesday,152,50,0.333,17,17:00,Cold
33154,156,2025-04-18,2025-04,Friday,145,29,0.203,19,13:00,Sunny
33155,156,2025-04-20,2025-04,Sunday,196,64,0.328,23,14:00,Rainy
33156,156,2025-04-22,2025-04,Tuesday,136,32,0.24,19,16:00,Cloudy
33157,156,2025-04-23,2025-04,Wednesday,158,24,0.152,17,16:00,Cloudy
33158,156,2025-04-26,2025-04,Saturday,256,69,0.271,25,14:00,Sunny
33159,156,2025-04-27,2025-04,Sunday,166,56,0.341,24,14:00,Sunny
33160,156,2025-04-29,2025-04,Tuesday,167,39,0.236,17,17:00,Cloudy
33161,156,2025-05-02,2025-05,Friday,148,30,0.206,16,17:00,Sunny
33162,156,2025-05-03,2025-05,Saturday,195,32,0.166,15,13:00,Rainy
33163,156,2025-05-04,2025-05,Sunday,150,47,0.314,24,12:00,Sunny
33164,156,2025-05-06,2025-05,Tuesday,138,40,0.297,23,13:00,Cloudy
33165,156,2025-05-09,2025-05,Friday,188,60,0.322,12,16:00,Cloudy
33166,156,2025-05-10,2025-05,Saturday,228,76,0.335,22,13:00,Cold
33167,156,2025-05-13,2025-05,Tuesday,170,53,0.314,20,12:00,Cloudy
33168,156,2025-05-16,2025-05,Friday,135,34,0.252,23,13:00,Cloudy
33169,156,2025-05-18,2025-05,Sunday,190,48,0.254,8,12:00,Cold
33170,156,2025-05-19,2025-05,Monday,122,35,0.289,9,15:00,Cloudy
33171,156,2025-05-21,2025-05,Wednesday,169,31,0.184,11,17:00,Sunny
33172,156,2025-05-23,2025-05,Friday,133,23,0.177,18,17:00,Cloudy
33173,156,2025-05-26,2025-05,Monday,126,38,0.304,18,17:00,Sunny
33174,156,2025-05-28,2025-05,Wednesday,133,37,0.281,11,16:00,Cold
33175,156,2025-05-30,2025-05,Friday,145,37,0.259,11,16:00,Rainy
33176,156,2025-05-31,2025-05,Saturday,248,46,0.188,17,15:00,Cloudy
33177,156,2025-06-02,2025-06,Monday,115,32,0.286,20,13:00,Rainy
33178,156,2025-06-03,2025-06,Tuesday,188,54,0.288,18,12:00,Sunny
33179,156,2025-06-06,2025-06,Friday,187,43,0.235,17,16:00,Rainy
33180,156,2025-06-07,2025-06,Saturday,203,51,0.252,18,15:00,Cloudy
33181,156,2025-06-10,2025-06,Tuesday,142,24,0.17,24,13:00,Cloudy
33182,156,2025-06-11,2025-06,Wednesday,134,42,0.32,8,17:00,Rainy
33183,156,2025-06-14,2025-06,Saturday,201,50,0.25,25,15:00,Cloudy
33184,156,2025-06-15,2025-06,Sunday,198,41,0.21,18,15:00,Cloudy
