subscriber_key,score_date,churn_risk_score,churn_risk_band,upsell_propensity,cross_sell_propensity,predicted_clv,clv_segment,next_best_action,model_version,confidence_score
29329,2026-01-28,0.193,Low,0.179,0.1365,3479.78,Medium,Referral Program,v2.3.1,0.74
29330,2026-01-28,0.1513,Low,0.202,0.2382,3732.65,Medium,Referral Program,v2.3.1,0.74
29331,2026-01-28,0.1105,Low,0.358,0.1308,9954.95,Medium,Survey,v2.3.1,0.74
29332,2026-01-28,0.167,Low,0.2268,0.1148,12511.48,High,Referral Program,v2.3.1,0.92
29333,2026-01-28,0.1593,Low,0.3795,0.3589,3283.35,Medium,App Promotion,v2.3.1,0.91
29334,2026-01-28,0.0566,Low,0.468,0.3922,4156.95,Medium,Survey,v2.3.1,0.91
29335,2026-01-28,0.0504,Low,0.5627,0.1858,4264.94,Medium,Device Offer,v2.3.1,0.83
29336,2026-01-28,0.02,Low,0.5709,0.14,870.86,Low,Device Offer,v2.3.1,0.78
29337,2026-01-28,0.4787,Medium,0.0719,0.1293,433.69,Low,App Promotion,v2.3.1,0.94
29338,2026-01-28,0.1293,Low,0.4675,0.187,2755.81,Medium,Survey,v2.3.1,0.76
29339,2026-01-28,0.02,Low,0.3755,0.2434,2848.34,Medium,Survey,v2.3.1,0.73
29340,2026-01-28,0.1552,Low,0.3551,0.2026,2647.71,Medium,Engagement Campaign,v2.3.1,0.71
29341,2026-01-28,0.02,Low,0.6207,0.1263,1720.53,Low,Device Offer,v2.3.1,0.78
29342,2026-01-28,0.1448,Low,0.4208,0.5751,17454.31,High,Engagement Campaign,v2.3.1,0.78
29343,2026-01-28,0.1264,Low,0.399,0.4906,4061.52,Medium,Referral Program,v2.3.1,0.89
29344,2026-01-28,0.2078,Low,0.3952,0.4281,2055.16,Medium,Referral Program,v2.3.1,0.73
29345,2026-01-28,0.3516,Medium,0.2425,0.5832,1934.3,Low,Engagement Campaign,v2.3.1,0.85
29346,2026-01-28,0.1352,Low,0.2643,0.1053,2258.8,Medium,Engagement Campaign,v2.3.1,0.82
29347,2026-01-28,0.1514,Low,0.4622,0.2961,3384.84,Medium,App Promotion,v2.3.1,0.93
29348,2026-01-28,0.1856,Low,0.4336,0.3449,3038.91,Medium,Engagement Campaign,v2.3.1,0.82
29349,2026-01-28,0.0529,Low,0.4575,0.2062,1392.06,Low,App Promotion,v2.3.1,0.94
29350,2026-01-28,0.054,Low,0.4314,0.1787,5975.46,Medium,App Promotion,v2.3.1,0.77
29351,2026-01-28,0.1585,Low,0.3177,0.2772,135694.14,High,Survey,v2.3.1,0.74
29352,2026-01-28,0.02,Low,0.5434,0.2149,4891.0,Medium,5G Upgrade,v2.3.1,0.81
29353,2026-01-28,0.02,Low,0.6243,0.2932,6991.74,Medium,Plan Upgrade,v2.3.1,0.85
29354,2026-01-28,0.0645,Low,0.4497,0.2358,18771.76,High,Survey,v2.3.1,0.82
29355,2026-01-28,0.1241,Low,0.3438,0.1273,3586.91,Medium,App Promotion,v2.3.1,0.81
29356,2026-01-28,0.0512,Low,0.5055,0.4338,4176.12,Medium,5G Upgrade,v2.3.1,0.85
29357,2026-01-28,0.0259,Low,0.5844,0.5841,69908.58,High,Plan Upgrade,v2.3.1,0.84
29358,2026-01-28,0.1709,Low,0.3432,0.2711,23268.8,High,Survey,v2.3.1,0.85
29359,2026-01-28,0.95,High,0.05,0.5892,1171.73,Low,Loyalty Reward,v2.3.1,0.72
29360,2026-01-28,0.0472,Low,0.3589,0.3909,157314.9,High,App Promotion,v2.3.1,0.89
29361,2026-01-28,0.1095,Low,0.4791,0.5816,2722.34,Medium,App Promotion,v2.3.1,0.94
29362,2026-01-28,0.2411,Low,0.2913,0.4638,2133.08,Medium,Engagement Campaign,v2.3.1,0.94
29363,2026-01-28,0.0408,Low,0.3598,0.1802,9187.6,Medium,Survey,v2.3.1,0.83
29364,2026-01-28,0.064,Low,0.4142,0.3884,21363.42,High,Referral Program,v2.3.1,0.74
29365,2026-01-28,0.1731,Low,0.3869,0.2039,3288.52,Medium,App Promotion,v2.3.1,0.74
29366,2026-01-28,0.0488,Low,0.3378,0.5777,2736.7,Medium,App Promotion,v2.3.1,0.7
29367,2026-01-28,0.0457,Low,0.5856,0.4461,2229.51,Medium,5G Upgrade,v2.3.1,0.79
29368,2026-01-28,0.1997,Low,0.415,0.3507,527.02,Low,Engagement Campaign,v2.3.1,0.93
29369,2026-01-28,0.0945,Low,0.5231,0.4291,3287.05,Medium,Add-on Service,v2.3.1,0.78
29370,2026-01-28,0.2128,Low,0.4176,0.3347,4026.67,Medium,App Promotion,v2.3.1,0.72
29371,2026-01-28,0.1608,Low,0.3161,0.5344,4314.88,Medium,Engagement Campaign,v2.3.1,0.8
29372,2026-01-28,0.02,Low,0.4678,0.223,3518.32,Medium,Engagement Campaign,v2.3.1,0.75
29373,2026-01-28,0.0791,Low,0.3478,0.4438,2561.35,Medium,Survey,v2.3.1,0.77
29374,2026-01-28,0.35,Medium,0.1684,0.5569,3826.77,Medium,Engagement Campaign,v2.3.1,0.77
29375,2026-01-28,0.0685,Low,0.486,0.1147,2637.32,Medium,Referral Program,v2.3.1,0.87
29376,2026-01-28,0.0872,Low,0.3006,0.2125,2667.6,Medium,App Promotion,v2.3.1,0.91
29377,2026-01-28,0.3365,Medium,0.136,0.2454,16220.99,High,Survey,v2.3.1,0.77
29378,2026-01-28,0.0642,Low,0.3812,0.5727,1301.24,Low,App Promotion,v2.3.1,0.87
29379,2026-01-28,0.0203,Low,0.3986,0.2135,16709.55,High,Survey,v2.3.1,0.85
29380,2026-01-28,0.0829,Low,0.3698,0.1393,24274.35,High,Referral Program,v2.3.1,0.73
29381,2026-01-28,0.205,Low,0.196,0.5086,4307.45,Medium,Engagement Campaign,v2.3.1,0.81
29382,2026-01-28,0.1678,Low,0.467,0.5035,467.87,Low,App Promotion,v2.3.1,0.72
29383,2026-01-28,0.1011,Low,0.3857,0.5551,715.02,Low,Referral Program,v2.3.1,0.88
29384,2026-01-28,0.1458,Low,0.4419,0.2266,1217.24,Low,Survey,v2.3.1,0.76
29385,2026-01-28,0.0536,Low,0.5223,0.507,16892.04,High,Add-on Service,v2.3.1,0.92
29386,2026-01-28,0.0813,Low,0.3602,0.1346,4634.67,Medium,Referral Program,v2.3.1,0.94
29387,2026-01-28,0.2007,Low,0.2475,0.1443,1881.91,Low,Referral Program,v2.3.1,0.85
29388,2026-01-28,0.2114,Low,0.3463,0.1969,21891.31,High,Referral Program,v2.3.1,0.85
29389,2026-01-28,0.1766,Low,0.4023,0.1453,1656.21,Low,Referral Program,v2.3.1,0.93
29390,2026-01-28,0.1428,Low,0.4745,0.3792,2072.44,Medium,Survey,v2.3.1,0.95
29391,2026-01-28,0.02,Low,0.5374,0.5596,1313.46,Low,Device Offer,v2.3.1,0.89
29392,2026-01-28,0.2558,Medium,0.3161,0.5976,2645.18,Medium,App Promotion,v2.3.1,0.73
29393,2026-01-28,0.02,Low,0.3601,0.2603,2735.96,Medium,Survey,v2.3.1,0.79
29394,2026-01-28,0.1334,Low,0.4799,0.4019,4243.42,Medium,App Promotion,v2.3.1,0.8
29395,2026-01-28,0.1583,Low,0.4521,0.2776,1405.33,Low,Engagement Campaign,v2.3.1,0.82
29396,2026-01-28,0.95,High,0.05,0.2643,1596.37,Low,Service Recovery,v2.3.1,0.74
29397,2026-01-28,0.1689,Low,0.3824,0.1377,8231.89,Medium,Referral Program,v2.3.1,0.82
29398,2026-01-28,0.2459,Low,0.1155,0.5903,18277.71,High,App Promotion,v2.3.1,0.76
29399,2026-01-28,0.0724,Low,0.2887,0.2042,22353.64,High,Survey,v2.3.1,0.85
29400,2026-01-28,0.2116,Low,0.1457,0.2668,2830.58,Medium,Referral Program,v2.3.1,0.91
29401,2026-01-28,0.02,Low,0.571,0.4052,195615.54,High,5G Upgrade,v2.3.1,0.91
29402,2026-01-28,0.053,Low,0.5674,0.2905,1880.98,Low,Add-on Service,v2.3.1,0.94
29403,2026-01-28,0.1991,Low,0.1955,0.345,2680.58,Medium,App Promotion,v2.3.1,0.95
29404,2026-01-28,0.1349,Low,0.3468,0.1865,1275.28,Low,Engagement Campaign,v2.3.1,0.84
29405,2026-01-28,0.02,Low,0.6233,0.4013,12870.62,High,Add-on Service,v2.3.1,0.7
29406,2026-01-28,0.1061,Low,0.3453,0.1253,3060.7,Medium,Survey,v2.3.1,0.8
29407,2026-01-28,0.1279,Low,0.4838,0.4547,13216.25,High,Referral Program,v2.3.1,0.82
29408,2026-01-28,0.2222,Low,0.1324,0.4866,4031.99,Medium,Engagement Campaign,v2.3.1,0.71
29409,2026-01-28,0.2045,Low,0.319,0.392,2772.4,Medium,Engagement Campaign,v2.3.1,0.79
29410,2026-01-28,0.0807,Low,0.4697,0.1105,25099.26,High,Survey,v2.3.1,0.84
29411,2026-01-28,0.95,High,0.05,0.4339,2352.64,Medium,Retention Offer,v2.3.1,0.7
29412,2026-01-28,0.02,Low,0.5345,0.1789,608.89,Low,Plan Upgrade,v2.3.1,0.73
29413,2026-01-28,0.2021,Low,0.4398,0.2918,2825.42,Medium,Survey,v2.3.1,0.73
29414,2026-01-28,0.0995,Low,0.3739,0.3451,3603.38,Medium,Referral Program,v2.3.1,0.84
29415,2026-01-28,0.0268,Low,0.3907,0.4497,179910.69,High,Engagement Campaign,v2.3.1,0.73
29416,2026-01-28,0.1357,Low,0.3078,0.5982,2506.01,Medium,App Promotion,v2.3.1,0.85
29417,2026-01-28,0.0483,Low,0.3546,0.4034,3095.34,Medium,Survey,v2.3.1,0.93
29418,2026-01-28,0.0514,Low,0.4343,0.376,1889.48,Low,Engagement Campaign,v2.3.1,0.72
29419,2026-01-28,0.042,Low,0.5733,0.3362,3362.75,Medium,5G Upgrade,v2.3.1,0.86
29420,2026-01-28,0.95,High,0.05,0.311,15317.52,High,Retention Offer,v2.3.1,0.95
29421,2026-01-28,0.1949,Low,0.1698,0.1924,1305.97,Low,Engagement Campaign,v2.3.1,0.73
29422,2026-01-28,0.1532,Low,0.4488,0.3663,21363.5,High,Referral Program,v2.3.1,0.76
29423,2026-01-28,0.1344,Low,0.3106,0.5247,3949.54,Medium,Referral Program,v2.3.1,0.93
29424,2026-01-28,0.0864,Low,0.2826,0.3677,25000.72,High,Referral Program,v2.3.1,0.7
29425,2026-01-28,0.0862,Low,0.5234,0.3136,2358.75,Medium,Device Offer,v2.3.1,0.84
29426,2026-01-28,0.1023,Low,0.4792,0.4435,991.81,Low,Survey,v2.3.1,0.74
29427,2026-01-28,0.02,Low,0.3342,0.3244,59043.8,High,Survey,v2.3.1,0.92
29428,2026-01-28,0.02,Low,0.5457,0.5862,678.05,Low,Device Offer,v2.3.1,0.71
29429,2026-01-28,0.2844,Medium,0.3117,0.4476,684.01,Low,Survey,v2.3.1,0.72
29430,2026-01-28,0.1106,Low,0.3615,0.4744,2363.81,Medium,App Promotion,v2.3.1,0.77
29431,2026-01-28,0.2884,Medium,0.1101,0.5143,2929.75,Medium,Survey,v2.3.1,0.88
29432,2026-01-28,0.1985,Low,0.3905,0.4443,5956.08,Medium,Engagement Campaign,v2.3.1,0.94
29433,2026-01-28,0.0281,Low,0.5433,0.1763,1657.19,Low,Add-on Service,v2.3.1,0.79
29434,2026-01-28,0.2972,Medium,0.0718,0.4137,938.91,Low,App Promotion,v2.3.1,0.9
29435,2026-01-28,0.1467,Low,0.4067,0.3932,2530.06,Medium,Referral Program,v2.3.1,0.72
29436,2026-01-28,0.1019,Low,0.3424,0.2551,172788.08,High,Engagement Campaign,v2.3.1,0.89
29437,2026-01-28,0.1935,Low,0.2191,0.1891,2252.49,Medium,App Promotion,v2.3.1,0.72
29438,2026-01-28,0.2448,Low,0.1131,0.2447,3333.78,Medium,Survey,v2.3.1,0.71
29439,2026-01-28,0.02,Low,0.4147,0.5504,3377.5,Medium,App Promotion,v2.3.1,0.9
29440,2026-01-28,0.1904,Low,0.1709,0.1558,879.63,Low,Referral Program,v2.3.1,0.78
29441,2026-01-28,0.0887,Low,0.3754,0.5029,2352.09,Medium,Engagement Campaign,v2.3.1,0.75
29442,2026-01-28,0.1916,Low,0.3113,0.1482,10277.76,High,App Promotion,v2.3.1,0.89
29443,2026-01-28,0.1867,Low,0.2398,0.2075,1659.99,Low,App Promotion,v2.3.1,0.84
29444,2026-01-28,0.02,Low,0.4326,0.3907,2080.35,Medium,Engagement Campaign,v2.3.1,0.87
29445,2026-01-28,0.95,High,0.05,0.2676,932.23,Low,Service Recovery,v2.3.1,0.82
29446,2026-01-28,0.0671,Low,0.3316,0.2546,12186.41,High,Engagement Campaign,v2.3.1,0.82
29447,2026-01-28,0.1187,Low,0.4052,0.1242,3059.81,Medium,Referral Program,v2.3.1,0.78
29448,2026-01-28,0.02,Low,0.3685,0.3737,2699.76,Medium,App Promotion,v2.3.1,0.87
29449,2026-01-28,0.3102,Medium,0.1027,0.4187,3829.28,Medium,Engagement Campaign,v2.3.1,0.8
29450,2026-01-28,0.1264,Low,0.2239,0.4761,10685.82,High,Engagement Campaign,v2.3.1,0.73
29451,2026-01-28,0.1325,Low,0.3981,0.1645,3731.3,Medium,App Promotion,v2.3.1,0.9
29452,2026-01-28,0.1483,Low,0.3526,0.1754,1634.26,Low,Referral Program,v2.3.1,0.71
29453,2026-01-28,0.1998,Low,0.2286,0.1047,4428.15,Medium,Survey,v2.3.1,0.88
29454,2026-01-28,0.1701,Low,0.1872,0.1023,3737.76,Medium,Referral Program,v2.3.1,0.82
29455,2026-01-28,0.1831,Low,0.3741,0.1943,1395.62,Low,Referral Program,v2.3.1,0.92
29456,2026-01-28,0.0536,Low,0.5,0.3139,2349.56,Medium,App Promotion,v2.3.1,0.8
29457,2026-01-28,0.2096,Low,0.2841,0.1874,21487.73,High,Survey,v2.3.1,0.9
29458,2026-01-28,0.95,High,0.05,0.1171,806.85,Low,Service Recovery,v2.3.1,0.83
29459,2026-01-28,0.1266,Low,0.2865,0.1938,600.19,Low,Engagement Campaign,v2.3.1,0.8
29460,2026-01-28,0.0354,Low,0.4478,0.5828,1461.17,Low,Engagement Campaign,v2.3.1,0.89
29461,2026-01-28,0.1472,Low,0.4542,0.5342,16866.52,High,Referral Program,v2.3.1,0.74
29462,2026-01-28,0.95,High,0.05,0.2989,764.14,Low,Retention Offer,v2.3.1,0.76
29463,2026-01-28,0.95,High,0.05,0.5742,2090.83,Medium,Service Recovery,v2.3.1,0.79
29464,2026-01-28,0.1905,Low,0.2336,0.2643,1894.91,Low,Referral Program,v2.3.1,0.75
29465,2026-01-28,0.1143,Low,0.5339,0.2551,7075.56,Medium,Device Offer,v2.3.1,0.81
29466,2026-01-28,0.0941,Low,0.3403,0.3364,2302.93,Medium,Referral Program,v2.3.1,0.8
29467,2026-01-28,0.3017,Medium,0.2501,0.2549,3354.99,Medium,Engagement Campaign,v2.3.1,0.77
29468,2026-01-28,0.1147,Low,0.3641,0.1561,11263.33,High,Referral Program,v2.3.1,0.86
29469,2026-01-28,0.1796,Low,0.4075,0.3204,3116.29,Medium,Referral Program,v2.3.1,0.95
29470,2026-01-28,0.1582,Low,0.261,0.5784,4225.23,Medium,Survey,v2.3.1,0.79
29471,2026-01-28,0.1874,Low,0.3717,0.1755,3356.36,Medium,Referral Program,v2.3.1,0.88
29472,2026-01-28,0.1817,Low,0.3886,0.5429,20583.79,High,Referral Program,v2.3.1,0.72
29473,2026-01-28,0.096,Low,0.4977,0.331,54164.89,High,Survey,v2.3.1,0.88
29474,2026-01-28,0.0801,Low,0.4906,0.2167,3565.84,Medium,Engagement Campaign,v2.3.1,0.79
29475,2026-01-28,0.2551,Medium,0.1463,0.1567,1875.81,Low,Engagement Campaign,v2.3.1,0.9
29476,2026-01-28,0.95,High,0.05,0.1159,7105.57,Medium,Personal Call,v2.3.1,0.84
29477,2026-01-28,0.02,Low,0.4991,0.2312,24823.44,High,App Promotion,v2.3.1,0.81
29478,2026-01-28,0.0311,Low,0.4508,0.4362,4402.59,Medium,Survey,v2.3.1,0.74
29479,2026-01-28,0.95,High,0.05,0.2112,1281.45,Low,Loyalty Reward,v2.3.1,0.91
29480,2026-01-28,0.1888,Low,0.3368,0.1394,1692.1,Low,Referral Program,v2.3.1,0.91
29481,2026-01-28,0.1269,Low,0.397,0.3238,10112.53,High,Survey,v2.3.1,0.74
29482,2026-01-28,0.1403,Low,0.4275,0.285,3180.69,Medium,Survey,v2.3.1,0.88
29483,2026-01-28,0.02,Low,0.353,0.149,4497.91,Medium,Referral Program,v2.3.1,0.9
29484,2026-01-28,0.1297,Low,0.2577,0.1803,898.81,Low,Referral Program,v2.3.1,0.92
29485,2026-01-28,0.0454,Low,0.4285,0.2684,1462.24,Low,App Promotion,v2.3.1,0.84
29486,2026-01-28,0.95,High,0.05,0.5555,1335.08,Low,Loyalty Reward,v2.3.1,0.8
29487,2026-01-28,0.02,Low,0.5378,0.2074,155653.53,High,Plan Upgrade,v2.3.1,0.91
29488,2026-01-28,0.122,Low,0.2535,0.2922,1727.75,Low,Referral Program,v2.3.1,0.89
29489,2026-01-28,0.3061,Medium,0.2333,0.2766,1353.54,Low,Engagement Campaign,v2.3.1,0.85
29490,2026-01-28,0.1054,Low,0.2761,0.3604,3526.48,Medium,App Promotion,v2.3.1,0.85
29491,2026-01-28,0.1707,Low,0.1899,0.5349,2556.97,Medium,App Promotion,v2.3.1,0.85
29492,2026-01-28,0.1058,Low,0.2719,0.2828,1651.68,Low,Survey,v2.3.1,0.71
29493,2026-01-28,0.0423,Low,0.5909,0.3675,1266.41,Low,Device Offer,v2.3.1,0.88
29494,2026-01-28,0.088,Low,0.3831,0.4771,12337.86,High,Referral Program,v2.3.1,0.88
29495,2026-01-28,0.95,High,0.05,0.5725,12950.89,High,Retention Offer,v2.3.1,0.72
29496,2026-01-28,0.3579,Medium,0.16,0.4289,3234.07,Medium,Referral Program,v2.3.1,0.75
29497,2026-01-28,0.2188,Low,0.2539,0.3117,4353.11,Medium,Survey,v2.3.1,0.85
29498,2026-01-28,0.0974,Low,0.3928,0.2196,27181.78,High,Survey,v2.3.1,0.72
29499,2026-01-28,0.95,High,0.05,0.2823,11969.13,High,Service Recovery,v2.3.1,0.93
29500,2026-01-28,0.1995,Low,0.4191,0.5186,1864.16,Low,Survey,v2.3.1,0.82
29501,2026-01-28,0.058,Low,0.3117,0.2351,781.51,Low,Referral Program,v2.3.1,0.72
29502,2026-01-28,0.0978,Low,0.5425,0.3676,1929.23,Low,5G Upgrade,v2.3.1,0.75
29503,2026-01-28,0.0788,Low,0.4027,0.1084,14927.52,High,Referral Program,v2.3.1,0.84
29504,2026-01-28,0.1644,Low,0.4579,0.5151,762.76,Low,App Promotion,v2.3.1,0.85
29505,2026-01-28,0.0699,Low,0.425,0.5472,2730.44,Medium,Engagement Campaign,v2.3.1,0.81
29506,2026-01-28,0.02,Low,0.5587,0.5132,6262.57,Medium,Add-on Service,v2.3.1,0.8
29507,2026-01-28,0.1552,Low,0.2276,0.5341,1958.38,Low,App Promotion,v2.3.1,0.91
29508,2026-01-28,0.1541,Low,0.2452,0.361,1062.13,Low,App Promotion,v2.3.1,0.84
29509,2026-01-28,0.95,High,0.05,0.575,14051.4,High,Service Recovery,v2.3.1,0.92
29510,2026-01-28,0.1965,Low,0.2721,0.3172,4131.46,Medium,Engagement Campaign,v2.3.1,0.75
29511,2026-01-28,0.1944,Low,0.4388,0.3328,495.06,Low,Engagement Campaign,v2.3.1,0.92
29512,2026-01-28,0.02,Low,0.6076,0.4889,1207.2,Low,5G Upgrade,v2.3.1,0.82
29513,2026-01-28,0.1311,Low,0.2315,0.3489,1417.45,Low,Survey,v2.3.1,0.74
29514,2026-01-28,0.1179,Low,0.4262,0.4926,13427.43,High,Referral Program,v2.3.1,0.76
29515,2026-01-28,0.02,Low,0.5071,0.2367,9224.71,Medium,Plan Upgrade,v2.3.1,0.79
29516,2026-01-28,0.0236,Low,0.5316,0.1393,2185.64,Medium,Plan Upgrade,v2.3.1,0.93
29517,2026-01-28,0.1878,Low,0.369,0.2826,20378.86,High,App Promotion,v2.3.1,0.73
29518,2026-01-28,0.0695,Low,0.4941,0.1694,1053.97,Low,Survey,v2.3.1,0.85
29519,2026-01-28,0.095,Low,0.4526,0.5259,6315.1,Medium,Engagement Campaign,v2.3.1,0.85
29520,2026-01-28,0.0718,Low,0.3657,0.5872,26764.33,High,Referral Program,v2.3.1,0.85
29521,2026-01-28,0.1378,Low,0.398,0.2423,4503.37,Medium,Survey,v2.3.1,0.91
29522,2026-01-28,0.0307,Low,0.53,0.2351,4108.07,Medium,5G Upgrade,v2.3.1,0.94
29523,2026-01-28,0.1514,Low,0.2016,0.4253,1261.82,Low,App Promotion,v2.3.1,0.8
29524,2026-01-28,0.1668,Low,0.4233,0.2354,2022.34,Medium,App Promotion,v2.3.1,0.7
29525,2026-01-28,0.0993,Low,0.3986,0.1845,1561.68,Low,Survey,v2.3.1,0.88
29526,2026-01-28,0.95,High,0.05,0.3567,2178.87,Medium,Personal Call,v2.3.1,0.89
29527,2026-01-28,0.1601,Low,0.4593,0.5599,19362.69,High,Engagement Campaign,v2.3.1,0.91
29528,2026-01-28,0.02,Low,0.3418,0.1409,4300.09,Medium,Survey,v2.3.1,0.77
29529,2026-01-28,0.1464,Low,0.2242,0.2844,2836.03,Medium,Engagement Campaign,v2.3.1,0.77
29530,2026-01-28,0.0541,Low,0.3368,0.1736,1731.96,Low,Referral Program,v2.3.1,0.8
29531,2026-01-28,0.1027,Low,0.3014,0.5843,3093.63,Medium,App Promotion,v2.3.1,0.93
29532,2026-01-28,0.02,Low,0.6132,0.431,3216.12,Medium,5G Upgrade,v2.3.1,0.71
29533,2026-01-28,0.1843,Low,0.4447,0.3548,2532.44,Medium,Engagement Campaign,v2.3.1,0.93
29534,2026-01-28,0.162,Low,0.2796,0.2637,4453.73,Medium,Survey,v2.3.1,0.84
29535,2026-01-28,0.95,High,0.05,0.1721,7565.92,Medium,Loyalty Reward,v2.3.1,0.76
29536,2026-01-28,0.1096,Low,0.5259,0.544,2280.13,Medium,Add-on Service,v2.3.1,0.71
29537,2026-01-28,0.02,Low,0.4264,0.1213,2496.33,Medium,Survey,v2.3.1,0.92
29538,2026-01-28,0.0821,Low,0.4735,0.3046,1440.94,Low,Referral Program,v2.3.1,0.78
29539,2026-01-28,0.0992,Low,0.3494,0.521,1532.85,Low,Engagement Campaign,v2.3.1,0.92
29540,2026-01-28,0.2082,Low,0.1726,0.5776,3435.83,Medium,Survey,v2.3.1,0.9
29541,2026-01-28,0.02,Low,0.433,0.1853,3862.2,Medium,Engagement Campaign,v2.3.1,0.73
29542,2026-01-28,0.0743,Low,0.5361,0.3363,6551.0,Medium,Plan Upgrade,v2.3.1,0.88
29543,2026-01-28,0.0576,Low,0.5637,0.4042,4280.51,Medium,Plan Upgrade,v2.3.1,0.8
29544,2026-01-28,0.0407,Low,0.4814,0.15,3681.73,Medium,Survey,v2.3.1,0.94
29545,2026-01-28,0.1842,Low,0.38,0.3803,775.9,Low,App Promotion,v2.3.1,0.9
29546,2026-01-28,0.95,High,0.05,0.4105,1756.66,Low,Loyalty Reward,v2.3.1,0.94
29547,2026-01-28,0.02,Low,0.5752,0.2489,684.97,Low,Device Offer,v2.3.1,0.82
29548,2026-01-28,0.02,Low,0.5328,0.347,3885.22,Medium,Add-on Service,v2.3.1,0.75
29549,2026-01-28,0.2052,Low,0.267,0.4981,4290.47,Medium,Referral Program,v2.3.1,0.8
29550,2026-01-28,0.1667,Low,0.2599,0.4579,2381.74,Medium,Engagement Campaign,v2.3.1,0.73
29551,2026-01-28,0.1952,Low,0.1833,0.1685,2784.54,Medium,App Promotion,v2.3.1,0.75
29552,2026-01-28,0.02,Low,0.4609,0.2298,1684.15,Low,Engagement Campaign,v2.3.1,0.74
29553,2026-01-28,0.1111,Low,0.4049,0.1948,1118.71,Low,Referral Program,v2.3.1,0.7
29554,2026-01-28,0.95,High,0.05,0.1904,5100.33,Medium,Service Recovery,v2.3.1,0.87
29555,2026-01-28,0.1699,Low,0.2555,0.5682,1932.48,Low,Referral Program,v2.3.1,0.93
29556,2026-01-28,0.0506,Low,0.5293,0.1172,733.03,Low,5G Upgrade,v2.3.1,0.91
29557,2026-01-28,0.0536,Low,0.4789,0.5954,2957.47,Medium,Engagement Campaign,v2.3.1,0.73
29558,2026-01-28,0.2843,Medium,0.1105,0.3582,988.15,Low,Engagement Campaign,v2.3.1,0.75
29559,2026-01-28,0.0772,Low,0.5295,0.3179,540.11,Low,Device Offer,v2.3.1,0.75
29560,2026-01-28,0.0624,Low,0.489,0.3649,2785.22,Medium,Referral Program,v2.3.1,0.82
29561,2026-01-28,0.1528,Low,0.4033,0.4656,2831.81,Medium,Survey,v2.3.1,0.84
29562,2026-01-28,0.2117,Low,0.3095,0.2372,8411.82,Medium,App Promotion,v2.3.1,0.81
29563,2026-01-28,0.022,Low,0.3802,0.3069,881.75,Low,App Promotion,v2.3.1,0.73
29564,2026-01-28,0.1657,Low,0.2792,0.56,12574.88,High,Referral Program,v2.3.1,0.78
29565,2026-01-28,0.02,Low,0.4385,0.5141,3056.34,Medium,App Promotion,v2.3.1,0.82
29566,2026-01-28,0.02,Low,0.5258,0.1975,4203.29,Medium,Plan Upgrade,v2.3.1,0.89
29567,2026-01-28,0.02,Low,0.5369,0.2533,4777.98,Medium,Device Offer,v2.3.1,0.78
29568,2026-01-28,0.3609,Medium,0.216,0.4204,8071.89,Medium,App Promotion,v2.3.1,0.92
29569,2026-01-28,0.2345,Low,0.1832,0.5925,3285.21,Medium,Referral Program,v2.3.1,0.85
29570,2026-01-28,0.02,Low,0.5506,0.318,10843.0,High,5G Upgrade,v2.3.1,0.82
29571,2026-01-28,0.02,Low,0.5501,0.4545,10800.88,High,Add-on Service,v2.3.1,0.95
29572,2026-01-28,0.1834,Low,0.4573,0.4989,2067.45,Medium,App Promotion,v2.3.1,0.8
29573,2026-01-28,0.2215,Low,0.172,0.3691,2370.82,Medium,Engagement Campaign,v2.3.1,0.75
29574,2026-01-28,0.3394,Medium,0.1705,0.3991,2644.27,Medium,Referral Program,v2.3.1,0.77
29575,2026-01-28,0.2301,Low,0.4177,0.5669,23525.64,High,App Promotion,v2.3.1,0.9
29576,2026-01-28,0.2745,Medium,0.3686,0.1735,4095.0,Medium,Referral Program,v2.3.1,0.94
29577,2026-01-28,0.02,Low,0.4756,0.1675,109053.4,High,Survey,v2.3.1,0.94
29578,2026-01-28,0.2426,Low,0.3151,0.2808,990.05,Low,Survey,v2.3.1,0.83
29579,2026-01-28,0.1126,Low,0.3109,0.1688,2189.96,Medium,Referral Program,v2.3.1,0.94
29580,2026-01-28,0.0939,Low,0.4378,0.3783,24183.85,High,App Promotion,v2.3.1,0.92
29581,2026-01-28,0.099,Low,0.4694,0.1177,4137.18,Medium,Referral Program,v2.3.1,0.9
29582,2026-01-28,0.95,High,0.05,0.2284,2551.85,Medium,Retention Offer,v2.3.1,0.71
29583,2026-01-28,0.2506,Medium,0.1362,0.1176,1380.5,Low,Referral Program,v2.3.1,0.83
29584,2026-01-28,0.1443,Low,0.4569,0.5439,542.44,Low,Survey,v2.3.1,0.85
29585,2026-01-28,0.0471,Low,0.4087,0.4609,2232.88,Medium,Engagement Campaign,v2.3.1,0.93
29586,2026-01-28,0.3127,Medium,0.2642,0.3302,2485.8,Medium,App Promotion,v2.3.1,0.74
29587,2026-01-28,0.02,Low,0.4053,0.5802,2853.52,Medium,App Promotion,v2.3.1,0.77
29588,2026-01-28,0.1181,Low,0.3449,0.2707,3006.76,Medium,Referral Program,v2.3.1,0.85
29589,2026-01-28,0.1181,Low,0.5239,0.3126,3656.28,Medium,Add-on Service,v2.3.1,0.82
