element_id,element_name,element_type,category,site_key,vendor,model,serial_number,ip_address,city,county,status,install_date,last_maintenance,capacity_gbps,criticality
17621,ANT-LON-17621,Antenna,Radio,3,Ericsson,Huawei-Ant-2515,SN519547341,10.28.8.137,London,Greater London,Active,2016-11-27,2017-02-13,2.0,Low
17622,ANT-BIR-17622,Antenna,Radio,22,Cisco,Ericsson-Ant-6202,SN922104675,10.183.208.101,Birmingham,West Midlands,Active,2024-07-30,2025-12-18,0.8,High
17623,ANT-BEL-17623,Antenna,Radio,42,Fortinet,Oracle-Ant-5630,SN283622600,10.188.236.78,Belfast,Northern Ireland,Degraded,2021-09-02,2024-08-03,1.3,High
17624,ANT-LON-17624,Antenna,Radio,15,Juniper,Fortinet-Ant-3745,SN154355344,10.125.37.27,London,Greater London,Active,2022-10-30,2024-05-05,1.9,Medium
17625,ANT-BIR-17625,Antenna,Radio,4,Huawei,Ericsson-Ant-8695,SN362133044,10.162.137.185,Birmingham,West Midlands,Degraded,2020-11-03,2022-09-14,1.5,Critical
17626,ANT-LON-17626,Antenna,Radio,41,Cisco,Dell-Ant-9542,SN746014248,10.79.141.83,London,Greater London,Degraded,2019-04-07,2023-01-12,1.6,Low
17627,ANT-GLA-17627,Antenna,Radio,19,Cisco,Juniper-Ant-7514,SN881909023,10.54.168.142,Glasgow,Scotland,Offline,2020-04-12,2024-12-27,1.3,Critical
17628,ANT-LON-17628,Antenna,Radio,48,Huawei,Nokia-Ant-1300,SN799557486,10.153.211.161,London,Greater London,Degraded,2021-10-06,2025-06-29,0.7,Low
17629,ANT-SHE-17629,Antenna,Radio,22,Huawei,Ericsson-Ant-7213,SN308879840,10.194.221.155,Sheffield,South Yorkshire,Active,2019-03-22,2023-06-12,1.3,Medium
17630,ANT-LIV-17630,Antenna,Radio,6,HP,Huawei-Ant-3838,SN120632155,10.152.114.32,Liverpool,Merseyside,Active,2019-01-17,2024-04-27,0.6,Low
17631,ANT-LEE-17631,Antenna,Radio,48,HP,Dell-Ant-4483,SN285256050,10.117.125.165,Leeds,West Yorkshire,Active,2025-01-30,2025-08-30,1.2,High
17632,ANT-OXF-17632,Antenna,Radio,11,Nokia,F5-Ant-1345,SN369018917,10.117.15.53,Oxford,Oxfordshire,Active,2015-11-18,2024-02-10,0.5,High
17633,ANT-SOU-17633,Antenna,Radio,43,Ericsson,HP-Ant-5561,SN859828897,10.45.240.152,Southampton,Hampshire,Active,2024-01-23,2025-02-28,1.9,High
17634,ANT-BIR-17634,Antenna,Radio,29,Dell,Cisco-Ant-4215,SN193965346,10.185.251.181,Birmingham,West Midlands,Active,2017-01-08,2024-12-28,1.2,Low
17635,ANT-MAN-17635,Antenna,Radio,36,Fortinet,Oracle-Ant-6555,SN121298427,10.128.67.31,Manchester,Greater Manchester,Active,2023-11-06,2024-11-10,1.2,Low
17636,ANT-BIR-17636,Antenna,Radio,1,Fortinet,Juniper-Ant-6692,SN304647797,10.8.173.91,Birmingham,West Midlands,Active,2021-05-28,2024-09-04,1.8,Critical
17637,ANT-CAM-17637,Antenna,Radio,19,Juniper,HP-Ant-9444,SN762681374,10.246.98.143,Cambridge,Cambridgeshire,Active,2017-08-29,2025-05-27,1.2,High
17638,ANT-MAN-17638,Antenna,Radio,10,Fortinet,Cisco-Ant-7391,SN489651268,10.194.17.142,Manchester,Greater Manchester,Active,2017-06-25,2017-08-21,1.9,High
17639,ANT-BEL-17639,Antenna,Radio,48,Cisco,Oracle-Ant-3918,SN169983659,10.65.33.128,Belfast,Northern Ireland,Maintenance,2019-04-11,2022-11-09,1.4,Low
17640,ANT-REA-17640,Antenna,Radio,22,F5,Huawei-Ant-5266,SN475779670,10.116.154.198,Reading,Berkshire,Active,2023-07-08,2025-08-22,1.1,High
17641,ANT-LIV-17641,Antenna,Radio,47,Nokia,HP-Ant-9242,SN710724714,10.21.181.139,Liverpool,Merseyside,Offline,2021-08-24,2024-03-19,0.7,Medium
17642,ANT-SOU-17642,Antenna,Radio,42,Nokia,HP-Ant-7884,SN733106159,10.122.162.196,Southampton,Hampshire,Active,2024-10-20,2024-12-21,0.1,Low
17643,ANT-CAR-17643,Antenna,Radio,36,Cisco,F5-Ant-5841,SN792924655,10.203.233.65,Cardiff,Wales,Active,2019-03-13,2020-02-03,0.3,Medium
17644,ANT-LIV-17644,Antenna,Radio,33,Ericsson,HP-Ant-3822,SN217621747,10.214.108.145,Liverpool,Merseyside,Degraded,2019-10-28,2020-04-02,1.5,Low
17645,ANT-SHE-17645,Antenna,Radio,13,Cisco,HP-Ant-7559,SN318203644,10.237.246.140,Sheffield,South Yorkshire,Degraded,2022-02-11,2024-08-01,1.4,High
17646,ANT-LEI-17646,Antenna,Radio,48,Cisco,Fortinet-Ant-6280,SN153966391,10.55.234.27,Leicester,Leicestershire,Maintenance,2021-11-30,2022-03-18,0.8,High
17647,ANT-MAN-17647,Antenna,Radio,6,Cisco,Cisco-Ant-5608,SN997721031,10.237.97.186,Manchester,Greater Manchester,Offline,2015-04-21,2025-02-04,0.4,High
17648,ANT-LON-17648,Antenna,Radio,41,Huawei,Juniper-Ant-5948,SN570197987,10.94.160.158,London,Greater London,Active,2015-07-16,2025-11-21,1.9,Critical
17649,ANT-BRI-17649,Antenna,Radio,32,F5,Nokia-Ant-1149,SN740925216,10.105.52.72,Bristol,Avon,Maintenance,2020-03-20,2020-04-03,0.9,High
17650,ANT-CAM-17650,Antenna,Radio,47,HP,Fortinet-Ant-7387,SN986486338,10.70.143.212,Cambridge,Cambridgeshire,Active,2023-11-03,2024-12-31,1.7,Critical
17651,ANT-EDI-17651,Antenna,Radio,38,Nokia,Oracle-Ant-6655,SN696983411,10.71.145.6,Edinburgh,Scotland,Degraded,2022-02-21,2022-07-07,0.7,Medium
17652,ANT-NEW-17652,Antenna,Radio,31,Huawei,Cisco-Ant-5655,SN875231629,10.117.213.48,Newcastle,Tyne and Wear,Maintenance,2017-10-11,2023-05-06,0.4,Critical
17653,ANT-CAR-17653,Antenna,Radio,36,Juniper,Cisco-Ant-1933,SN466842764,10.30.230.203,Cardiff,Wales,Degraded,2017-04-29,2020-06-20,0.4,High
17654,ANT-OXF-17654,Antenna,Radio,24,Ericsson,F5-Ant-3161,SN755331583,10.35.77.248,Oxford,Oxfordshire,Degraded,2019-02-25,2025-04-16,0.3,Medium
17655,ANT-REA-17655,Antenna,Radio,36,Cisco,Dell-Ant-1577,SN754270662,10.137.36.99,Reading,Berkshire,Active,2017-01-28,2019-07-01,1.7,Low
17656,ANT-EDI-17656,Antenna,Radio,15,Cisco,Dell-Ant-1558,SN540020466,10.120.149.194,Edinburgh,Scotland,Degraded,2016-11-06,2023-05-02,0.3,Low
17657,ANT-CAM-17657,Antenna,Radio,36,Nokia,Oracle-Ant-6823,SN150182963,10.59.98.229,Cambridge,Cambridgeshire,Degraded,2022-10-20,2024-05-11,1.2,Critical
17658,ANT-LEI-17658,Antenna,Radio,38,Juniper,Oracle-Ant-4020,SN952093635,10.254.184.234,Leicester,Leicestershire,Active,2021-03-14,2022-03-20,0.7,Medium
17659,ANT-BRI-17659,Antenna,Radio,23,HP,Fortinet-Ant-2243,SN996308825,10.171.52.221,Brighton,East Sussex,Active,2019-09-26,2025-06-06,0.2,Low
17660,ANT-LEI-17660,Antenna,Radio,50,Dell,HP-Ant-8862,SN573813726,10.196.233.25,Leicester,Leicestershire,Active,2018-12-01,2023-06-05,0.6,Low
17661,ANT-NOT-17661,Antenna,Radio,45,Juniper,HP-Ant-2582,SN578630157,10.56.233.30,Nottingham,Nottinghamshire,Active,2017-05-14,2024-11-02,1.9,Medium
17662,ANT-LON-17662,Antenna,Radio,7,Huawei,Nokia-Ant-2969,SN247923282,10.70.13.127,London,Greater London,Offline,2017-10-14,2018-05-16,1.5,High
17663,ANT-EDI-17663,Antenna,Radio,14,Fortinet,Ericsson-Ant-6820,SN876227933,10.239.244.235,Edinburgh,Scotland,Active,2018-07-29,2022-01-23,1.9,Low
17664,ANT-CAM-17664,Antenna,Radio,48,Dell,Fortinet-Ant-2326,SN718455876,10.136.163.161,Cambridge,Cambridgeshire,Degraded,2020-11-24,2020-12-31,0.3,Medium
17665,ANT-EDI-17665,Antenna,Radio,15,Oracle,Huawei-Ant-8499,SN763889257,10.131.155.174,Edinburgh,Scotland,Maintenance,2016-09-28,2023-01-23,1.2,High
17666,ANT-COV-17666,Antenna,Radio,4,Ericsson,HP-Ant-6832,SN898572567,10.196.106.196,Coventry,West Midlands,Active,2018-03-15,2020-02-05,1.4,Critical
17667,ANT-BEL-17667,Antenna,Radio,17,Cisco,Nokia-Ant-8402,SN261015894,10.111.27.86,Belfast,Northern Ireland,Active,2025-04-01,2025-10-14,0.3,Critical
17668,ANT-BIR-17668,Antenna,Radio,40,Nokia,HP-Ant-2393,SN205402274,10.228.157.110,Birmingham,West Midlands,Active,2018-05-26,2018-10-29,1.7,High
17669,ANT-CAR-17669,Antenna,Radio,5,F5,Ericsson-Ant-4001,SN720535226,10.21.78.130,Cardiff,Wales,Active,2016-01-27,2021-12-12,0.9,High
17670,ANT-BIR-17670,Antenna,Radio,31,Huawei,Oracle-Ant-2885,SN496717310,10.116.189.109,Birmingham,West Midlands,Offline,2015-11-10,2016-06-26,0.4,Critical
17671,ANT-BIR-17671,Antenna,Radio,37,Huawei,Dell-Ant-2141,SN940803513,10.197.162.1,Birmingham,West Midlands,Active,2024-11-15,2025-10-15,1.6,Medium
17672,ANT-SHE-17672,Antenna,Radio,18,Juniper,Fortinet-Ant-8088,SN790066231,10.28.231.60,Sheffield,South Yorkshire,Offline,2020-12-22,2022-01-15,1.3,Medium
17673,ANT-EDI-17673,Antenna,Radio,34,Juniper,F5-Ant-6059,SN710412228,10.176.244.230,Edinburgh,Scotland,Active,2016-05-09,2020-03-13,0.6,Low
17674,ANT-SOU-17674,Antenna,Radio,9,Fortinet,Ericsson-Ant-8143,SN950650841,10.78.164.43,Southampton,Hampshire,Active,2020-02-11,2022-07-08,0.3,Critical
17675,ANT-SOU-17675,Antenna,Radio,45,Huawei,Huawei-Ant-6892,SN130036901,10.248.37.69,Southampton,Hampshire,Maintenance,2016-04-06,2020-02-21,0.9,High
17676,ANT-GLA-17676,Antenna,Radio,46,Nokia,Dell-Ant-5256,SN155631844,10.181.144.98,Glasgow,Scotland,Maintenance,2022-08-10,2023-04-30,0.9,Low
17677,ANT-LEE-17677,Antenna,Radio,1,Dell,HP-Ant-3259,SN658963112,10.185.246.214,Leeds,West Yorkshire,Offline,2024-05-11,2025-10-28,1.6,Low
17678,ANT-CAR-17678,Antenna,Radio,34,Cisco,Huawei-Ant-4780,SN152078239,10.225.138.116,Cardiff,Wales,Active,2017-07-03,2022-08-24,1.2,Low
17679,ANT-BIR-17679,Antenna,Radio,32,Huawei,Nokia-Ant-7550,SN699005356,10.103.152.5,Birmingham,West Midlands,Degraded,2015-05-28,2019-04-29,0.2,Medium
17680,ANT-SOU-17680,Antenna,Radio,26,Dell,F5-Ant-2675,SN840215048,10.68.245.6,Southampton,Hampshire,Active,2022-09-20,2023-06-10,0.6,High
17681,ANT-CAM-17681,Antenna,Radio,32,Dell,Juniper-Ant-4915,SN767673996,10.2.104.114,Cambridge,Cambridgeshire,Maintenance,2023-06-25,2024-12-22,0.1,High
17682,ANT-OXF-17682,Antenna,Radio,19,HP,Cisco-Ant-8954,SN366106053,10.131.217.116,Oxford,Oxfordshire,Offline,2017-07-08,2018-07-24,1.9,Low
17683,ANT-BRI-17683,Antenna,Radio,23,Ericsson,Dell-Ant-4569,SN777619375,10.113.204.146,Bristol,Avon,Maintenance,2017-01-20,2017-11-18,1.9,Medium
17684,ANT-BRI-17684,Antenna,Radio,18,Nokia,Ericsson-Ant-7071,SN747565271,10.4.183.182,Brighton,East Sussex,Offline,2016-06-02,2020-04-02,0.6,High
17685,ANT-LEE-17685,Antenna,Radio,15,Nokia,F5-Ant-9096,SN530391066,10.230.118.228,Leeds,West Yorkshire,Offline,2023-03-22,2024-11-04,1.3,High
17686,ANT-LEE-17686,Antenna,Radio,9,Ericsson,Dell-Ant-9858,SN626810149,10.242.148.86,Leeds,West Yorkshire,Active,2018-01-25,2022-07-24,1.3,Low
17687,ANT-GLA-17687,Antenna,Radio,39,Oracle,Ericsson-Ant-8113,SN227949146,10.118.174.86,Glasgow,Scotland,Active,2018-11-25,2024-05-01,0.1,High
17688,ANT-COV-17688,Antenna,Radio,4,Nokia,Dell-Ant-1241,SN233170248,10.33.15.142,Coventry,West Midlands,Active,2022-01-12,2025-01-20,1.4,High
17689,ANT-CAM-17689,Antenna,Radio,47,Nokia,Cisco-Ant-6608,SN948920062,10.136.169.120,Cambridge,Cambridgeshire,Active,2024-06-19,2025-05-06,0.6,High
17690,ANT-CAR-17690,Antenna,Radio,1,Dell,HP-Ant-9945,SN243262277,10.87.106.131,Cardiff,Wales,Active,2023-05-13,2024-02-12,0.6,High
17691,ANT-BEL-17691,Antenna,Radio,1,Dell,Oracle-Ant-9566,SN244022812,10.250.196.141,Belfast,Northern Ireland,Active,2016-02-05,2022-08-05,1.4,Medium
17692,ANT-NEW-17692,Antenna,Radio,13,Juniper,Dell-Ant-7306,SN237748335,10.4.151.178,Newcastle,Tyne and Wear,Maintenance,2019-11-29,2025-05-20,1.8,Low
17693,ANT-CAR-17693,Antenna,Radio,28,Dell,HP-Ant-9746,SN432046065,10.122.216.32,Cardiff,Wales,Active,2015-03-04,2015-12-31,0.2,Low
17694,ANT-BIR-17694,Antenna,Radio,2,Oracle,Fortinet-Ant-9536,SN612714594,10.78.178.91,Birmingham,West Midlands,Active,2023-11-05,2025-05-20,1.8,Low
17695,ANT-SOU-17695,Antenna,Radio,44,Cisco,HP-Ant-8016,SN937027425,10.148.103.43,Southampton,Hampshire,Active,2021-06-29,2024-08-22,0.3,Medium
17696,ANT-MAN-17696,Antenna,Radio,10,Fortinet,Cisco-Ant-1130,SN412432291,10.231.99.155,Manchester,Greater Manchester,Active,2023-09-28,2025-09-13,1.8,Medium
17697,ANT-SOU-17697,Antenna,Radio,33,Dell,Cisco-Ant-4794,SN903336926,10.242.43.137,Southampton,Hampshire,Maintenance,2024-08-23,2025-07-02,1.2,Low
17698,ANT-LEE-17698,Antenna,Radio,7,Huawei,Juniper-Ant-7314,SN962338172,10.254.181.29,Leeds,West Yorkshire,Active,2020-11-27,2024-11-03,1.1,High
17699,ANT-REA-17699,Antenna,Radio,37,Dell,Oracle-Ant-4037,SN113632116,10.67.65.49,Reading,Berkshire,Active,2022-12-24,2025-05-02,1.4,High
17700,ANT-GLA-17700,Antenna,Radio,19,F5,Fortinet-Ant-6741,SN545116812,10.125.95.155,Glasgow,Scotland,Offline,2024-06-21,2025-02-01,0.5,Low
17701,ANT-SHE-17701,Antenna,Radio,32,HP,Juniper-Ant-5359,SN160602249,10.97.76.26,Sheffield,South Yorkshire,Active,2020-02-29,2022-10-03,0.5,Low
17702,ANT-BRI-17702,Antenna,Radio,40,Huawei,Nokia-Ant-3126,SN963654245,10.42.92.122,Brighton,East Sussex,Offline,2018-05-21,2019-12-09,1.7,Low
17703,ANT-LEE-17703,Antenna,Radio,19,Oracle,Dell-Ant-5055,SN431186409,10.74.102.166,Leeds,West Yorkshire,Active,2022-04-01,2023-07-12,1.8,Critical
17704,ANT-BRI-17704,Antenna,Radio,50,Cisco,Oracle-Ant-6092,SN421163777,10.137.249.247,Brighton,East Sussex,Active,2018-07-28,2023-06-16,0.8,Medium
17705,ANT-COV-17705,Antenna,Radio,35,Ericsson,Nokia-Ant-2635,SN589281826,10.100.90.225,Coventry,West Midlands,Active,2024-12-18,2025-10-02,0.2,Low
17706,ANT-LON-17706,Antenna,Radio,27,Huawei,Dell-Ant-6575,SN809088875,10.114.134.181,London,Greater London,Offline,2016-11-12,2023-04-25,0.1,Low
17707,ANT-LEE-17707,Antenna,Radio,20,Nokia,HP-Ant-1472,SN988157447,10.206.44.115,Leeds,West Yorkshire,Active,2018-10-15,2023-11-09,0.4,Medium
17708,ANT-SHE-17708,Antenna,Radio,24,Juniper,Ericsson-Ant-4508,SN431079202,10.113.139.188,Sheffield,South Yorkshire,Active,2024-09-19,2025-11-16,0.9,Low
17709,ANT-OXF-17709,Antenna,Radio,28,Huawei,HP-Ant-7787,SN897942967,10.104.132.92,Oxford,Oxfordshire,Offline,2022-02-26,2023-07-01,1.9,High
17710,ANT-BRI-17710,Antenna,Radio,22,Nokia,Cisco-Ant-2047,SN942614760,10.189.215.152,Brighton,East Sussex,Active,2024-02-24,2024-11-11,1.1,Medium
17711,ANT-LEE-17711,Antenna,Radio,12,Cisco,Nokia-Ant-1408,SN694452552,10.178.60.82,Leeds,West Yorkshire,Offline,2021-08-26,2025-09-15,0.6,Critical
17712,ANT-CAR-17712,Antenna,Radio,30,Juniper,Dell-Ant-8944,SN169798536,10.237.246.252,Cardiff,Wales,Active,2016-10-06,2018-01-17,1.2,Critical
17713,ANT-NOT-17713,Antenna,Radio,14,Oracle,Fortinet-Ant-7649,SN660512200,10.176.0.133,Nottingham,Nottinghamshire,Degraded,2022-06-07,2022-10-03,0.9,High
17714,ANT-LEI-17714,Antenna,Radio,21,Ericsson,Cisco-Ant-6788,SN640403867,10.135.120.208,Leicester,Leicestershire,Active,2024-06-13,2024-07-19,1.7,Critical
17715,ANT-LIV-17715,Antenna,Radio,10,F5,Juniper-Ant-1741,SN318270967,10.72.109.36,Liverpool,Merseyside,Active,2016-05-27,2021-12-01,1.2,Medium
17716,ANT-SOU-17716,Antenna,Radio,46,HP,HP-Ant-7399,SN316836152,10.231.210.228,Southampton,Hampshire,Active,2023-10-14,2024-03-14,1.7,Low
17717,ANT-REA-17717,Antenna,Radio,29,Cisco,F5-Ant-7883,SN786520774,10.161.18.209,Reading,Berkshire,Active,2023-09-14,2023-09-20,1.2,Medium
17718,ANT-LIV-17718,Antenna,Radio,30,Fortinet,HP-Ant-2019,SN358722522,10.124.131.19,Liverpool,Merseyside,Active,2022-06-21,2023-10-03,0.6,Low
17719,ANT-LIV-17719,Antenna,Radio,18,Oracle,F5-Ant-4090,SN879850661,10.65.193.12,Liverpool,Merseyside,Offline,2025-04-23,2025-11-17,1.0,Critical
17720,ANT-SOU-17720,Antenna,Radio,18,Fortinet,Nokia-Ant-3786,SN305329925,10.36.53.166,Southampton,Hampshire,Offline,2023-05-25,2025-02-09,0.2,Medium
17721,ANT-BIR-17721,Antenna,Radio,26,Fortinet,Ericsson-Ant-7302,SN651039620,10.188.40.177,Birmingham,West Midlands,Active,2024-11-20,2025-03-16,0.3,High
17722,ANT-SHE-17722,Antenna,Radio,43,F5,Cisco-Ant-5542,SN813355561,10.37.160.103,Sheffield,South Yorkshire,Active,2022-01-08,2025-12-07,1.0,High
17723,ANT-LIV-17723,Antenna,Radio,33,Fortinet,Nokia-Ant-4871,SN518167528,10.197.109.107,Liverpool,Merseyside,Active,2017-04-30,2024-02-09,1.3,Critical
17724,ANT-NEW-17724,Antenna,Radio,39,F5,Nokia-Ant-8319,SN938180001,10.50.131.1,Newcastle,Tyne and Wear,Active,2018-11-20,2022-03-22,0.6,Critical
17725,ANT-SOU-17725,Antenna,Radio,42,Huawei,Oracle-Ant-1662,SN656811232,10.228.92.116,Southampton,Hampshire,Maintenance,2024-04-08,2025-10-28,0.4,Low
17726,ANT-GLA-17726,Antenna,Radio,22,Nokia,Huawei-Ant-5211,SN445448874,10.154.249.81,Glasgow,Scotland,Active,2023-10-19,2024-12-03,0.5,High
17727,ANT-NEW-17727,Antenna,Radio,41,F5,Cisco-Ant-9463,SN246346124,10.150.212.152,Newcastle,Tyne and Wear,Active,2020-08-19,2023-08-31,1.2,Medium
17728,ANT-CAM-17728,Antenna,Radio,15,Dell,HP-Ant-1855,SN856010166,10.193.74.149,Cambridge,Cambridgeshire,Active,2015-08-02,2024-07-10,1.8,High
17729,ANT-BRI-17729,Antenna,Radio,31,Juniper,HP-Ant-9740,SN144104809,10.185.193.181,Brighton,East Sussex,Active,2024-02-18,2025-09-15,0.5,Medium
17730,ANT-OXF-17730,Antenna,Radio,18,Ericsson,Huawei-Ant-7169,SN551570849,10.234.86.94,Oxford,Oxfordshire,Degraded,2019-07-23,2019-10-05,1.7,Medium
17731,ANT-GLA-17731,Antenna,Radio,19,Ericsson,Juniper-Ant-3632,SN352053389,10.61.91.104,Glasgow,Scotland,Active,2020-03-20,2020-11-23,1.3,Low
17732,ANT-NEW-17732,Antenna,Radio,36,Huawei,F5-Ant-6122,SN735164751,10.195.187.72,Newcastle,Tyne and Wear,Offline,2017-07-22,2024-09-14,1.0,Low
17733,ANT-CAR-17733,Antenna,Radio,21,HP,Dell-Ant-7088,SN109870139,10.128.81.82,Cardiff,Wales,Active,2023-08-06,2025-07-25,1.8,Medium
17734,ANT-SHE-17734,Antenna,Radio,39,Dell,Juniper-Ant-2048,SN282647767,10.201.173.55,Sheffield,South Yorkshire,Active,2020-04-08,2023-12-21,0.7,Low
17735,ANT-OXF-17735,Antenna,Radio,12,F5,Oracle-Ant-2617,SN443027382,10.215.21.58,Oxford,Oxfordshire,Maintenance,2019-10-13,2022-09-08,0.2,Medium
17736,ANT-NOT-17736,Antenna,Radio,41,Cisco,Juniper-Ant-7631,SN327760922,10.190.161.203,Nottingham,Nottinghamshire,Active,2019-03-12,2024-12-12,0.2,Low
17737,ANT-LEI-17737,Antenna,Radio,12,Dell,Fortinet-Ant-8928,SN545973289,10.234.81.251,Leicester,Leicestershire,Active,2017-12-05,2020-08-25,1.0,Critical
17738,ANT-LEE-17738,Antenna,Radio,14,Huawei,Ericsson-Ant-4269,SN587993600,10.181.112.74,Leeds,West Yorkshire,Degraded,2019-12-22,2024-12-02,1.1,Critical
17739,ANT-BEL-17739,Antenna,Radio,2,Cisco,Nokia-Ant-5537,SN758998356,10.165.28.18,Belfast,Northern Ireland,Maintenance,2023-02-26,2025-12-22,1.4,Critical
17740,ANT-NEW-17740,Antenna,Radio,30,Oracle,Fortinet-Ant-3500,SN495574257,10.147.115.92,Newcastle,Tyne and Wear,Degraded,2015-06-26,2020-06-07,1.6,High
17741,ANT-SHE-17741,Antenna,Radio,13,Oracle,HP-Ant-9962,SN734314788,10.211.216.223,Sheffield,South Yorkshire,Maintenance,2023-09-16,2024-04-08,0.7,High
17742,ANT-BEL-17742,Antenna,Radio,47,Nokia,Oracle-Ant-5594,SN543600147,10.191.159.219,Belfast,Northern Ireland,Active,2019-01-07,2022-05-20,2.0,Medium
17743,ANT-BRI-17743,Antenna,Radio,1,Oracle,Fortinet-Ant-4988,SN431919609,10.157.80.42,Brighton,East Sussex,Active,2019-06-20,2023-06-17,0.4,Low
17744,ANT-COV-17744,Antenna,Radio,18,Dell,Ericsson-Ant-7361,SN977464677,10.42.146.178,Coventry,West Midlands,Active,2018-09-21,2020-08-12,1.9,High
17745,ANT-GLA-17745,Antenna,Radio,44,F5,Oracle-Ant-5173,SN395852753,10.180.98.224,Glasgow,Scotland,Offline,2015-04-20,2015-05-30,1.6,High
17746,ANT-CAM-17746,Antenna,Radio,10,HP,Ericsson-Ant-2605,SN811782620,10.125.194.129,Cambridge,Cambridgeshire,Active,2022-11-20,2025-06-16,0.4,High
17747,ANT-REA-17747,Antenna,Radio,3,Juniper,Ericsson-Ant-1026,SN271198044,10.222.7.164,Reading,Berkshire,Offline,2017-06-08,2019-12-13,1.3,High
17748,ANT-COV-17748,Antenna,Radio,40,F5,Huawei-Ant-1377,SN665141034,10.55.124.247,Coventry,West Midlands,Active,2018-10-10,2022-09-25,1.2,Critical
17749,ANT-OXF-17749,Antenna,Radio,12,F5,Huawei-Ant-5748,SN406843941,10.35.157.233,Oxford,Oxfordshire,Active,2021-04-02,2024-03-06,0.2,Low
17750,ANT-REA-17750,Antenna,Radio,38,Nokia,HP-Ant-8952,SN413860210,10.144.194.192,Reading,Berkshire,Offline,2016-02-14,2021-02-13,1.9,Medium
17751,ANT-LIV-17751,Antenna,Radio,22,Fortinet,Oracle-Ant-2957,SN426013819,10.75.89.185,Liverpool,Merseyside,Active,2018-12-19,2024-03-16,0.1,High
17752,ANT-SHE-17752,Antenna,Radio,8,F5,Ericsson-Ant-1508,SN610896233,10.87.127.161,Sheffield,South Yorkshire,Maintenance,2015-08-10,2016-09-09,0.8,Critical
17753,ANT-SHE-17753,Antenna,Radio,22,Dell,HP-Ant-4980,SN774212006,10.126.51.68,Sheffield,South Yorkshire,Active,2020-01-24,2024-08-22,0.5,Medium
17754,ANT-REA-17754,Antenna,Radio,12,Juniper,Huawei-Ant-9281,SN793306784,10.18.47.187,Reading,Berkshire,Active,2019-08-06,2025-06-02,1.2,Low
17755,ANT-SHE-17755,Antenna,Radio,13,Huawei,Dell-Ant-5583,SN559511029,10.13.102.227,Sheffield,South Yorkshire,Maintenance,2017-05-01,2022-06-01,0.3,High
17756,ANT-OXF-17756,Antenna,Radio,5,Nokia,Nokia-Ant-1330,SN358284774,10.80.45.32,Oxford,Oxfordshire,Degraded,2022-08-09,2025-05-10,1.1,Low
17757,ANT-BRI-17757,Antenna,Radio,13,Ericsson,Ericsson-Ant-9462,SN714896180,10.45.115.65,Brighton,East Sussex,Active,2020-03-22,2023-03-04,0.7,Medium
17758,ANT-BRI-17758,Antenna,Radio,13,Ericsson,Nokia-Ant-9734,SN568884065,10.58.183.151,Bristol,Avon,Active,2023-05-10,2023-11-13,1.6,High
17759,ANT-BRI-17759,Antenna,Radio,19,Fortinet,Cisco-Ant-3087,SN173064257,10.5.151.71,Bristol,Avon,Degraded,2021-06-06,2024-10-28,0.8,Low
17760,ANT-COV-17760,Antenna,Radio,14,Cisco,F5-Ant-3919,SN511444425,10.191.99.102,Coventry,West Midlands,Active,2018-05-17,2020-08-16,1.9,Low
17761,ANT-SHE-17761,Antenna,Radio,34,Cisco,Ericsson-Ant-5221,SN253138922,10.49.67.15,Sheffield,South Yorkshire,Active,2016-03-21,2023-08-27,1.8,Low
17762,ANT-SOU-17762,Antenna,Radio,50,Juniper,Ericsson-Ant-9693,SN608835724,10.4.63.246,Southampton,Hampshire,Active,2024-08-29,2025-03-16,0.3,High
17763,ANT-SHE-17763,Antenna,Radio,6,Nokia,Huawei-Ant-1482,SN678779369,10.137.27.177,Sheffield,South Yorkshire,Maintenance,2022-05-25,2023-08-29,1.1,Medium
17764,ANT-NOT-17764,Antenna,Radio,26,Ericsson,Cisco-Ant-9247,SN946742259,10.104.146.18,Nottingham,Nottinghamshire,Maintenance,2018-07-08,2024-04-17,1.2,Low
17765,ANT-CAM-17765,Antenna,Radio,33,Oracle,Nokia-Ant-5538,SN805072136,10.4.109.237,Cambridge,Cambridgeshire,Offline,2025-03-12,2025-12-30,0.7,High
17766,ANT-CAM-17766,Antenna,Radio,48,Dell,Nokia-Ant-4338,SN537686852,10.219.64.31,Cambridge,Cambridgeshire,Active,2023-12-30,2024-01-07,1.0,Critical
17767,ANT-GLA-17767,Antenna,Radio,37,Dell,HP-Ant-4626,SN845985429,10.190.178.24,Glasgow,Scotland,Active,2016-02-19,2024-12-14,1.2,High
17768,ANT-OXF-17768,Antenna,Radio,17,Dell,Fortinet-Ant-7080,SN282636002,10.197.223.37,Oxford,Oxfordshire,Active,2019-05-15,2023-05-11,1.4,High
17769,ANT-REA-17769,Antenna,Radio,44,Nokia,Ericsson-Ant-2289,SN976169393,10.215.174.206,Reading,Berkshire,Maintenance,2019-07-22,2023-07-28,1.2,Medium
17770,ANT-BIR-17770,Antenna,Radio,38,Oracle,HP-Ant-7544,SN111942435,10.201.35.193,Birmingham,West Midlands,Active,2018-07-19,2018-10-16,0.3,Critical
17771,ANT-CAR-17771,Antenna,Radio,7,HP,Fortinet-Ant-3472,SN473994359,10.169.41.76,Cardiff,Wales,Active,2022-02-14,2023-05-20,1.6,Medium
