po_line_id,po_id,product_key,description,quantity_ordered,quantity_received,unit_cost,line_total
45528,8228,38,Item for PO PO008228,560,560,416.35,233156.0
45529,8228,30,Item for PO PO008228,336,336,430.95,144799.2
45530,8228,6,Item for PO PO008228,261,261,104.71,27329.31
45531,8229,58,Item for PO PO008229,42,42,109.59,4602.78
45532,8229,59,Item for PO PO008229,351,351,62.33,21877.83
45533,8229,49,Item for PO PO008229,643,643,84.61,54404.23
45534,8229,30,Item for PO PO008229,417,417,209.45,87340.65
45535,8229,17,Item for PO PO008229,435,435,172.62,75089.7
45536,8229,38,Item for PO PO008229,915,915,367.34,336116.1
45537,8229,1,Item for PO PO008229,266,266,182.45,48531.7
45538,8229,39,Item for PO PO008229,294,294,23.01,6764.94
45539,8229,26,Item for PO PO008229,506,506,162.23,82088.38
45540,8229,28,Item for PO PO008229,439,439,461.0,202379.0
45541,8230,47,Item for PO PO008230,47,13,261.04,12268.88
45542,8230,62,Item for PO PO008230,402,332,437.8,175995.6
45543,8230,5,Item for PO PO008230,876,490,204.71,179325.96
45544,8230,16,Item for PO PO008230,316,188,291.1,91987.6
45545,8230,40,Item for PO PO008230,571,315,378.62,216192.02
45546,8230,42,Item for PO PO008230,996,123,145.22,144639.12
45547,8230,1,Item for PO PO008230,809,28,209.99,169881.91
45548,8231,32,Item for PO PO008231,129,1,369.99,47728.71
45549,8231,18,Item for PO PO008231,191,107,283.87,54219.17
45550,8231,30,Item for PO PO008231,458,351,303.75,139117.5
45551,8232,51,Item for PO PO008232,978,177,370.1,361957.8
45552,8232,16,Item for PO PO008232,327,39,384.89,125859.03
45553,8232,55,Item for PO PO008232,553,499,237.16,131149.48
45554,8232,25,Item for PO PO008232,131,13,44.25,5796.75
45555,8232,40,Item for PO PO008232,572,483,467.5,267410.0
45556,8232,29,Item for PO PO008232,446,253,190.88,85132.48
45557,8232,61,Item for PO PO008232,473,336,216.57,102437.61
45558,8233,14,Item for PO PO008233,405,347,212.62,86111.1
45559,8233,39,Item for PO PO008233,676,619,421.26,284771.76
45560,8233,61,Item for PO PO008233,317,163,404.38,128188.46
45561,8233,40,Item for PO PO008233,626,186,187.92,117637.92
45562,8233,64,Item for PO PO008233,213,186,259.29,55228.77
45563,8234,50,Item for PO PO008234,577,577,309.96,178846.92
45564,8235,5,Item for PO PO008235,122,79,60.35,7362.7
45565,8235,62,Item for PO PO008235,845,681,83.74,70760.3
45566,8235,55,Item for PO PO008235,414,309,238.63,98792.82
45567,8235,21,Item for PO PO008235,240,225,172.79,41469.6
45568,8235,9,Item for PO PO008235,274,176,480.54,131667.96
45569,8235,47,Item for PO PO008235,622,84,163.08,101435.76
45570,8235,31,Item for PO PO008235,402,340,388.11,156020.22
45571,8236,56,Item for PO PO008236,558,558,456.89,254944.62
45572,8236,23,Item for PO PO008236,865,865,474.18,410165.7
45573,8236,37,Item for PO PO008236,813,813,145.75,118494.75
45574,8236,41,Item for PO PO008236,51,51,127.21,6487.71
45575,8236,12,Item for PO PO008236,633,633,369.19,233697.27
45576,8236,42,Item for PO PO008236,268,268,338.99,90849.32
45577,8236,6,Item for PO PO008236,273,273,363.2,99153.6
45578,8236,33,Item for PO PO008236,166,166,30.83,5117.78
45579,8236,31,Item for PO PO008236,873,873,132.99,116100.27
45580,8236,28,Item for PO PO008236,546,546,48.77,26628.42
45581,8237,2,Item for PO PO008237,524,524,319.74,167543.76
45582,8237,58,Item for PO PO008237,516,516,176.92,91290.72
45583,8237,35,Item for PO PO008237,962,962,304.76,293179.12
45584,8237,37,Item for PO PO008237,177,177,269.31,47667.87
45585,8237,1,Item for PO PO008237,801,801,202.67,162338.67
45586,8237,50,Item for PO PO008237,100,100,279.21,27921.0
45587,8237,38,Item for PO PO008237,497,497,282.75,140526.75
45588,8237,54,Item for PO PO008237,850,850,129.0,109650.0
45589,8238,63,Item for PO PO008238,711,139,360.88,256585.68
45590,8238,40,Item for PO PO008238,274,59,97.07,26597.18
45591,8238,24,Item for PO PO008238,220,30,277.26,60997.2
45592,8238,51,Item for PO PO008238,460,90,458.32,210827.2
45593,8238,27,Item for PO PO008238,414,138,473.62,196078.68
45594,8238,51,Item for PO PO008238,932,697,43.22,40281.04
45595,8238,6,Item for PO PO008238,886,479,14.02,12421.72
45596,8238,29,Item for PO PO008238,632,584,104.17,65835.44
45597,8238,31,Item for PO PO008238,967,304,314.48,304102.16
45598,8239,16,Item for PO PO008239,605,605,71.43,43215.15
45599,8239,38,Item for PO PO008239,388,388,253.41,98323.08
45600,8239,63,Item for PO PO008239,964,964,231.98,223628.72
45601,8239,21,Item for PO PO008239,907,907,177.71,161182.97
45602,8239,31,Item for PO PO008239,383,383,159.95,61260.85
45603,8239,6,Item for PO PO008239,322,322,231.04,74394.88
45604,8239,16,Item for PO PO008239,744,744,49.92,37140.48
45605,8239,39,Item for PO PO008239,68,68,310.73,21129.64
45606,8239,59,Item for PO PO008239,72,72,302.33,21767.76
45607,8239,46,Item for PO PO008239,773,773,282.61,218457.53
45608,8240,26,Item for PO PO008240,972,954,153.41,149114.52
45609,8240,17,Item for PO PO008240,303,32,168.45,51040.35
45610,8240,44,Item for PO PO008240,645,60,242.28,156270.6
45611,8240,4,Item for PO PO008240,468,321,324.6,151912.8
45612,8240,25,Item for PO PO008240,835,782,260.97,217909.95
45613,8240,2,Item for PO PO008240,185,146,113.23,20947.55
45614,8240,28,Item for PO PO008240,650,391,101.35,65877.5
45615,8240,36,Item for PO PO008240,509,319,261.44,133072.96
45616,8240,33,Item for PO PO008240,868,22,436.39,378786.52
45617,8241,17,Item for PO PO008241,890,890,366.18,325900.2
45618,8241,26,Item for PO PO008241,874,874,284.97,249063.78
45619,8241,17,Item for PO PO008241,992,992,110.5,109616.0
45620,8241,29,Item for PO PO008241,916,916,359.55,329347.8
45621,8242,39,Item for PO PO008242,75,75,422.62,31696.5
45622,8242,3,Item for PO PO008242,193,193,488.04,94191.72
45623,8243,48,Item for PO PO008243,866,866,324.08,280653.28
45624,8243,3,Item for PO PO008243,700,700,443.15,310205.0
45625,8243,29,Item for PO PO008243,60,60,234.48,14068.8
45626,8244,23,Item for PO PO008244,871,853,214.72,187021.12
45627,8245,20,Item for PO PO008245,580,580,143.36,83148.8
45628,8245,7,Item for PO PO008245,967,967,166.2,160715.4
45629,8246,1,Item for PO PO008246,892,892,459.6,409963.2
45630,8246,13,Item for PO PO008246,123,123,57.71,7098.33
45631,8246,28,Item for PO PO008246,942,942,159.63,150371.46
45632,8247,23,Item for PO PO008247,952,831,134.48,128024.96
45633,8247,31,Item for PO PO008247,256,214,375.56,96143.36
45634,8247,50,Item for PO PO008247,310,92,492.85,152783.5
45635,8248,3,Item for PO PO008248,432,379,20.63,8912.16
45636,8248,62,Item for PO PO008248,652,393,456.39,297566.28
45637,8248,60,Item for PO PO008248,703,496,368.17,258823.51
45638,8248,33,Item for PO PO008248,817,22,55.82,45604.94
45639,8248,16,Item for PO PO008248,142,85,179.96,25554.32
45640,8248,11,Item for PO PO008248,193,48,454.72,87760.96
45641,8249,12,Item for PO PO008249,721,104,40.37,29106.77
45642,8249,31,Item for PO PO008249,682,152,301.59,205684.38
45643,8249,38,Item for PO PO008249,335,280,357.13,119638.55
45644,8249,59,Item for PO PO008249,261,209,161.75,42216.75
45645,8249,42,Item for PO PO008249,781,355,374.84,292750.04
45646,8249,21,Item for PO PO008249,659,564,424.28,279600.52
45647,8249,32,Item for PO PO008249,903,825,494.93,446921.79
45648,8249,13,Item for PO PO008249,295,228,92.06,27157.7
45649,8249,13,Item for PO PO008249,677,669,335.82,227350.14
45650,8250,45,Item for PO PO008250,368,368,82.19,30245.92
45651,8250,45,Item for PO PO008250,154,154,46.22,7117.88
45652,8250,3,Item for PO PO008250,46,46,389.99,17939.54
45653,8250,55,Item for PO PO008250,602,602,331.13,199340.26
45654,8250,20,Item for PO PO008250,504,504,244.93,123444.72
45655,8250,37,Item for PO PO008250,430,430,140.7,60501.0
45656,8250,21,Item for PO PO008250,264,264,202.04,53338.56
45657,8251,61,Item for PO PO008251,251,251,469.4,117819.4
45658,8252,9,Item for PO PO008252,774,774,64.75,50116.5
45659,8252,58,Item for PO PO008252,82,82,390.43,32015.26
45660,8252,17,Item for PO PO008252,849,849,412.59,350288.91
45661,8252,2,Item for PO PO008252,548,548,382.27,209483.96
45662,8252,29,Item for PO PO008252,974,974,293.08,285459.92
45663,8252,27,Item for PO PO008252,679,679,57.67,39157.93
45664,8252,55,Item for PO PO008252,442,442,426.75,188623.5
45665,8253,8,Item for PO PO008253,346,89,442.38,153063.48
45666,8253,36,Item for PO PO008253,331,322,289.47,95814.57
45667,8253,15,Item for PO PO008253,915,224,350.03,320277.45
45668,8253,42,Item for PO PO008253,571,505,260.19,148568.49
45669,8253,10,Item for PO PO008253,775,183,461.54,357693.5
45670,8253,61,Item for PO PO008253,892,557,62.0,55304.0
45671,8254,44,Item for PO PO008254,554,47,273.64,151596.56
45672,8255,11,Item for PO PO008255,716,716,333.96,239115.36
45673,8255,50,Item for PO PO008255,922,922,10.01,9229.22
45674,8255,43,Item for PO PO008255,197,197,363.63,71635.11
45675,8255,44,Item for PO PO008255,743,743,392.74,291805.82
45676,8256,28,Item for PO PO008256,453,453,171.97,77902.41
45677,8256,17,Item for PO PO008256,159,159,175.33,27877.47
45678,8256,6,Item for PO PO008256,714,714,364.15,260003.1
45679,8256,24,Item for PO PO008256,792,792,143.11,113343.12
45680,8256,14,Item for PO PO008256,555,555,375.22,208247.1
45681,8256,10,Item for PO PO008256,262,262,357.06,93549.72
45682,8256,25,Item for PO PO008256,779,779,36.88,28729.52
45683,8257,19,Item for PO PO008257,843,656,199.66,168313.38
45684,8257,16,Item for PO PO008257,585,84,481.15,281472.75
45685,8257,48,Item for PO PO008257,476,10,439.22,209068.72
45686,8257,56,Item for PO PO008257,904,69,44.52,40246.08
45687,8257,20,Item for PO PO008257,143,68,293.17,41923.31
45688,8257,40,Item for PO PO008257,801,223,379.27,303795.27
45689,8257,14,Item for PO PO008257,893,316,121.94,108892.42
45690,8257,41,Item for PO PO008257,716,29,14.59,10446.44
45691,8257,15,Item for PO PO008257,394,189,75.12,29597.28
45692,8258,23,Item for PO PO008258,755,685,377.81,285246.55
45693,8258,16,Item for PO PO008258,698,252,489.43,341622.14
45694,8258,39,Item for PO PO008258,161,20,55.1,8871.1
45695,8258,26,Item for PO PO008258,752,469,23.42,17611.84
45696,8258,5,Item for PO PO008258,312,229,385.68,120332.16
45697,8259,4,Item for PO PO008259,737,737,184.38,135888.06
45698,8259,51,Item for PO PO008259,609,609,183.78,111922.02
45699,8259,1,Item for PO PO008259,916,916,483.27,442675.32
45700,8259,11,Item for PO PO008259,444,444,418.47,185800.68
45701,8259,42,Item for PO PO008259,637,637,370.44,235970.28
45702,8260,34,Item for PO PO008260,405,405,117.16,47449.8
45703,8260,40,Item for PO PO008260,440,440,392.25,172590.0
45704,8260,50,Item for PO PO008260,556,556,196.98,109520.88
45705,8260,49,Item for PO PO008260,937,937,289.26,271036.62
45706,8260,44,Item for PO PO008260,64,64,355.42,22746.88
45707,8260,32,Item for PO PO008260,991,991,90.48,89665.68
45708,8260,15,Item for PO PO008260,746,746,396.91,296094.86
45709,8260,48,Item for PO PO008260,378,378,255.97,96756.66
45710,8260,60,Item for PO PO008260,810,810,233.17,188867.7
45711,8261,62,Item for PO PO008261,805,636,411.1,330935.5
45712,8261,13,Item for PO PO008261,825,286,144.02,118816.5
45713,8261,2,Item for PO PO008261,102,20,246.94,25187.88
45714,8261,49,Item for PO PO008261,262,64,245.36,64284.32
45715,8261,50,Item for PO PO008261,287,191,405.15,116278.05
45716,8261,22,Item for PO PO008261,995,553,250.84,249585.8
45717,8261,53,Item for PO PO008261,214,114,165.35,35384.9
45718,8261,59,Item for PO PO008261,800,489,484.39,387512.0
45719,8261,56,Item for PO PO008261,547,225,426.99,233563.53
45720,8262,33,Item for PO PO008262,931,848,31.72,29531.32
45721,8262,64,Item for PO PO008262,85,78,225.81,19193.85
45722,8262,57,Item for PO PO008262,488,29,93.82,45784.16
45723,8262,29,Item for PO PO008262,566,557,27.88,15780.08
45724,8262,10,Item for PO PO008262,635,526,480.67,305225.45
45725,8262,36,Item for PO PO008262,746,460,14.23,10615.58
45726,8262,62,Item for PO PO008262,621,552,158.17,98223.57
45727,8263,10,Item for PO PO008263,45,25,213.13,9590.85
45728,8263,17,Item for PO PO008263,370,48,225.83,83557.1
45729,8263,49,Item for PO PO008263,182,174,445.1,81008.2
45730,8263,1,Item for PO PO008263,876,413,19.18,16801.68
45731,8263,18,Item for PO PO008263,451,314,330.38,149001.38
45732,8263,60,Item for PO PO008263,130,9,460.5,59865.0
45733,8263,37,Item for PO PO008263,643,117,290.34,186688.62
45734,8263,11,Item for PO PO008263,108,102,375.0,40500.0
45735,8263,7,Item for PO PO008263,346,168,378.68,131023.28
45736,8263,8,Item for PO PO008263,54,29,360.84,19485.36
45737,8264,44,Item for PO PO008264,302,302,118.61,35820.22
45738,8264,1,Item for PO PO008264,852,852,197.56,168321.12
45739,8264,15,Item for PO PO008264,503,503,495.16,249065.48
45740,8264,24,Item for PO PO008264,287,287,21.41,6144.67
45741,8264,36,Item for PO PO008264,272,272,448.84,122084.48
45742,8264,54,Item for PO PO008264,694,694,62.8,43583.2
45743,8265,39,Item for PO PO008265,683,683,352.57,240805.31
45744,8265,2,Item for PO PO008265,971,971,313.77,304670.67
45745,8265,11,Item for PO PO008265,20,20,299.87,5997.4
45746,8266,10,Item for PO PO008266,105,96,125.29,13155.45
45747,8266,7,Item for PO PO008266,458,32,432.56,198112.48
45748,8266,63,Item for PO PO008266,834,459,11.9,9924.6
45749,8266,56,Item for PO PO008266,394,98,345.29,136044.26
45750,8266,48,Item for PO PO008266,195,121,398.07,77623.65
45751,8266,14,Item for PO PO008266,525,42,317.78,166834.5
45752,8266,23,Item for PO PO008266,546,406,410.35,224051.1
45753,8267,9,Item for PO PO008267,181,58,276.8,50100.8
45754,8267,57,Item for PO PO008267,936,640,51.27,47988.72
45755,8267,10,Item for PO PO008267,947,938,326.99,309659.53
45756,8267,32,Item for PO PO008267,499,298,57.03,28457.97
45757,8267,41,Item for PO PO008267,717,95,225.78,161884.26
45758,8267,40,Item for PO PO008267,797,49,284.63,226850.11
45759,8267,59,Item for PO PO008267,35,20,447.78,15672.3
45760,8268,14,Item for PO PO008268,469,228,457.75,214684.75
45761,8268,18,Item for PO PO008268,269,163,249.73,67177.37
45762,8268,58,Item for PO PO008268,496,111,62.1,30801.6
45763,8268,15,Item for PO PO008268,295,255,102.0,30090.0
45764,8268,28,Item for PO PO008268,599,459,414.24,248129.76
45765,8268,26,Item for PO PO008268,654,32,227.68,148902.72
45766,8268,31,Item for PO PO008268,165,3,115.11,18993.15
45767,8268,6,Item for PO PO008268,927,638,93.1,86303.7
45768,8268,63,Item for PO PO008268,588,577,268.19,157695.72
45769,8269,33,Item for PO PO008269,394,156,117.99,46488.06
45770,8269,30,Item for PO PO008269,575,118,202.51,116443.25
45771,8269,12,Item for PO PO008269,366,245,300.75,110074.5
45772,8269,20,Item for PO PO008269,393,345,239.81,94245.33
45773,8269,24,Item for PO PO008269,484,445,335.42,162343.28
45774,8269,25,Item for PO PO008269,259,28,395.82,102517.38
45775,8269,35,Item for PO PO008269,153,94,406.45,62186.85
45776,8269,51,Item for PO PO008269,483,285,75.27,36355.41
45777,8269,21,Item for PO PO008269,569,165,116.26,66151.94
45778,8269,5,Item for PO PO008269,359,190,384.6,138071.4
45779,8270,6,Item for PO PO008270,66,66,301.28,19884.48
45780,8270,19,Item for PO PO008270,774,774,460.63,356527.62
45781,8270,33,Item for PO PO008270,204,204,362.41,73931.64
45782,8270,33,Item for PO PO008270,256,256,258.5,66176.0
45783,8270,40,Item for PO PO008270,462,462,199.8,92307.6
45784,8270,27,Item for PO PO008270,489,489,376.46,184088.94
45785,8270,40,Item for PO PO008270,285,285,449.54,128118.9
45786,8271,35,Item for PO PO008271,488,488,281.75,137494.0
45787,8271,16,Item for PO PO008271,686,686,56.37,38669.82
45788,8271,13,Item for PO PO008271,626,626,490.88,307290.88
45789,8271,62,Item for PO PO008271,17,17,201.89,3432.13
45790,8271,46,Item for PO PO008271,953,953,266.77,254231.81
45791,8271,10,Item for PO PO008271,320,320,38.88,12441.6
45792,8271,31,Item for PO PO008271,488,488,144.5,70516.0
45793,8271,8,Item for PO PO008271,529,529,488.98,258670.42
45794,8272,30,Item for PO PO008272,104,104,391.25,40690.0
45795,8272,26,Item for PO PO008272,651,651,305.47,198860.97
45796,8272,44,Item for PO PO008272,698,698,37.92,26468.16
45797,8272,46,Item for PO PO008272,824,824,411.07,338721.68
45798,8272,14,Item for PO PO008272,316,316,191.43,60491.88
45799,8272,5,Item for PO PO008272,43,43,108.73,4675.39
45800,8272,3,Item for PO PO008272,746,746,402.12,299981.52
45801,8272,15,Item for PO PO008272,146,146,387.16,56525.36
45802,8272,22,Item for PO PO008272,317,317,267.87,84914.79
45803,8273,64,Item for PO PO008273,673,673,333.94,224741.62
45804,8273,40,Item for PO PO008273,553,553,263.54,145737.62
45805,8273,15,Item for PO PO008273,37,37,349.14,12918.18
45806,8273,55,Item for PO PO008273,767,767,53.56,41080.52
45807,8274,48,Item for PO PO008274,124,35,320.79,39777.96
45808,8274,53,Item for PO PO008274,268,53,480.92,128886.56
45809,8274,44,Item for PO PO008274,71,20,381.45,27082.95
45810,8274,7,Item for PO PO008274,425,27,263.79,112110.75
45811,8274,3,Item for PO PO008274,681,470,326.02,222019.62
45812,8274,1,Item for PO PO008274,261,59,374.31,97694.91
45813,8274,43,Item for PO PO008274,951,252,451.68,429547.68
45814,8274,46,Item for PO PO008274,628,75,323.78,203333.84
45815,8274,46,Item for PO PO008274,815,415,246.34,200767.1
45816,8274,7,Item for PO PO008274,829,516,326.87,270975.23
45817,8275,29,Item for PO PO008275,898,180,21.82,19594.36
45818,8275,27,Item for PO PO008275,158,132,67.61,10682.38
45819,8275,32,Item for PO PO008275,821,276,490.12,402388.52
45820,8275,63,Item for PO PO008275,490,80,261.76,128262.4
45821,8275,34,Item for PO PO008275,243,4,357.01,86753.43
45822,8276,55,Item for PO PO008276,901,290,326.45,294131.45
45823,8276,1,Item for PO PO008276,570,255,179.55,102343.5
45824,8276,40,Item for PO PO008276,823,649,37.85,31150.55
45825,8276,7,Item for PO PO008276,741,214,223.07,165294.87
45826,8276,11,Item for PO PO008276,14,2,176.93,2477.02
45827,8276,62,Item for PO PO008276,969,448,263.94,255757.86
45828,8276,3,Item for PO PO008276,828,587,416.76,345077.28
45829,8276,42,Item for PO PO008276,583,196,180.17,105039.11
45830,8276,10,Item for PO PO008276,329,317,296.34,97495.86
45831,8277,29,Item for PO PO008277,891,687,244.44,217796.04
45832,8277,57,Item for PO PO008277,636,363,203.89,129674.04
45833,8277,46,Item for PO PO008277,357,94,242.45,86554.65
45834,8277,21,Item for PO PO008277,729,52,109.38,79738.02
45835,8277,32,Item for PO PO008277,414,235,69.92,28946.88
45836,8277,31,Item for PO PO008277,121,98,23.73,2871.33
45837,8277,10,Item for PO PO008277,604,295,35.17,21242.68
45838,8277,8,Item for PO PO008277,688,433,124.23,85470.24
45839,8277,54,Item for PO PO008277,808,53,345.86,279454.88
45840,8278,8,Item for PO PO008278,80,9,316.55,25324.0
45841,8278,50,Item for PO PO008278,184,180,81.83,15056.72
45842,8278,51,Item for PO PO008278,527,113,308.5,162579.5
45843,8279,15,Item for PO PO008279,701,701,14.85,10409.85
45844,8279,60,Item for PO PO008279,340,340,169.21,57531.4
45845,8279,64,Item for PO PO008279,243,243,443.22,107702.46
45846,8279,37,Item for PO PO008279,687,687,191.3,131423.1
45847,8279,60,Item for PO PO008279,536,536,430.47,230731.92
45848,8279,25,Item for PO PO008279,870,870,41.68,36261.6
45849,8279,50,Item for PO PO008279,890,890,488.56,434818.4
45850,8279,60,Item for PO PO008279,411,411,372.6,153138.6
45851,8279,9,Item for PO PO008279,954,954,213.7,203869.8
45852,8279,41,Item for PO PO008279,134,134,373.5,50049.0
45853,8280,42,Item for PO PO008280,480,253,313.33,150398.4
45854,8280,53,Item for PO PO008280,148,103,460.37,68134.76
45855,8280,17,Item for PO PO008280,442,250,156.45,69150.9
45856,8280,5,Item for PO PO008280,178,3,294.35,52394.3
45857,8280,64,Item for PO PO008280,163,145,486.43,79288.09
45858,8280,48,Item for PO PO008280,401,291,198.16,79462.16
45859,8280,48,Item for PO PO008280,948,176,11.1,10522.8
45860,8280,16,Item for PO PO008280,357,162,245.98,87814.86
45861,8281,39,Item for PO PO008281,390,390,272.12,106126.8
45862,8281,33,Item for PO PO008281,882,882,301.1,265570.2
45863,8282,21,Item for PO PO008282,630,630,49.44,31147.2
45864,8282,9,Item for PO PO008282,89,89,48.18,4288.02
45865,8283,62,Item for PO PO008283,114,114,16.21,1847.94
45866,8284,12,Item for PO PO008284,230,6,172.35,39640.5
45867,8284,15,Item for PO PO008284,350,70,114.7,40145.0
45868,8284,42,Item for PO PO008284,877,781,377.05,330672.85
45869,8284,29,Item for PO PO008284,149,67,172.02,25630.98
45870,8284,58,Item for PO PO008284,495,15,212.24,105058.8
45871,8285,25,Item for PO PO008285,851,851,211.07,179620.57
45872,8285,43,Item for PO PO008285,213,213,285.17,60741.21
45873,8285,33,Item for PO PO008285,41,41,183.95,7541.95
45874,8285,25,Item for PO PO008285,496,496,381.91,189427.36
45875,8286,37,Item for PO PO008286,300,300,65.13,19539.0
45876,8286,21,Item for PO PO008286,307,307,419.21,128697.47
45877,8286,43,Item for PO PO008286,241,241,313.74,75611.34
45878,8286,2,Item for PO PO008286,580,580,446.97,259242.6
45879,8286,56,Item for PO PO008286,262,262,172.72,45252.64
45880,8286,33,Item for PO PO008286,893,893,461.39,412021.27
45881,8287,52,Item for PO PO008287,71,30,486.42,34535.82
45882,8287,27,Item for PO PO008287,43,1,313.11,13463.73
45883,8288,60,Item for PO PO008288,704,704,31.22,21978.88
45884,8288,36,Item for PO PO008288,799,799,335.21,267832.79
45885,8289,23,Item for PO PO008289,705,705,399.28,281492.4
45886,8289,22,Item for PO PO008289,944,944,322.81,304732.64
45887,8289,31,Item for PO PO008289,591,591,363.46,214804.86
45888,8289,8,Item for PO PO008289,354,354,478.11,169250.94
45889,8289,8,Item for PO PO008289,702,702,45.87,32200.74
45890,8289,15,Item for PO PO008289,337,337,300.75,101352.75
45891,8289,43,Item for PO PO008289,181,181,308.76,55885.56
45892,8289,35,Item for PO PO008289,362,362,355.99,128868.38
45893,8290,52,Item for PO PO008290,263,263,111.25,29258.75
45894,8290,26,Item for PO PO008290,594,594,178.69,106141.86
45895,8290,52,Item for PO PO008290,28,28,390.06,10921.68
45896,8290,16,Item for PO PO008290,277,277,443.6,122877.2
45897,8290,40,Item for PO PO008290,583,583,413.86,241280.38
45898,8290,39,Item for PO PO008290,743,743,202.06,150130.58
45899,8290,27,Item for PO PO008290,474,474,450.25,213418.5
45900,8290,30,Item for PO PO008290,909,909,385.67,350574.03
45901,8290,53,Item for PO PO008290,582,582,162.9,94807.8
45902,8290,1,Item for PO PO008290,966,966,433.63,418886.58
45903,8291,41,Item for PO PO008291,76,33,128.4,9758.4
45904,8291,63,Item for PO PO008291,906,613,314.38,284828.28
45905,8291,8,Item for PO PO008291,88,81,241.33,21237.04
45906,8292,5,Item for PO PO008292,830,830,371.7,308511.0
45907,8292,6,Item for PO PO008292,684,684,498.35,340871.4
45908,8293,23,Item for PO PO008293,451,170,287.34,129590.34
45909,8293,52,Item for PO PO008293,171,96,446.48,76348.08
45910,8293,7,Item for PO PO008293,677,173,207.34,140369.18
45911,8293,24,Item for PO PO008293,920,19,139.51,128349.2
45912,8293,61,Item for PO PO008293,153,43,342.63,52422.39
45913,8293,36,Item for PO PO008293,477,68,361.63,172497.51
45914,8293,15,Item for PO PO008293,183,153,90.77,16610.91
45915,8293,14,Item for PO PO008293,400,189,144.08,57632.0
45916,8294,21,Item for PO PO008294,99,11,381.24,37742.76
45917,8294,45,Item for PO PO008294,515,90,495.72,255295.8
45918,8294,58,Item for PO PO008294,500,84,454.97,227485.0
45919,8294,63,Item for PO PO008294,664,359,407.74,270739.36
45920,8294,40,Item for PO PO008294,144,36,175.33,25247.52
45921,8294,24,Item for PO PO008294,75,38,221.27,16595.25
45922,8294,11,Item for PO PO008294,324,283,276.71,89654.04
45923,8294,1,Item for PO PO008294,652,10,160.09,104378.68
45924,8294,58,Item for PO PO008294,377,290,73.83,27833.91
45925,8295,12,Item for PO PO008295,241,241,324.95,78312.95
45926,8295,10,Item for PO PO008295,798,798,335.2,267489.6
45927,8295,19,Item for PO PO008295,330,330,261.67,86351.1
45928,8295,26,Item for PO PO008295,908,908,112.37,102031.96
45929,8295,9,Item for PO PO008295,978,978,176.51,172626.78
45930,8295,24,Item for PO PO008295,123,123,393.76,48432.48
45931,8296,62,Item for PO PO008296,194,194,356.91,69240.54
45932,8296,11,Item for PO PO008296,632,632,432.97,273637.04
45933,8296,55,Item for PO PO008296,167,167,182.45,30469.15
45934,8296,42,Item for PO PO008296,463,463,344.82,159651.66
45935,8296,44,Item for PO PO008296,523,523,76.56,40040.88
45936,8296,43,Item for PO PO008296,439,439,428.69,188194.91
45937,8296,46,Item for PO PO008296,813,813,467.27,379890.51
45938,8296,19,Item for PO PO008296,377,377,88.23,33262.71
45939,8296,57,Item for PO PO008296,744,744,228.52,170018.88
45940,8296,6,Item for PO PO008296,335,335,301.35,100952.25
45941,8297,5,Item for PO PO008297,19,2,11.38,216.22
45942,8297,63,Item for PO PO008297,443,54,375.49,166342.07
45943,8298,41,Item for PO PO008298,518,518,65.92,34146.56
45944,8298,4,Item for PO PO008298,446,446,165.26,73705.96
45945,8298,54,Item for PO PO008298,42,42,457.64,19220.88
45946,8298,16,Item for PO PO008298,34,34,281.26,9562.84
45947,8298,7,Item for PO PO008298,812,812,390.23,316866.76
45948,8298,56,Item for PO PO008298,775,775,437.59,339132.25
45949,8298,38,Item for PO PO008298,316,316,439.95,139024.2
45950,8299,39,Item for PO PO008299,91,6,49.06,4464.46
45951,8299,8,Item for PO PO008299,374,151,99.37,37164.38
45952,8299,14,Item for PO PO008299,131,116,447.43,58613.33
45953,8299,58,Item for PO PO008299,13,5,233.29,3032.77
45954,8299,57,Item for PO PO008299,254,5,169.3,43002.2
45955,8300,1,Item for PO PO008300,212,114,194.69,41274.28
45956,8300,15,Item for PO PO008300,478,285,33.39,15960.42
45957,8300,12,Item for PO PO008300,525,12,143.25,75206.25
45958,8300,37,Item for PO PO008300,642,12,232.34,149162.28
45959,8300,24,Item for PO PO008300,302,90,298.83,90246.66
45960,8300,9,Item for PO PO008300,663,271,171.71,113843.73
45961,8300,33,Item for PO PO008300,32,23,309.32,9898.24
45962,8300,39,Item for PO PO008300,710,676,483.24,343100.4
45963,8301,16,Item for PO PO008301,770,770,429.32,330576.4
45964,8301,43,Item for PO PO008301,393,393,433.52,170373.36
45965,8302,28,Item for PO PO008302,496,473,291.05,144360.8
45966,8302,12,Item for PO PO008302,232,214,209.95,48708.4
45967,8302,19,Item for PO PO008302,140,84,294.01,41161.4
45968,8302,25,Item for PO PO008302,116,38,99.73,11568.68
45969,8302,54,Item for PO PO008302,54,48,168.96,9123.84
45970,8302,11,Item for PO PO008302,100,42,307.7,30770.0
45971,8302,50,Item for PO PO008302,481,430,344.48,165694.88
45972,8302,64,Item for PO PO008302,153,145,473.09,72382.77
45973,8302,3,Item for PO PO008302,818,594,352.19,288091.42
45974,8303,4,Item for PO PO008303,874,874,232.8,203467.2
45975,8304,25,Item for PO PO008304,118,49,94.86,11193.48
45976,8304,47,Item for PO PO008304,576,481,167.93,96727.68
45977,8305,29,Item for PO PO008305,749,749,360.57,270066.93
