perf_id,partner_key,month,orders_count,order_value,revenue,new_customers,churn_rate,nps_score,support_tickets,training_completed,commission_earned
13195,116,2025-08,71,24081.71704752622,19610.45481461603,10,2.6193916446212584,80,12,False,4054.871982012333
13196,328,2025-08,33,32715.22592876029,29245.474498117157,8,0.9423515199701604,46,8,False,6444.685733217988
13197,201,2025-08,36,34873.19407003207,25517.11022654804,0,0.6029396327224023,41,8,False,4500.9294517766575
13198,171,2025-08,36,50595.34025698751,41679.51833724753,1,0.9821826524839632,38,0,False,8497.24935975353
13199,18,2025-08,58,15787.809896650424,14065.61049570551,5,0.1178605300584949,32,12,False,1422.8236491129203
13200,79,2025-08,50,37265.12964413808,32277.398371245778,10,1.8017113528334392,48,20,False,4822.022976931158
13201,198,2025-08,23,6070.169991104046,5303.614967227218,5,2.157940700922003,32,4,False,767.202378567153
13202,262,2025-08,10,66994.62661583138,58821.49526552853,1,2.080121685899491,84,0,False,8106.397354745887
13203,4,2025-08,102,118874.5295089841,104469.85331947234,33,1.9747394610798124,59,18,False,7718.329261173507
13204,303,2025-08,85,144142.2741260267,113659.54943941624,14,0.7844792833143545,34,43,False,31391.844699580462
13205,332,2025-08,35,63052.52504691542,51009.828339519474,10,1.745638966139096,47,15,False,14418.879604176238
13206,153,2025-08,45,61908.444210073205,48461.492833953715,5,3.1890703878254163,41,2,False,9240.728842248816
13207,117,2025-08,9,47856.42007536615,42612.69707765839,2,0.8658972748223814,68,3,False,2782.821506884282
13208,80,2025-08,68,16360.524120663968,14610.28899745384,7,0.9285100235352044,27,2,False,2819.9501212327227
13209,324,2025-08,19,25587.38869044324,21145.611072070533,0,0.6149612235741552,80,1,False,4262.677410400342
13210,252,2025-08,7,52642.50317290176,48014.50447520455,1,2.0317484969280537,40,0,False,5289.830524439537
13211,19,2025-08,19,46254.32910351496,38711.21061865953,5,0.0452528675611093,80,0,False,11305.995431805835
13212,207,2025-08,14,33846.52572324376,29738.338044203847,0,1.1913620938194898,50,2,False,7288.616868190277
13213,327,2025-08,36,34021.31714462549,26106.28472549745,5,2.67101870015542,78,6,False,7282.191790009053
13214,61,2025-08,12,65465.36117788099,59309.02688921102,0,0.8708073613339606,27,3,False,16088.431859403234
13215,6,2025-08,36,26942.870387258372,23092.350589257385,5,1.0430810915850366,75,3,False,3576.118420437841
13216,77,2025-09,42,25359.8235295755,19799.782129122515,13,3.120441049554328,26,13,False,6245.814654702675
13217,319,2025-09,14,39765.3119035487,34086.59977300646,4,1.5440133609771407,78,5,False,6638.944861665597
13218,312,2025-09,72,51024.692265050726,49485.213764902415,20,0.8599688142521822,83,15,False,2776.406251370818
13219,224,2025-09,156,123592.32887845354,92159.78548921912,26,0.8466055183485952,75,75,False,25795.057584002116
13220,20,2025-09,5,34900.597596638254,27183.25978271078,0,0.1869244405187446,48,0,False,2618.513102112761
13221,39,2025-09,84,195459.8267761266,177546.44282016568,9,0.5694775378067213,60,19,False,35735.12105554207
13222,309,2025-09,41,35350.42336159408,31226.98883643616,1,2.47796129214758,45,21,False,5478.806750249835
13223,262,2025-09,64,37638.66039095411,31595.759469916786,18,2.666010120480203,18,25,False,4249.037397209117
13224,300,2025-09,46,49294.28639891233,41438.24138957676,11,0.5414332027889776,77,7,False,6961.60241928468
13225,274,2025-09,38,51806.50881766555,44411.09253627291,6,1.1859096651058425,27,21,False,11736.13326378404
13226,278,2025-09,34,13937.958735506772,11408.249278592944,3,1.9817514928453457,53,2,False,2574.4076734532305
13227,6,2025-09,29,15272.25495538628,11476.244513150015,5,0.0768455625693431,65,0,False,2117.3486923262685
13228,12,2025-09,156,62150.12493903007,52232.17798347526,9,1.7021942650197022,26,70,False,7088.562086214274
13229,157,2025-09,11,42195.52790602338,36091.29006015523,2,2.2321002784585633,52,5,False,3851.5477145033256
13230,192,2025-09,27,94647.47464315416,88061.03277269214,9,1.5244634218533364,39,3,False,11266.15509453345
13231,329,2025-09,9,32081.223066583065,27814.181790022525,2,0.8887248698223205,65,4,False,4793.0056875431355
13232,185,2025-09,42,50145.71802973411,42059.337122688914,12,0.3656668857417515,86,4,False,5806.088838568995
13233,96,2025-09,66,41645.39290102665,34794.163940040504,12,2.6736685348910503,61,24,False,2216.8664245487553
13234,141,2025-09,7,36153.12210363932,29756.481050139224,1,1.14548849418836,45,2,False,2981.9393210534113
13235,280,2025-09,69,79239.34073342722,75545.39434983223,9,2.304316542010271,39,19,False,12151.597302504795
13236,95,2025-09,33,49179.98598710475,40707.77384158386,0,0.7426487387454872,57,11,False,11436.174272717824
13237,84,2025-09,25,43637.24394323012,37106.789266070205,7,0.7560230054488553,57,5,False,8777.283934675424
13238,207,2025-09,14,66692.13016732025,50939.06858556368,1,1.0024607070903937,64,0,False,14442.828942289923
13239,205,2025-09,42,37057.18201111172,32784.59911716978,3,1.1958959400811484,33,20,False,8563.717943276772
13240,187,2025-09,28,34427.19886946084,30953.40990240574,7,2.7374500473854466,68,1,False,8320.791752550731
13241,21,2025-09,33,6773.948422026005,5611.839499385917,7,2.7238465624473704,50,10,False,1575.711942097092
13242,327,2025-09,16,26639.748961967303,23276.404710824077,0,0.6974258857525757,21,1,False,6764.096744398646
13243,3,2025-09,32,25038.940473607778,23370.7923033919,2,1.5137083499884938,41,3,False,4997.127857127818
13244,235,2025-09,12,91577.37684505494,76123.50374630504,3,0.0197438308973772,64,0,False,22694.037335118795
13245,132,2025-09,58,41077.81070385092,40214.680326838185,12,1.3454647940243392,31,1,False,9859.916746894474
13246,40,2025-09,25,43732.76395441534,33921.08664561513,0,2.239108121657136,45,11,False,6317.504281985564
13247,138,2025-09,145,187237.97880452033,149424.557862559,21,0.585237963717294,36,11,False,24359.08630544077
13248,14,2025-09,125,53645.910877770264,47511.77545959768,6,2.735064307467725,72,27,False,5604.791079168704
13249,121,2025-09,27,89726.81392476239,89795.64487392039,0,0.1420000160502547,57,7,False,21544.04555288303
13250,137,2025-09,32,52293.979172768246,40756.67238787232,0,0.0754207740403735,30,2,False,11537.781379731125
13251,56,2025-09,58,75911.90498009586,65633.97970650964,6,0.5380428377119502,26,7,False,16015.716006613058
13252,1,2025-09,46,65670.54874099154,53017.1825807756,9,0.5470844094952634,59,2,False,5129.017823597369
13253,61,2025-09,77,41331.05786252317,31683.293491308395,12,1.1209269424778792,76,16,False,9761.552277587489
13254,159,2025-09,31,36883.09702556474,36767.033956583815,1,0.193063752038045,25,13,False,9096.39154193211
13255,211,2025-09,28,10360.060351321592,9124.23537328632,10,2.484246241368052,24,14,False,1481.8795823770945
13256,242,2025-09,20,42283.92546144589,36457.26687423248,4,1.8451731660313744,38,0,False,8984.87677555365
13257,340,2025-09,53,44311.726319564455,43638.17127666753,8,1.5058206853832534,72,22,False,11394.87225779854
13258,260,2025-09,64,46231.972102536994,36808.03305296588,4,2.361748702809377,62,29,False,2812.7168291401063
13259,332,2025-09,58,66158.22456161871,54216.086996290906,16,2.0429869143385595,29,7,False,15896.565453802745
13260,292,2025-09,45,45007.79995374673,35808.23243800387,5,1.61979478262463,50,12,False,4851.609573072751
13261,246,2025-09,142,43073.90183961871,34976.42565755758,7,2.606371003811985,19,48,False,7225.03393309609
13262,199,2025-09,14,52875.256194830166,45273.96550106126,4,1.7627770943311578,27,7,False,8137.373020051
13263,307,2025-09,74,148091.85867899313,109257.2870248309,5,2.1838984265228616,45,1,False,22601.99154278615
13264,161,2025-09,34,61149.24263070735,56719.48201153359,5,2.5249439262706823,53,3,False,7497.255527517273
13265,189,2025-09,69,40657.01346465728,33932.6434263013,0,0.1041195847825362,66,25,False,3037.7955452444494
13266,191,2025-09,97,66620.60105773257,58862.44635178049,19,0.692993877409839,36,35,False,13737.137138303397
13267,313,2025-09,86,143501.01160907533,118420.489484488,6,2.892351696274953,29,10,False,17687.775362348664
13268,34,2025-09,18,70224.87496815351,59659.4064204412,4,1.635163810425582,35,7,False,10436.18728528108
13269,78,2025-09,19,44512.33733532463,37401.1049619161,5,0.4505232915402409,46,8,False,3336.096551839503
13270,232,2025-09,20,13610.50315087276,12071.33077863747,4,0.0622453115188908,25,3,False,2244.479779127941
13271,225,2025-09,10,78960.601735452,66165.41858614537,1,1.3086802681635792,48,2,False,5295.210020316985
13272,103,2025-09,8,34486.54854794682,29630.48837119692,0,1.2173710897549768,38,1,False,2997.849369289956
13273,139,2025-09,145,19974.079808578103,15790.36514549518,9,2.5852553363799755,68,63,False,1380.8371754861107
13274,130,2025-09,18,5702.385041212873,5577.917991598881,3,0.0278080893100828,52,5,False,1098.4363210064514
13275,181,2025-09,46,15449.155430469476,14278.186545891684,3,0.3150504941686627,27,15,False,2090.468912131553
13276,38,2025-09,41,81288.86390725175,75232.98204638247,0,0.4852531249192183,60,11,False,8346.03466704444
13277,29,2025-09,8,26008.444197049645,19147.143162474207,1,1.1073993766416883,81,0,False,5650.4961856156015
13278,198,2025-09,42,38688.94487599769,32493.200808455185,12,2.093762337669619,51,22,False,3975.419055314416
13279,188,2025-09,84,238104.13743941177,178924.6266433514,17,2.3220526018298737,72,14,False,28587.43265031612
13280,250,2025-09,31,76597.50223692897,74019.10233741537,3,0.674448036464937,25,2,False,8768.51125257013
13281,36,2025-09,11,48108.68869823845,38194.097533238106,1,0.6123962996699209,41,2,False,2911.3317239683824
13282,27,2025-09,32,22913.181554388055,17692.524445399682,9,0.7221159242290304,79,13,False,1422.9784741613566
13283,45,2025-09,62,60111.61083412557,44893.91389027511,12,0.0667814101115463,79,0,False,11764.307652520904
13284,325,2025-09,46,49185.61654930776,40068.149427756936,9,1.0040105746286832,57,9,False,4732.679596209547
13285,174,2025-09,43,47343.469342735225,42785.26441262366,13,1.3361793309167491,32,12,False,4404.4638973621695
13286,11,2025-09,52,30328.28101216112,25879.57910134593,10,0.6789368084506919,25,13,False,4781.81509293527
13287,227,2025-09,39,41890.40487519945,33957.88745090705,10,1.525508250976874,78,20,False,8970.812993900801
13288,22,2025-09,135,151342.8962007504,117142.07434875674,29,1.282100192384915,24,69,False,21362.312634567275
13289,324,2025-09,22,67124.75264078678,60200.16118729366,6,2.6321001213093473,26,5,False,11870.455625984929
13290,177,2025-09,16,45873.246361629375,40688.73888365061,0,0.2206918830159541,31,2,False,2922.8452061038
13291,50,2025-09,107,9563.75102577748,8729.16532608011,17,1.4575590340748945,66,43,False,1850.8705903056216
13292,126,2025-09,29,97144.34998327304,84463.00335549792,2,0.230879858546394,52,4,False,25667.353582981043
13293,120,2025-09,44,36310.006454743874,34740.688716008925,9,1.4690211680544636,63,8,False,4063.86907326532
13294,348,2025-09,18,16621.717598264728,12376.095236397035,3,3.094850074278867,38,3,False,3378.194603707218
13295,18,2025-09,77,37806.29224047441,34140.74450492287,2,2.4724643725178295,78,34,False,3386.8488015897283
13296,83,2025-09,6,14275.76458417659,11064.953357871242,0,2.2580671794796494,52,1,False,1421.666001455774
13297,328,2025-09,39,25767.42902389649,21679.68779326363,3,0.0,37,5,False,5517.757434962273
13298,123,2025-09,30,43454.44239436908,44082.69070717966,3,1.5180817584560364,48,12,False,5480.663811335624
13299,112,2025-09,27,70396.0617941597,56106.34340694365,0,2.1423342077949226,21,6,False,5026.10157530622
13300,57,2025-09,61,16305.458070629556,11713.576358048502,10,2.602947689958315,65,12,False,1688.0131269204544
13301,236,2025-09,12,49858.20436235645,39106.30341318927,2,2.203373348996573,50,4,False,5848.6306724602655
13302,294,2025-09,22,65001.723420244525,56446.1575911119,4,0.6873977292534028,22,5,False,5220.448507211026
13303,229,2025-09,40,33609.689923958016,31739.207836020458,9,1.578816448719965,18,5,False,9201.236222031908
13304,17,2025-09,29,42717.838769006186,31821.695663617727,0,1.380673807510401,75,5,False,3601.6453078478644
13305,341,2025-09,51,33951.25423398084,28605.613191212415,16,0.933598774058698,25,1,False,6242.940819999674
13306,9,2025-09,24,133253.09857568992,112115.66743141752,2,2.915141895247338,34,7,False,19914.493837357648
13307,277,2025-09,24,45748.1898345884,41436.87559249871,3,2.502546644533715,63,7,False,5960.796512170688
13308,109,2025-09,40,95551.24467428526,86764.57599150871,12,2.153430628570832,36,4,False,13452.08850418971
13309,42,2025-09,57,41916.19350453632,33278.90576964244,4,0.4335094907398638,53,0,False,6460.694277890094
13310,322,2025-09,75,71014.8513746568,60730.02579852788,12,1.283230265760048,69,33,False,13650.936237865695
13311,179,2025-09,57,46865.5404935991,40202.35200529031,7,2.47795512670047,60,18,False,4563.0575853910495
13312,154,2025-09,40,76246.06723690669,58680.00251698984,9,0.5652466950117512,33,17,False,13309.533319803262
13313,114,2025-09,18,41878.83099720933,36289.57915878701,3,0.5682975252446976,47,0,False,7100.871142533696
13314,129,2025-09,27,71784.6129470488,64187.69813604652,2,1.7221050075534967,50,6,False,11222.568136101954
13315,58,2025-09,16,71646.69518375705,56694.29178091494,2,1.1617681221250662,48,5,False,17527.671739506448
13316,301,2025-09,58,101360.54997301154,75479.63147782779,0,1.8330241297426413,35,23,False,20092.91635441352
13317,247,2025-09,48,13996.463610799645,10276.770600611271,4,2.156046243430159,59,22,False,1984.5816784836663
13318,72,2025-09,29,86154.28295334917,68345.12560055098,6,0.9165047726258848,24,4,False,5113.090002096204
13319,169,2025-09,95,29470.671830991203,26104.56573266895,25,0.665252789866765,20,22,False,6429.678599496727
13320,117,2025-09,9,47228.74158797383,42189.03563810215,0,0.0100398851576996,46,1,False,2687.8370751824573
13321,166,2025-09,50,45924.607940078386,33516.68200027462,15,0.868601435767268,33,20,False,8080.980973433312
13322,32,2025-09,42,46718.1615666477,42597.67700786085,6,0.0407101711822719,73,16,False,10242.761049776913
13323,180,2025-09,36,38122.58810054403,29630.610946055083,5,2.1903365707600946,23,16,False,5259.97122312874
13324,155,2025-09,99,42237.524918423245,36737.646866674906,2,1.4011875323227918,66,32,False,8504.076743090902
13325,2,2025-09,94,16026.88573123287,13802.875367562028,16,0.2392664480305707,54,12,False,2615.8124872921753
13326,286,2025-09,25,44073.28911549114,37230.40556566066,0,2.8874290919037255,23,13,False,11024.97414584905
13327,71,2025-09,20,9985.142742592288,7862.210320262479,1,2.9098635623637907,28,5,False,1294.7504746922527
13328,337,2025-09,41,79008.69888630447,67418.72216981882,4,0.2014164211104809,40,19,False,15831.4589367574
13329,239,2025-09,34,15157.853753939771,13202.127192622464,7,0.3300803467753632,53,10,False,2815.136543303306
13330,208,2025-09,60,124302.28016702134,117994.60970434868,16,0.2522279771617492,78,6,False,14898.9010676994
13331,343,2025-09,43,74229.0767149471,61777.896752405184,2,1.8518699656936533,67,3,False,7954.329164418939
13332,151,2025-09,89,65788.48362568374,54528.01735357896,9,0.319095673430552,30,37,False,6404.912192275578
13333,125,2025-09,15,49720.582769221575,36680.24851692298,3,1.768458729424187,73,5,False,7566.634141074474
13334,259,2025-09,26,18294.42983544829,14291.586938591803,4,0.3976317814976902,83,8,False,3155.4108411999377
13335,167,2025-09,84,48886.8954383787,45644.7903870228,14,2.335008331686956,67,11,False,3564.543167547142
13336,118,2025-09,62,12671.30641233137,12065.192263340936,2,1.2730792388008405,62,31,False,1197.6043438813745
13337,101,2025-09,127,93599.41239558042,76371.3242317742,36,0.6831756377228224,59,67,False,20410.73071573729
13338,215,2025-09,77,101622.03549992268,92729.2102318613,22,2.1070340972255206,46,35,False,25230.309497625774
13339,146,2025-09,37,79242.19739345122,72377.0510287087,11,2.721406420064384,34,0,False,9614.887196597592
13340,100,2025-09,24,76535.39176053651,65113.55777799077,0,0.1547090497646487,26,6,False,4434.906926789899
13341,150,2025-09,18,14878.234897397317,12203.107754183333,6,0.4639333004890619,62,6,False,2312.5273017276995
13342,145,2025-09,16,8427.553243931885,7926.485708063318,5,0.4477578875370321,25,2,False,900.7597090705508
13343,253,2025-09,6,32250.76748287857,23408.407663905706,1,0.1541180765384725,42,0,False,1815.4659301481056
13344,162,2025-09,16,20634.44925917133,19332.614179866145,4,1.606053465324942,32,1,False,2786.85429614137
13345,287,2025-09,22,38810.83314245446,37147.12417692375,1,2.425250621205323,84,4,False,5249.643919175339
13346,317,2025-09,33,25940.766599975796,24525.94772935756,2,1.2782436914310709,26,8,False,5703.579585913461
13347,275,2025-09,52,60827.3833289002,51474.35132874994,12,0.2642772153347513,75,5,False,4590.051721698078
13348,16,2025-09,27,11465.8004884038,11507.573029523444,6,2.6901494563452584,72,9,False,982.6923433513448
13349,70,2025-09,9,15847.250193770817,12661.86376616778,2,1.368864070175427,32,3,False,4278.455639227497
13350,334,2025-09,28,30808.189928686905,25984.17415043191,0,2.8642488696536774,68,4,False,2407.6744654394024
13351,153,2025-09,6,64113.76025727981,51277.77056714124,1,0.5659427308634482,80,0,False,10432.1920306907
13352,104,2025-09,31,80654.39440653921,72289.58227816469,3,0.490675280046689,31,0,False,11011.59614226342
13353,318,2025-09,51,86700.2612571624,65048.59370193601,13,1.2084574987441636,22,22,False,8261.845205963087
13354,81,2025-09,71,73549.67224502165,57728.17331760685,18,0.790662717777389,53,29,False,7598.993738292991
13355,203,2025-09,15,15901.760281247642,11888.924023719284,0,2.799452852779882,20,4,False,1309.884943490188
13356,52,2025-09,27,38945.873652926246,35890.556457304374,3,1.2835831532262296,32,10,False,8729.93896795519
13357,330,2025-09,38,31020.1159974542,25824.149087397567,0,0.1208368265306874,35,4,False,3193.89427410353
13358,316,2025-09,87,69236.00966165,59573.18393648599,2,2.872903189092808,25,7,False,3203.399412610589
13359,55,2025-09,41,48568.594600841,38882.661461723874,0,2.88495990406862,59,11,False,8788.272905490408
13360,76,2025-09,147,34618.906796236195,26531.405797565527,33,2.760852645095029,42,24,False,6132.983172011252
13361,47,2025-09,9,20563.412932070805,15727.828349761769,2,1.935393036014545,32,0,False,4196.97814915254
13362,28,2025-09,52,36682.52633333376,33767.784853415724,4,2.7568476546056533,24,24,False,3652.3978383784624
13363,43,2025-09,19,66154.58777301792,58295.68517439984,6,0.6546201720198153,56,0,False,9083.656462336963
13364,184,2025-09,51,67232.0841969568,58901.836311882485,10,2.5640861379269286,53,24,False,5337.481193764407
13365,305,2025-09,153,58166.49734556266,44737.108026890346,45,1.6801903359563306,60,46,False,12423.602784089151
13366,226,2025-09,252,144397.5836123827,115117.32514602464,61,0.6900289741727329,47,107,False,21408.470397244146
13367,164,2025-09,52,22922.69828884373,19526.424418008908,15,0.8502407260702348,75,0,False,1425.4829335674272
13368,197,2025-09,14,48427.53171800258,34114.7818576006,4,3.0125054995956155,74,3,False,7185.05897985284
13369,220,2025-09,16,31759.025056900744,26981.37889451431,2,0.9992932563780452,71,7,False,6664.128568463577
13370,64,2025-09,82,100044.36078323868,83972.65907137422,3,2.14308175187971,26,30,False,16978.89432872242
13371,86,2025-09,35,29934.59829389958,27057.289361153908,9,1.59126166406451,41,0,False,6224.755090482381
13372,311,2025-09,88,34162.2722371274,28374.879434942344,25,0.3839030230400946,36,40,False,6594.0471403141955
13373,269,2025-09,141,61198.658460379454,57291.7423198365,25,1.4708311820415196,45,60,False,3214.521754944123
13374,217,2025-09,33,14744.515720583291,11859.737129843432,7,0.990303952160428,33,17,False,1785.5984385416896
13375,49,2025-09,119,78467.25423545066,62767.05174745359,44,2.0948175677675036,38,42,False,19352.28514687416
13376,209,2025-09,216,216710.48201687945,168170.00502425586,18,2.3880432485785064,21,104,False,31100.022649583185
13377,124,2025-09,27,48682.11105222953,37601.09552561239,4,1.932681923822178,45,6,False,4852.363433911247
13378,258,2025-09,113,33533.98921666321,24695.200171638902,13,2.7655468402973127,79,10,False,3688.5104378902056
13379,149,2025-09,23,19181.385305495987,15403.270868324147,8,0.8296058984113438,31,5,False,4133.1698883019035
13380,186,2025-09,80,50630.68115115603,37194.20157255021,2,2.473045726593331,44,8,False,6739.398294978416
13381,267,2025-09,49,22490.89166597159,20826.210637367163,10,1.3258167228648243,28,22,False,4968.251295584004
13382,347,2025-09,25,24851.770472549848,20632.91128966945,0,1.867281840570323,69,0,False,4894.037723167215
13383,175,2025-09,28,34529.15930327034,28702.835973850026,7,1.9941356994231243,30,11,False,6629.45820589451
13384,89,2025-09,111,31246.97804884017,23741.552860434887,0,0.2949620201029547,30,6,False,7162.30920606744
13385,99,2025-09,17,70192.35836693263,62676.02129276686,4,2.7525388944808284,27,5,False,7846.630679592892
13386,268,2025-09,30,25827.92226768598,21692.00802887733,5,2.74811840655405,49,4,False,6053.514068915967
13387,193,2025-09,33,74589.56471750204,61496.877752702785,11,1.9124669451438616,26,1,False,16189.804892595375
13388,37,2025-09,85,86291.2144595822,77128.85602925968,20,2.8171602013594073,35,12,False,9837.260388560291
13389,233,2025-09,30,7331.939820023773,6093.889027547268,4,3.003094702182394,27,6,False,1655.3944335120802
13390,323,2025-09,154,126797.37558319294,108239.2644521112,31,2.4470564443603595,23,17,False,18127.281694827743
13391,102,2025-09,15,25206.712151557123,24149.42748014681,1,2.180315637779132,43,3,False,1707.6888457613677
13392,73,2025-09,27,23134.01359976671,21173.063210320957,2,2.5258270566347667,45,11,False,1783.8210157191695
13393,171,2025-09,46,10763.58606261555,9866.55899047969,10,1.668750555464665,32,2,False,2001.129878055844
13394,212,2025-09,73,50814.12541751124,36630.98124672616,21,0.76803107193236,20,4,False,7126.435205120903
13395,87,2025-09,19,57682.553314943914,48825.334471186325,1,1.0915335052587622,22,1,False,13011.516153363582
13396,342,2025-09,20,87003.4670607554,88231.49982804364,4,1.9196574191853264,38,1,False,16306.78554537604
13397,331,2025-09,19,17852.91309448525,16066.01194087542,5,1.4252549330711513,29,7,False,4148.6867706882385
13398,79,2025-09,62,46299.4764038464,33582.17398377425,18,1.0228101355128807,67,8,False,6837.467356107226
13399,204,2025-09,60,39064.044717147255,30780.348262732816,16,2.099719072572404,48,14,False,4295.190415158886
13400,326,2025-09,17,15350.076331105529,12460.748492049666,0,0.6572138812358346,81,3,False,3454.7501789702383
13401,251,2025-09,44,17538.903158357483,13348.827273316258,7,1.9376881184777293,59,15,False,1021.9245524603766
13402,339,2025-09,34,32468.190361107416,29504.013047541233,7,2.715608006110164,63,6,False,3166.7750985263515
13403,23,2025-09,38,92383.26322170525,66911.91933307085,9,1.981662786320677,24,12,False,11012.243098464438
13404,279,2025-09,23,23383.56156754533,18392.289766218,6,1.7802175551710344,71,1,False,5270.919612624193
13405,201,2025-09,75,32763.91793080229,26365.385537833983,3,2.420194878835906,48,22,False,4153.936713079875
13406,25,2025-09,28,9604.410600520216,9198.390829964555,8,2.3675600247319113,65,1,False,2210.477558022456
13407,273,2025-09,72,20943.75396605877,16050.573329414738,10,0.2460936080608991,78,35,False,2658.707285222688
13408,30,2025-09,145,57928.57884084574,53168.59244923618,32,3.0784403720548505,67,37,False,6994.679603485417
13409,223,2025-09,37,26376.63680929396,21572.942688274157,6,0.7778498511565096,39,4,False,2057.3437241378997
13410,108,2025-09,20,31271.63880228009,25230.7869850648,0,1.7599815277591004,67,0,False,4764.106632687035
13411,15,2025-09,21,36441.85357212568,34153.62022249755,6,1.7983822702148085,66,3,False,7832.464867031366
13412,173,2025-09,5,46638.03502330325,43301.81548124705,1,0.198544969695186,24,2,False,11096.359548029965
13413,302,2025-09,24,12202.55836622357,10707.94209321768,3,0.7788401911043131,69,4,False,2554.941271749445
13414,33,2025-09,37,38042.183501405845,30607.84423137077,10,3.0156835503161235,59,7,False,3903.6544335708254
13415,75,2025-09,48,134225.7682833297,118773.02751158664,2,1.2830872218330285,87,4,False,16227.378282682885
13416,276,2025-09,74,35498.77385592693,33336.59285677199,19,1.409325344046302,35,21,False,3865.0178519599626
13417,206,2025-09,61,38594.00287816629,35694.96536653179,10,1.9328855540162209,54,26,False,5346.922729110651
13418,249,2025-09,34,59133.38552978007,51159.246064797655,1,1.5258265378142806,36,3,False,13137.263187712746
13419,172,2025-09,25,77099.56212325902,66614.89734632501,8,1.1986857030437812,70,11,False,11785.702265348044
13420,210,2025-09,78,44943.72088350431,46186.55937439797,18,1.9300166043320237,65,25,False,8812.164785423822
13421,345,2025-09,115,51036.40353924859,39188.908755687735,34,0.5663924503946215,54,0,False,7626.977450438291
13422,136,2025-09,26,10221.498406380308,7766.184381558473,7,2.620885228287984,66,11,False,523.886466936196
13423,266,2025-09,47,40829.33434697263,34337.8817390356,0,0.0454573095080942,61,3,False,5021.3268909169865
13424,82,2025-09,8,10257.769040315949,7667.054559122035,2,0.7215160802652602,54,3,False,683.4948366864528
13425,213,2025-09,38,67944.82469949617,58069.39799610904,11,0.4845947827397247,69,10,False,6569.107327685674
13426,257,2025-09,196,204924.08962715033,164753.85727550578,56,2.071458402404281,69,24,False,13946.0703737946
13427,214,2025-09,17,25280.392604024113,21154.29948077511,4,2.6928764030591297,56,7,False,4298.184694777023
13428,170,2025-09,74,29803.51393143256,28146.78797969132,20,0.1812458845787664,67,34,False,3766.881867006032
13429,344,2025-09,93,142054.5019047331,117688.07098759574,7,2.4832076238442635,53,25,False,14890.440260134606
13430,310,2025-09,252,201188.198255784,161443.11874248006,53,2.5457337311380064,37,58,False,14774.78681345008
13431,308,2025-09,44,75163.40458481888,67530.41091368797,6,2.018063114342162,34,15,False,4750.6361042874805
13432,7,2025-09,50,41272.0879849897,34278.09365369222,10,0.5026864909671012,67,4,False,3164.4591657410765
13433,176,2025-09,33,15809.452183603513,15921.513208245133,10,0.1810851557242081,47,15,False,1173.3066830624666
13434,240,2025-09,144,94966.69383042556,78479.42593548502,10,1.1923868874876582,44,6,False,21804.075155064213
13435,230,2025-09,46,151313.25491894453,119609.01689139404,1,0.2229780949137841,69,18,False,17676.11828503132
13436,182,2025-09,70,53318.51238776315,45546.13594687971,13,2.1880610529732523,69,23,False,12115.172144293894
13437,315,2025-09,21,71958.02761359155,52432.586752138835,1,0.2643239910128225,58,9,False,6433.815186704168
13438,184,2025-10,44,53651.35105673801,45362.32736860784,10,1.3758672547720496,19,17,False,3919.9578235952663
13439,323,2025-10,122,103173.17078134805,94346.09251171366,13,2.8297533956221037,73,28,False,13692.920559104048
13440,253,2025-10,13,42441.46523495838,40697.03886635636,0,1.5597780467262572,37,1,False,2846.8955380294306
13441,322,2025-10,44,54985.71844749627,46838.28715769713,14,2.9145939625473356,28,1,False,12067.29081025883
13442,237,2025-10,57,61003.34804752466,44615.52363995715,8,1.890104276521234,62,10,False,9561.60880519845
13443,325,2025-10,19,34414.13520240639,26131.158828737534,5,2.695218806019263,22,0,False,3363.476425336141
13444,335,2025-10,63,76916.3983182398,64508.97802311439,19,0.853303879257983,72,25,False,8037.552835717882
13445,91,2025-10,15,20852.44361920545,18739.02228477824,0,0.4463817604715551,28,0,False,1879.1889733807964
13446,167,2025-10,135,95524.5051992512,75974.71727652186,26,2.1693107043513025,51,52,False,4936.939224339357
13447,319,2025-10,57,47421.82972458546,40288.04984083412,4,1.438543706137625,56,12,False,7789.557075501779
13448,11,2025-10,30,39775.636024502106,37455.71422693204,9,0.6637951452588225,35,10,False,6350.151674187867
13449,295,2025-10,45,138258.78896924196,111435.22526983818,12,2.0618827648706057,50,14,False,29289.906391908593
13450,109,2025-10,69,76705.63661385729,74002.63557487454,10,2.7863871647983713,78,28,False,11767.079389633052
13451,348,2025-10,57,82223.68349199319,66123.68498182394,6,1.9136523224496031,41,20,False,18186.04288925581
13452,173,2025-10,44,38388.71359907573,33759.79218204814,16,2.1741809332214124,46,21,False,10544.133955291722
13453,148,2025-10,55,39844.12228721951,29426.057048970117,9,2.1690535856243436,61,8,False,6985.464106089192
13454,68,2025-10,26,9156.239985362732,7972.966490944144,6,3.094125649798479,36,10,False,2496.850127040165
13455,251,2025-10,33,60726.47880736705,47873.37578715763,0,3.1310511136209493,30,8,False,3481.1307139922596
13456,23,2025-10,40,66248.43454706274,65048.20247698669,0,1.0362321572956437,51,4,False,8608.02910067704
13457,307,2025-10,122,141546.58721237662,115952.0407263408,41,2.873682034974979,19,35,False,21637.11536462241
