subscription_id,iccid,device_type_key,customer_key,data_plan,activation_date,status,monthly_fee,contract_term_months,last_communication
47338,894473842915720675413,5,869,1MB,2022-12-03,Active,14.86,24,2023-03-04
47339,894412368589237255476,42,898,1MB,2022-06-09,Active,7.04,60,2023-09-13
47340,894460014728017393202,1,752,Unlimited,2020-08-29,Active,4.27,60,2023-01-04
47341,894470353745372222231,88,369,Unlimited,2020-06-24,Active,18.52,60,2025-04-26
47342,894452761646396514433,78,152,100MB,2021-03-22,Terminated,7.42,24,2022-11-08
47343,894425199683380235657,11,799,1MB,2024-03-18,Active,5.89,24,2025-06-29
47344,894482379628962813151,96,313,10MB,2024-06-14,Suspended,7.0,60,2025-09-15
47345,894417364875855813637,88,302,5GB,2024-12-21,Active,10.1,36,2025-09-09
47346,894421628622747299140,78,258,10MB,2023-09-28,Suspended,11.04,24,2025-10-29
47347,894441827416654365881,83,207,Unlimited,2025-09-28,Active,12.14,36,2025-12-05
47348,894427714494099353792,36,782,1MB,2025-01-15,Active,5.81,60,2025-02-22
47349,894452416231134957052,41,245,1GB,2020-11-24,Suspended,12.45,24,2023-04-03
47350,894485054118210591000,6,315,1MB,2020-01-21,Active,1.03,36,2022-05-18
47351,894420391990470871959,58,876,Unlimited,2021-01-18,Active,16.07,24,2024-09-03
47352,894437549733818705149,4,557,1MB,2023-02-22,Active,12.2,12,2025-04-21
47353,894425026347508917626,64,259,100MB,2025-05-20,Terminated,11.51,12,2025-09-09
47354,894423668952512345022,50,309,5GB,2021-06-22,Active,19.16,12,2024-02-01
47355,894499833119434004169,86,412,Unlimited,2025-08-01,Terminated,11.79,12,2025-09-12
47356,894435864737017222805,97,525,100MB,2022-07-12,Active,1.67,24,2024-05-18
47357,894414626065952814893,22,244,5GB,2020-06-28,Active,8.6,60,2023-03-24
47358,894426455494986438191,82,7,10MB,2025-11-30,Suspended,2.82,12,2025-12-16
47359,894496878305727554065,32,730,10MB,2021-06-27,Active,12.98,12,2024-06-13
47360,894440170314989383747,30,452,Unlimited,2020-12-27,Active,18.06,24,2025-07-13
47361,894427941293357718291,97,425,10MB,2020-10-16,Active,9.68,12,2022-03-08
47362,894425642877664730981,4,721,Unlimited,2025-02-04,Active,7.19,36,2025-11-28
47363,894419404629234859174,39,586,100MB,2024-10-03,Active,5.9,12,2025-03-09
47364,894459108176823105389,40,968,10MB,2023-12-03,Active,18.7,36,2025-11-21
47365,894437506222557889915,76,65,10MB,2025-01-12,Suspended,1.31,36,2025-12-27
47366,894413495363006080203,68,839,1MB,2023-02-27,Active,2.09,36,2023-07-18
47367,894499366265822977942,27,197,1GB,2021-08-23,Active,2.91,60,2022-10-20
47368,894422904207744563714,3,153,1MB,2023-05-23,Suspended,2.68,12,2025-07-25
47369,894467153191647885291,97,43,10MB,2022-09-15,Active,11.39,60,2023-01-04
47370,894466846805135778507,84,919,5GB,2021-01-02,Terminated,12.27,12,2023-06-29
47371,894445353617274549742,84,861,1GB,2023-09-09,Active,1.89,36,2024-09-21
47372,894473703805799146838,7,776,1GB,2021-01-02,Active,4.55,60,2021-02-11
47373,894491483916938601142,55,767,5GB,2025-01-19,Active,14.41,36,2025-06-20
47374,894465709586631330141,64,561,10MB,2020-10-17,Active,1.81,24,2023-01-27
47375,894420194851197407216,98,945,1GB,2022-09-05,Active,11.65,60,2025-03-15
47376,894463436546071800975,3,858,5GB,2022-10-09,Active,7.68,60,2024-12-14
47377,894436549772977479650,11,940,1MB,2025-01-19,Active,11.23,24,2025-04-06
47378,894475420215812558809,27,641,1GB,2024-01-30,Active,2.49,36,2024-11-12
47379,894468671714596370037,70,9,10MB,2023-10-13,Suspended,12.92,36,2024-07-03
47380,894449387317023383310,58,312,5GB,2025-06-11,Active,6.18,36,2025-07-13
47381,894490320566994799131,55,239,100MB,2024-05-11,Active,11.71,60,2025-11-07
47382,894493366296036394305,56,867,1MB,2024-01-10,Active,19.4,12,2024-11-13
47383,894499873167473260726,39,632,1GB,2020-12-13,Terminated,6.05,12,2023-02-16
47384,894464483767477159114,10,418,10MB,2025-06-27,Active,14.78,24,2025-12-22
47385,894450580316196513418,38,737,5GB,2025-05-29,Active,18.21,36,2025-11-29
47386,894458101477251094178,37,222,5GB,2023-01-04,Active,1.8,60,2025-12-06
47387,894470387882673425175,78,673,1MB,2023-03-04,Active,9.8,60,2023-04-05
47388,894450878286995791371,79,352,10MB,2020-05-15,Active,18.29,12,2024-01-27
47389,894498668915229600786,35,829,10MB,2023-09-15,Suspended,8.9,24,2024-09-06
47390,894442449023509501046,61,28,5GB,2024-10-03,Active,3.04,24,2024-10-28
47391,894431223710957472775,65,868,1GB,2023-10-14,Active,16.97,60,2024-10-25
47392,894452616147473383236,40,181,Unlimited,2025-04-25,Active,16.01,36,2025-11-27
47393,894497426147793369943,12,171,100MB,2025-10-20,Terminated,2.51,12,2025-11-02
47394,894484496581269297508,74,29,1GB,2024-08-31,Active,7.19,60,2025-06-30
47395,894450425664445904254,58,600,10MB,2023-11-22,Active,4.61,12,2025-09-16
47396,894433935754048595472,58,810,10MB,2021-09-26,Active,4.83,12,2024-04-07
47397,894448793256864857212,86,921,1GB,2022-06-26,Active,6.47,60,2023-11-20
47398,894462822368229506998,69,766,10MB,2025-04-30,Active,4.71,36,2025-09-17
47399,894430327100139848106,95,320,Unlimited,2021-05-22,Active,8.65,36,2024-12-08
47400,894486663565320322923,31,748,Unlimited,2024-12-17,Active,9.34,36,2025-08-20
47401,894485649945558800030,1,812,10MB,2020-03-03,Active,15.79,12,2022-10-05
47402,894422483294483815766,2,422,1MB,2024-11-27,Active,11.89,24,2025-03-24
47403,894458594177655129706,43,421,10MB,2021-02-05,Active,13.84,24,2025-06-21
47404,894456323826501441773,77,616,100MB,2021-08-28,Suspended,14.49,24,2023-09-17
47405,894488608203607586171,93,984,1MB,2025-08-24,Active,13.48,24,2025-11-21
47406,894468680732985326395,33,918,10MB,2023-05-19,Active,8.49,12,2024-07-22
47407,894459475273142439625,41,673,1GB,2023-02-21,Terminated,17.56,24,2024-12-21
47408,894453505937897220331,74,441,100MB,2021-07-09,Suspended,9.52,36,2025-02-25
47409,894472565531539045795,16,746,1GB,2024-03-14,Active,7.53,60,2024-10-11
47410,894466166073667842356,44,816,100MB,2021-10-25,Suspended,5.02,60,2024-09-01
47411,894451303072045598984,75,846,5GB,2023-09-19,Active,12.42,36,2025-01-22
47412,894418760124041757386,34,409,10MB,2025-07-22,Active,10.8,12,2025-10-08
47413,894474122111551416212,52,11,5GB,2020-03-03,Active,15.65,60,2022-10-05
47414,894485947810057052494,47,558,5GB,2020-01-13,Active,3.27,36,2023-08-14
47415,894412104015590153557,34,911,1GB,2024-06-08,Terminated,1.44,24,2025-10-18
47416,894429915483027439896,1,60,1GB,2020-01-16,Terminated,15.78,36,2024-05-26
47417,894440467155260705718,44,264,Unlimited,2020-12-11,Active,2.78,24,2022-01-05
47418,894427656420999900519,2,750,5GB,2022-10-08,Active,3.84,36,2023-07-20
47419,894490413608115333883,47,377,10MB,2022-11-06,Active,13.44,12,2024-03-05
47420,894452693145642535873,6,627,Unlimited,2022-06-09,Active,6.2,36,2024-08-11
47421,894430191599148753258,9,326,1GB,2024-02-26,Active,16.72,12,2025-11-21
47422,894438677822889158990,63,395,Unlimited,2020-03-31,Active,4.48,36,2024-08-31
47423,894491881696028911718,88,173,5GB,2021-07-10,Active,15.47,60,2024-04-26
47424,894420456529880446637,75,778,5GB,2025-01-27,Active,14.94,24,2025-07-11
47425,894451874142788229378,14,39,1MB,2024-06-21,Active,3.63,60,2025-04-13
47426,894456567102652572740,25,421,1GB,2022-03-18,Active,2.69,60,2025-07-31
47427,894460363255590532073,86,584,5GB,2021-08-31,Active,5.46,36,2023-08-12
47428,894460137608814074750,32,523,Unlimited,2023-03-05,Active,4.41,36,2023-05-02
47429,894461148310617597346,9,321,10MB,2024-02-24,Active,13.17,24,2024-05-11
47430,894436854826062394246,56,842,1GB,2023-04-04,Active,8.71,60,2023-05-14
47431,894497015668193051224,22,548,1MB,2023-04-16,Active,4.71,24,2023-05-05
47432,894467527971857698950,90,20,1GB,2022-07-08,Active,7.53,24,2023-01-13
47433,894421126203116396642,52,363,5GB,2024-03-27,Terminated,6.28,24,2024-09-13
47434,894494058337984183449,67,731,100MB,2021-07-21,Active,1.5,60,2024-10-09
47435,894473488241207355394,24,337,5GB,2023-05-01,Active,2.73,36,2024-04-20
47436,894456658765788893956,8,734,100MB,2025-09-02,Active,13.73,12,2025-10-22
47437,894444835745500847991,93,396,10MB,2020-02-16,Active,14.46,60,2021-02-03
47438,894483970686213454439,34,893,5GB,2023-05-23,Active,7.67,60,2024-11-15
47439,894440424517072283017,66,981,1MB,2023-11-24,Suspended,15.7,60,2024-09-19
47440,894498867235407785605,9,272,100MB,2024-05-07,Active,7.62,24,2025-06-11
47441,894456565426243603280,7,276,100MB,2022-11-17,Active,6.27,36,2023-12-31
47442,894433070101682337065,23,418,Unlimited,2024-03-22,Active,12.23,12,2025-01-08
47443,894469255286742333055,90,496,Unlimited,2024-03-25,Active,15.65,12,2025-04-06
47444,894440709312590274642,64,360,100MB,2020-04-17,Active,15.74,12,2022-04-27
47445,894444653732879080914,94,725,1GB,2020-11-10,Active,13.79,12,2025-10-18
47446,894450889873770739704,42,402,1MB,2022-12-21,Active,6.94,36,2024-05-21
47447,894461687926233754035,32,793,10MB,2025-11-19,Terminated,17.1,12,2025-12-07
47448,894419417138945235818,38,226,Unlimited,2022-05-18,Active,2.55,12,2024-10-16
47449,894486233521292297252,98,427,1MB,2023-06-25,Terminated,18.12,12,2024-02-28
47450,894494405074774920899,65,466,Unlimited,2024-01-23,Active,14.98,36,2024-10-25
47451,894499142302638978697,94,563,1MB,2021-03-20,Active,13.1,12,2024-02-07
47452,894486861352686743567,75,134,Unlimited,2021-10-04,Terminated,13.93,12,2023-05-01
47453,894443562716266097133,27,127,100MB,2023-03-22,Active,10.9,12,2025-04-22
47454,894474186071214542028,83,411,100MB,2020-10-16,Active,5.0,60,2021-07-27
47455,894434186278270441788,68,622,1MB,2024-07-07,Active,10.18,12,2024-11-24
47456,894481606097135379678,86,114,Unlimited,2021-04-16,Active,5.95,12,2024-03-09
47457,894450532203431759242,99,150,1GB,2020-07-17,Active,5.79,36,2020-10-13
47458,894480238152902959678,21,885,10MB,2021-08-22,Active,3.09,12,2025-03-07
47459,894433398488483585180,62,780,Unlimited,2020-04-13,Active,3.29,24,2021-05-14
47460,894462177743362718921,51,653,10MB,2022-05-06,Suspended,8.54,60,2025-07-04
47461,894466920774509406867,65,385,100MB,2021-08-18,Active,9.92,12,2022-09-13
47462,894459599189628141136,90,816,5GB,2025-10-21,Active,5.69,24,2025-10-27
47463,894497625259379386695,63,412,5GB,2025-09-27,Suspended,9.14,60,2025-11-29
47464,894460576855149685062,53,874,5GB,2025-05-07,Terminated,18.31,24,2025-07-25
47465,894482762454553098181,55,403,1MB,2022-03-28,Active,3.45,12,2024-01-21
47466,894477251859475545197,36,426,1GB,2020-05-25,Active,3.98,24,2023-02-20
47467,894411624610457819185,23,997,Unlimited,2024-06-13,Suspended,17.33,12,2025-11-25
47468,894410453243333175974,73,827,1GB,2025-03-27,Terminated,8.66,60,2025-05-13
47469,894414394813261974149,30,268,10MB,2020-10-06,Active,15.05,12,2023-06-24
47470,894495310400693607264,6,136,100MB,2023-05-06,Active,13.45,12,2025-07-25
47471,894451883064389466548,1,536,100MB,2020-12-22,Active,4.68,12,2023-10-15
47472,894421486673506989921,65,688,Unlimited,2020-08-28,Active,6.86,12,2024-03-29
47473,894434908503547808524,19,798,1GB,2022-11-25,Active,17.61,24,2023-01-21
47474,894443912217005784143,64,536,5GB,2025-12-25,Terminated,14.4,12,2025-12-26
47475,894468372161164510529,11,596,100MB,2025-09-11,Terminated,8.94,12,2025-10-20
47476,894413766918646201857,86,83,100MB,2022-12-14,Active,11.36,24,2025-01-30
47477,894470129582945609650,67,378,5GB,2023-02-11,Active,18.96,60,2025-04-27
47478,894483062528317673725,70,378,5GB,2021-12-28,Active,13.25,12,2022-03-05
47479,894421717354610985140,34,730,10MB,2023-01-23,Active,15.04,60,2023-06-09
47480,894447696188568645592,51,309,1MB,2025-08-03,Active,1.29,12,2025-09-11
47481,894429906262047674458,97,717,1GB,2024-06-05,Active,11.81,36,2025-06-29
47482,894436640356532647087,2,392,10MB,2023-03-27,Active,6.02,24,2023-09-22
47483,894447607989239651661,3,857,Unlimited,2021-11-23,Active,1.59,36,2024-07-13
47484,894453116798911551032,23,793,100MB,2021-05-25,Terminated,2.65,12,2024-03-11
47485,894415316143850695300,19,392,Unlimited,2022-12-27,Active,2.76,60,2024-05-15
47486,894461036290520628251,51,352,5GB,2021-06-27,Active,16.72,24,2024-03-04
47487,894470894628859856647,80,570,5GB,2021-02-14,Active,4.98,24,2025-04-15
47488,894464026054393105691,69,88,100MB,2024-10-20,Active,19.44,12,2025-04-22
47489,894457536747259772435,12,557,5GB,2024-01-21,Active,6.59,12,2024-09-26
47490,894443450870784000237,37,449,10MB,2024-04-12,Active,18.76,60,2024-04-17
47491,894450669532113663937,99,853,1GB,2025-03-22,Active,12.41,60,2025-08-09
47492,894476850067386416394,100,922,10MB,2022-10-03,Terminated,9.62,36,2025-11-03
47493,894492040536693034886,88,934,1MB,2025-04-14,Active,18.52,12,2025-08-05
47494,894430747251468574437,1,564,5GB,2024-01-28,Active,9.61,24,2025-02-02
47495,894448192145192287234,25,165,Unlimited,2022-10-16,Active,9.17,12,2025-03-14
47496,894489858680836262926,29,667,100MB,2021-01-18,Active,10.75,36,2021-05-08
47497,894497116552295713885,25,386,1MB,2023-01-17,Active,4.25,12,2023-08-15
47498,894445425140107559263,29,680,1MB,2020-01-30,Active,18.24,12,2024-05-25
47499,894416219912543625640,8,984,Unlimited,2024-04-03,Active,12.69,12,2025-10-22
47500,894415377685053750425,6,809,1MB,2020-03-13,Active,10.37,60,2021-09-13
47501,894487209090173975247,34,965,1GB,2021-02-22,Suspended,19.59,36,2025-07-18
47502,894480021426734561234,1,266,5GB,2025-04-30,Active,10.94,24,2025-11-02
47503,894412120881887655199,59,169,100MB,2021-01-07,Active,8.02,24,2022-09-11
47504,894421577136701944494,77,732,100MB,2024-12-02,Active,12.97,24,2025-11-30
47505,894433749562602651327,58,900,10MB,2020-10-24,Active,5.92,12,2024-11-28
47506,894468246589923117847,37,163,1MB,2022-08-18,Active,19.73,12,2024-08-07
47507,894469332200193817657,81,341,1GB,2020-04-23,Suspended,11.97,36,2021-09-02
47508,894465540954125013197,23,145,5GB,2022-06-13,Suspended,12.01,24,2024-12-29
47509,894441464915346581250,95,608,1GB,2025-08-18,Terminated,7.07,36,2025-12-27
47510,894457752681682816195,67,615,100MB,2025-10-10,Active,3.29,12,2025-11-15
47511,894495510539650458135,6,874,1MB,2021-06-25,Suspended,19.24,60,2021-12-12
47512,894449509362230970668,50,768,Unlimited,2023-06-04,Suspended,14.79,24,2024-01-23
47513,894487604882459333136,46,979,10MB,2020-04-16,Active,7.89,24,2023-09-25
47514,894452332486984740796,99,843,10MB,2021-02-14,Active,19.61,60,2021-03-17
47515,894432869468838990983,98,452,1MB,2024-05-19,Active,3.32,24,2025-09-27
47516,894434900893728152422,36,551,1GB,2020-08-02,Active,12.4,36,2023-06-05
47517,894483618178950440047,64,604,10MB,2022-07-28,Active,18.43,60,2023-01-26
47518,894471022007194619349,70,173,5GB,2025-02-22,Active,16.45,60,2025-04-28
47519,894454768675423476817,9,342,10MB,2024-06-08,Active,16.99,60,2025-02-12
47520,894498692950535471827,5,732,100MB,2022-02-27,Active,8.0,36,2025-03-15
47521,894447906698494418900,48,53,1MB,2020-07-25,Suspended,5.21,12,2020-11-08
47522,894494197139760854982,59,77,1GB,2023-04-10,Active,8.49,36,2025-03-08
47523,894459662061826575479,60,240,10MB,2020-10-08,Active,17.87,12,2021-05-20
47524,894462196406267864918,3,810,5GB,2022-04-23,Active,14.4,36,2023-01-10
47525,894476085811380150024,75,581,Unlimited,2023-05-19,Active,6.98,60,2024-03-20
47526,894442965536974156201,86,15,10MB,2023-11-28,Active,15.89,60,2024-08-03
47527,894416146562073411838,66,53,1GB,2023-06-28,Active,7.19,60,2023-08-23
47528,894455672481807411617,89,311,100MB,2020-09-01,Active,5.13,60,2021-10-19
47529,894459038871565535773,52,504,1GB,2025-02-07,Suspended,16.57,60,2025-04-14
47530,894428550305941677278,74,334,Unlimited,2023-11-03,Active,2.48,36,2024-12-01
47531,894445845183265071718,32,915,10MB,2021-11-26,Active,14.16,24,2023-06-18
47532,894499527948953837065,73,74,100MB,2022-07-22,Active,6.93,12,2025-03-03
47533,894446522160286324011,71,272,1MB,2024-06-08,Active,10.91,36,2025-09-13
47534,894466464127352635986,38,375,1MB,2021-06-07,Active,7.31,12,2021-08-22
47535,894495289560828817144,84,231,1MB,2023-01-16,Active,2.24,60,2023-12-05
47536,894412309591458817326,99,344,1MB,2021-03-14,Active,4.64,60,2024-10-21
47537,894448010675211912996,6,334,100MB,2023-07-27,Active,9.69,36,2024-10-03
47538,894451944917755166114,45,864,1MB,2024-06-23,Active,11.35,36,2025-04-25
47539,894461795536425029755,47,385,Unlimited,2024-01-29,Active,1.66,12,2024-12-03
47540,894455264877615597222,80,616,10MB,2024-11-05,Active,9.31,24,2025-09-10
47541,894492273233795720805,39,912,100MB,2025-04-14,Active,8.2,36,2025-08-30
47542,894416778484034440446,44,163,Unlimited,2024-04-15,Active,8.01,24,2025-01-03
47543,894432805491775776240,61,490,1MB,2023-03-18,Active,3.98,60,2025-11-15
47544,894495915736643022171,54,835,100MB,2024-07-01,Active,12.02,36,2025-04-29
47545,894443320201439531628,44,304,10MB,2020-07-08,Active,12.91,36,2022-02-25
47546,894491838159843339714,46,275,Unlimited,2024-09-20,Active,1.49,24,2025-08-29
47547,894486912984666875471,92,869,5GB,2023-08-13,Active,18.74,24,2023-11-28
47548,894453773670544688288,18,526,10MB,2025-06-06,Terminated,17.23,12,2025-09-17
47549,894416392094905214478,27,680,1GB,2022-12-16,Active,11.27,12,2023-04-28
47550,894425405048795400075,53,444,100MB,2022-02-13,Terminated,12.3,12,2022-08-15
47551,894460713353540157843,99,399,Unlimited,2021-08-08,Terminated,15.96,12,2022-10-17
47552,894426387442184405261,15,76,1GB,2024-01-23,Active,10.92,60,2025-01-28
47553,894442136208531448418,77,998,100MB,2022-01-07,Active,14.59,60,2024-05-30
47554,894484148261581572702,64,146,1MB,2023-11-17,Suspended,10.54,12,2025-04-03
47555,894416685454084702005,88,652,1MB,2023-02-26,Active,17.2,24,2023-08-23
47556,894481032425325677763,98,660,100MB,2022-03-18,Active,13.13,60,2025-09-16
47557,894464512787558281218,26,279,1MB,2020-02-13,Active,13.37,12,2021-08-31
47558,894472957613538023538,30,869,5GB,2023-03-19,Active,7.87,12,2025-08-25
47559,894415781596554139268,10,873,1MB,2024-10-24,Suspended,8.54,60,2025-10-27
47560,894468462992568711486,41,671,Unlimited,2022-03-19,Active,9.36,36,2024-10-10
47561,894455094662180606005,84,291,10MB,2020-04-02,Active,1.78,60,2023-09-30
47562,894481998110641499313,1,431,10MB,2025-02-18,Active,8.56,60,2025-10-18
47563,894433293696021218273,54,891,100MB,2020-05-15,Active,3.4,36,2020-10-07
47564,894483379990625759528,50,674,5GB,2025-08-05,Active,12.82,24,2025-08-06
47565,894422549170246421580,32,216,1MB,2022-08-01,Active,16.01,24,2023-06-21
47566,894476301176733790673,67,730,5GB,2025-08-30,Active,17.48,12,2025-11-30
47567,894425049135226850617,42,731,Unlimited,2021-04-13,Active,18.17,60,2024-07-17
47568,894468793813020374677,88,236,100MB,2021-12-12,Active,17.6,12,2023-03-05
47569,894496421047126543577,4,791,100MB,2022-02-17,Active,18.67,60,2023-12-31
47570,894459966201340774335,78,781,1MB,2024-05-29,Terminated,11.84,12,2025-01-01
47571,894464943270032530320,38,515,100MB,2020-04-15,Active,6.12,12,2025-05-10
47572,894485016993788800005,86,767,5GB,2020-02-01,Suspended,14.73,60,2023-12-27
47573,894488635928639688341,73,63,Unlimited,2020-07-29,Active,6.18,24,2022-01-07
47574,894475566971653805959,94,47,1GB,2025-11-16,Active,12.2,36,2025-12-09
47575,894413363465448042592,8,212,10MB,2025-10-30,Active,3.89,36,2025-11-05
47576,894411524419922755152,17,777,5GB,2022-08-10,Active,17.75,24,2022-11-27
47577,894486622996773236511,72,385,1MB,2025-01-26,Active,10.95,24,2025-03-02
47578,894480250240124196440,25,411,Unlimited,2022-05-08,Active,7.86,60,2025-12-09
47579,894412291801777876211,15,789,5GB,2021-11-15,Active,7.92,36,2024-09-10
47580,894433129522515519750,14,684,10MB,2025-11-17,Active,18.1,12,2025-12-18
47581,894456109960012760253,86,888,Unlimited,2024-05-10,Active,17.87,60,2024-09-07
47582,894495462892866840946,89,639,Unlimited,2020-08-08,Active,9.57,36,2023-09-30
47583,894478713232933324011,84,882,Unlimited,2024-01-09,Terminated,6.31,60,2024-04-09
47584,894444826855852219615,69,484,1MB,2021-10-17,Active,11.0,12,2024-08-04
47585,894464266745965396533,32,141,5GB,2021-05-01,Active,10.91,36,2025-07-02
47586,894495325184425573702,99,939,1MB,2024-08-01,Active,4.25,60,2025-04-08
47587,894460043308172347017,55,787,Unlimited,2022-05-04,Active,4.91,12,2023-08-16
47588,894491424198369479888,31,499,1GB,2024-02-14,Active,13.21,60,2024-08-08
47589,894450694114411100353,62,569,1MB,2023-04-27,Terminated,12.03,12,2025-01-28
47590,894487622455187120343,42,407,5GB,2020-01-04,Suspended,12.5,60,2025-10-09
47591,894478448625997140532,88,250,5GB,2025-06-08,Suspended,11.33,60,2025-08-09
47592,894449395304603018874,35,194,100MB,2020-01-18,Active,1.93,60,2022-09-04
47593,894418725671214384098,77,283,1MB,2025-05-19,Active,19.94,60,2025-10-30
47594,894422431474895801814,6,743,Unlimited,2020-01-27,Active,2.09,36,2023-06-02
47595,894471800195791179169,37,853,5GB,2020-05-21,Active,7.52,36,2024-02-19
47596,894455849222534913570,12,548,100MB,2023-01-16,Active,4.63,60,2023-04-11
47597,894459953440610558531,73,145,Unlimited,2020-04-04,Active,9.75,36,2021-09-16
47598,894449677392746689006,74,765,Unlimited,2022-10-28,Active,13.24,24,2022-12-01
47599,894429568493651356036,46,547,1GB,2023-12-14,Active,14.61,24,2024-03-12
47600,894455965922295275842,29,289,10MB,2023-01-02,Terminated,19.12,36,2025-01-05
47601,894435785541208174176,30,105,10MB,2023-02-19,Active,4.12,12,2024-07-09
47602,894431138183156963362,96,15,10MB,2022-05-17,Active,15.11,36,2023-11-12
47603,894487573350878141076,51,155,5GB,2024-12-22,Active,14.94,12,2025-05-18
47604,894468479690801022206,79,659,Unlimited,2021-06-02,Active,18.27,60,2023-07-03
47605,894490233317550318053,87,969,Unlimited,2020-02-14,Active,18.69,12,2022-11-18
47606,894471155229847584801,78,877,10MB,2020-12-10,Active,1.06,60,2025-11-26
47607,894483982574783066164,73,411,5GB,2022-06-11,Active,6.1,60,2023-02-16
47608,894419918463713120852,70,52,1GB,2020-09-21,Active,9.28,24,2021-06-04
47609,894478381164142486828,27,601,5GB,2025-03-06,Active,10.1,12,2025-11-09
47610,894499298293880611149,95,977,1MB,2024-10-09,Active,15.45,60,2025-12-13
47611,894426818856748772062,5,635,100MB,2023-11-27,Active,5.49,36,2025-11-11
47612,894484451302408325789,48,126,Unlimited,2023-05-27,Terminated,12.36,24,2024-09-14
47613,894450046522046436160,78,222,Unlimited,2020-07-08,Active,11.95,12,2022-12-16
47614,894410759297999375507,80,692,1GB,2023-06-24,Active,12.46,60,2024-12-16
47615,894435169727126828911,26,654,10MB,2020-07-19,Active,18.6,36,2024-06-24
47616,894422774583000133152,17,741,5GB,2025-06-13,Active,7.98,24,2025-07-02
47617,894450978652915481368,29,746,10MB,2020-03-12,Active,1.84,60,2022-07-14
47618,894482515784018648756,22,159,1MB,2023-10-19,Active,9.34,36,2024-05-16
47619,894488601629760171391,60,897,100MB,2023-10-08,Active,5.45,36,2025-10-26
47620,894455204501258982556,92,872,Unlimited,2021-04-19,Active,6.84,24,2022-12-08
47621,894450928975792224735,96,973,5GB,2024-09-07,Active,6.55,24,2025-07-05
47622,894414195350156149340,59,909,Unlimited,2025-02-27,Active,10.95,24,2025-11-04
47623,894422907767798616354,64,166,1GB,2020-07-28,Suspended,2.55,60,2025-11-11
47624,894485091490082832823,32,328,1MB,2022-12-22,Active,10.1,24,2023-04-04
47625,894465524624827274854,37,248,10MB,2022-09-09,Active,19.7,12,2024-11-09
47626,894450657601341988403,3,937,5GB,2023-09-14,Active,12.74,24,2025-10-30
47627,894456912472752784051,89,142,5GB,2025-12-27,Active,12.58,12,2025-12-28
47628,894479788817956868589,34,718,5GB,2024-12-08,Terminated,12.7,12,2025-08-10
47629,894438510355169296801,6,155,5GB,2024-05-12,Active,19.21,60,2025-01-16
47630,894477426854515933754,35,480,Unlimited,2020-05-26,Active,19.77,24,2022-10-30
47631,894412370500790498253,36,52,10MB,2021-01-05,Active,3.5,24,2023-10-13
47632,894415828878139439033,79,422,1MB,2021-01-01,Active,4.52,12,2025-02-02
47633,894414638680906441939,24,357,Unlimited,2022-05-13,Active,12.69,24,2023-03-31
47634,894456840905661408402,35,52,1MB,2024-02-15,Active,5.92,60,2024-05-31
47635,894427815920215798102,25,421,100MB,2024-08-27,Terminated,14.24,12,2025-12-20
47636,894441108542190656011,77,871,100MB,2024-04-19,Active,5.73,12,2024-09-06
47637,894455512044679925376,98,111,10MB,2025-01-24,Terminated,7.83,60,2025-08-07
47638,894486219894340523865,33,857,1MB,2023-03-31,Active,6.09,60,2025-01-16
47639,894437549055269462426,77,217,1MB,2021-11-02,Suspended,18.58,12,2025-04-05
47640,894442989204451589160,24,645,1MB,2025-01-26,Active,18.82,12,2025-03-11
47641,894431710595506907289,28,804,5GB,2021-05-07,Terminated,14.22,36,2022-03-17
47642,894441084421395648212,30,950,1GB,2023-05-11,Suspended,2.99,12,2024-12-03
47643,894432308441213941337,46,923,5GB,2023-12-09,Active,8.15,36,2024-08-29
47644,894413047238101596524,1,748,1GB,2021-10-17,Active,10.98,24,2024-11-14
47645,894484194178422123458,1,43,100MB,2022-09-09,Terminated,13.38,24,2023-05-24
47646,894488531498249441376,43,15,10MB,2025-03-10,Suspended,8.72,36,2025-07-03
47647,894420424003402472014,85,179,1MB,2020-11-13,Active,7.01,60,2024-06-12
47648,894416449966873911403,90,103,1GB,2025-07-03,Active,12.39,24,2025-08-26
47649,894421365569686815233,75,428,10MB,2021-10-25,Active,1.14,60,2022-11-15
47650,894443524772948100341,10,7,Unlimited,2021-12-30,Active,16.52,36,2025-07-10
47651,894482498189265448695,64,669,100MB,2020-08-18,Active,12.34,60,2024-12-11
47652,894464015230216984197,48,189,10MB,2025-08-31,Terminated,10.38,36,2025-09-09
47653,894463563961227054747,33,719,1MB,2020-11-23,Active,7.79,36,2025-04-13
47654,894411461157815413340,14,976,1MB,2021-01-16,Active,1.71,60,2023-04-27
47655,894494018002870142841,69,101,1MB,2020-09-14,Active,5.91,60,2025-12-07
47656,894463541665799261319,2,806,5GB,2020-12-05,Active,12.16,12,2024-07-06
47657,894434288452855449389,14,851,1MB,2022-07-12,Active,15.31,60,2023-07-17
47658,894457635633136391679,54,374,Unlimited,2024-12-03,Active,18.59,36,2025-09-10
47659,894425055325347437836,38,740,5GB,2023-07-11,Active,1.36,12,2025-03-18
47660,894495209130408512641,16,2,5GB,2022-07-09,Active,10.96,12,2023-12-06
47661,894448094478158198027,28,447,10MB,2022-05-12,Active,6.59,60,2025-02-01
47662,894473331730827662971,61,633,1MB,2020-09-18,Active,7.43,24,2023-02-23
47663,894416455717325465088,30,197,1GB,2021-02-08,Active,1.49,24,2025-05-11
