cell_id,site_id,cell_name,cell_type,technology,frequency_band,frequency_mhz,bandwidth_mhz,sector,azimuth_degrees,electrical_tilt,mechanical_tilt,antenna_height_m,tx_power_dbm,max_throughput_mbps,max_connected_users,pci,tac,vendor,status
628,196,NR-EDI-ROO-0196-A,NR,5G NR,n77,3700,80,1,0,7,3,30,42,1308,669,286,98433,Ericsson,Degraded
629,196,LTE-EDI-ROO-0196-A,LTE,4G LTE,B7,2600,20,1,0,2,3,30,44,317,151,286,25859,Ericsson,Degraded
630,196,NR-EDI-ROO-0196-B,NR,5G NR,n77,3700,80,2,120,3,2,30,40,1148,424,80,21343,Ericsson,Degraded
631,196,LTE-EDI-ROO-0196-B,LTE,4G LTE,B20,800,10,2,120,8,1,30,43,120,383,247,84940,Ericsson,Degraded
632,196,NR-EDI-ROO-0196-C,NR,5G NR,n1,2100,20,3,240,7,3,30,43,330,818,372,12559,Ericsson,Degraded
633,196,LTE-EDI-ROO-0196-C,LTE,4G LTE,B3,1800,20,3,240,4,5,30,46,238,420,104,81999,Ericsson,Degraded
634,197,NR-EDI-MAC-0197-A,NR,5G NR,n77,3700,80,1,0,4,3,36,40,1384,631,209,50296,Nokia,Active
635,197,NR-EDI-MAC-0197-B,NR,5G NR,n258,26000,400,2,120,3,0,36,46,3552,471,367,10152,Nokia,Active
636,197,NR-EDI-MAC-0197-C,NR,5G NR,n78,3500,100,3,240,7,3,36,40,993,649,425,87821,Nokia,Active
637,198,NR-EDI-DAS-0198-A,NR,5G NR,n78,3500,100,1,0,8,1,10,43,1257,323,266,17965,Huawei,Active
638,198,LTE-EDI-DAS-0198-A,LTE,4G LTE,B7,2600,20,1,0,8,4,10,41,382,261,84,14795,Huawei,Active
639,198,NR-EDI-DAS-0198-B,NR,5G NR,n258,26000,400,2,180,6,4,10,41,3639,217,139,76139,Huawei,Active
640,198,LTE-EDI-DAS-0198-B,LTE,4G LTE,B1,2100,15,2,180,5,5,10,42,139,422,276,67705,Huawei,Active
641,199,NR-EDI-SMA-0199-A,NR,5G NR,n258,26000,400,1,0,6,3,5,42,3912,290,30,72229,Huawei,Active
642,199,NR-EDI-SMA-0199-B,NR,5G NR,n28,700,20,2,180,5,2,5,43,437,748,68,65976,Huawei,Active
643,200,NR-EDI-DAS-0200-A,NR,5G NR,n258,26000,400,1,0,7,2,3,40,2809,384,395,88391,Ericsson,Active
644,200,NR-EDI-DAS-0200-B,NR,5G NR,n1,2100,20,2,180,2,3,3,44,382,914,138,75327,Ericsson,Active
645,201,NR-EDI-SMA-0201-A,NR,5G NR,n258,26000,400,1,0,2,0,10,41,3182,379,157,53757,Nokia,Active
646,201,NR-EDI-SMA-0201-B,NR,5G NR,n77,3700,80,2,180,3,3,10,41,952,331,203,90144,Nokia,Active
647,202,NR-EDI-SMA-0202-A,NR,5G NR,n77,3700,80,1,0,3,5,14,43,859,410,339,43513,Huawei,Active
648,202,NR-EDI-SMA-0202-B,NR,5G NR,n28,700,20,2,180,5,1,14,41,387,780,5,90188,Huawei,Active
649,203,NR-CAR-SMA-0203-A,NR,5G NR,n78,3500,100,1,0,8,2,15,46,1272,685,389,15140,Huawei,Active
650,203,NR-CAR-SMA-0203-B,NR,5G NR,n258,26000,400,2,120,2,3,15,44,2465,371,175,29220,Huawei,Active
651,203,NR-CAR-SMA-0203-C,NR,5G NR,n77,3700,80,3,240,5,5,15,43,1078,538,188,26013,Huawei,Active
652,204,NR-CAR-SMA-0204-A,NR,5G NR,n77,3700,80,1,0,6,1,10,43,1150,662,389,92952,Samsung,Active
653,204,NR-CAR-SMA-0204-B,NR,5G NR,n1,2100,20,2,120,7,2,10,46,312,463,429,37517,Samsung,Active
654,204,NR-CAR-SMA-0204-C,NR,5G NR,n258,26000,400,3,240,6,1,10,41,3481,408,69,74561,Samsung,Active
655,205,NR-CAR-SMA-0205-A,NR,5G NR,n258,26000,400,1,0,4,1,13,41,2472,311,272,56524,Ericsson,Active
656,205,LTE-CAR-SMA-0205-A,LTE,4G LTE,B7,2600,20,1,0,3,3,13,41,240,283,458,38719,Ericsson,Active
657,206,NR-CAR-ROO-0206-A,NR,5G NR,n258,26000,400,1,0,3,2,17,46,3380,290,296,37249,Huawei,Active
658,207,NR-CAR-SMA-0207-A,NR,5G NR,n78,3500,100,1,0,8,1,12,45,836,419,241,16973,Nokia,Active
659,208,NR-CAR-SMA-0208-A,NR,5G NR,n78,3500,100,1,0,6,2,9,41,1356,654,335,37212,Ericsson,Active
660,208,NR-CAR-SMA-0208-B,NR,5G NR,n28,700,20,2,120,7,3,9,40,317,609,136,35888,Ericsson,Active
661,208,NR-CAR-SMA-0208-C,NR,5G NR,n77,3700,80,3,240,8,1,9,45,1038,754,63,92871,Ericsson,Active
662,209,NR-CAR-DAS-0209-A,NR,5G NR,n1,2100,20,1,0,6,2,9,42,563,615,204,93180,Nokia,Active
663,209,LTE-CAR-DAS-0209-A,LTE,4G LTE,B20,800,10,1,0,7,3,9,44,66,484,320,11656,Nokia,Active
664,210,NR-CAR-SMA-0210-A,NR,5G NR,n28,700,20,1,0,5,0,5,44,537,624,268,94111,Nokia,Active
665,211,NR-CAR-SMA-0211-A,NR,5G NR,n28,700,20,1,0,5,4,13,45,358,888,197,80825,Nokia,Active
666,211,NR-CAR-SMA-0211-B,NR,5G NR,n78,3500,100,2,120,5,2,13,42,1468,621,432,56732,Nokia,Active
667,211,NR-CAR-SMA-0211-C,NR,5G NR,n28,700,20,3,240,2,2,13,43,454,547,340,80697,Nokia,Active
668,212,NR-CAR-DAS-0212-A,NR,5G NR,n77,3700,80,1,0,7,1,8,43,1274,617,148,13947,Huawei,Active
669,212,LTE-CAR-DAS-0212-A,LTE,4G LTE,B1,2100,15,1,0,7,3,8,41,152,274,331,88975,Huawei,Active
670,212,NR-CAR-DAS-0212-B,NR,5G NR,n258,26000,400,2,180,4,4,8,41,3069,471,134,27404,Huawei,Active
671,212,LTE-CAR-DAS-0212-B,LTE,4G LTE,B3,1800,20,2,180,3,4,8,43,246,219,314,89585,Huawei,Active
672,213,NR-CAR-SMA-0213-A,NR,5G NR,n258,26000,400,1,0,8,1,13,45,3871,465,108,20525,Ericsson,Active
673,213,NR-CAR-SMA-0213-B,NR,5G NR,n28,700,20,2,180,3,0,13,44,311,643,261,59038,Ericsson,Active
674,214,NR-CAR-DAS-0214-A,NR,5G NR,n1,2100,20,1,0,8,2,3,46,515,753,41,99251,Nokia,Active
675,214,NR-CAR-DAS-0214-B,NR,5G NR,n78,3500,100,2,180,2,3,3,43,930,469,222,95111,Nokia,Active
676,215,NR-BEL-MAC-0215-A,NR,5G NR,n1,2100,20,1,0,5,5,38,43,507,437,114,49015,Nokia,Active
677,215,NR-BEL-MAC-0215-B,NR,5G NR,n258,26000,400,2,60,2,2,38,46,2855,441,290,85629,Nokia,Active
678,215,NR-BEL-MAC-0215-C,NR,5G NR,n1,2100,20,3,120,3,4,38,44,519,652,183,90692,Nokia,Active
679,215,NR-BEL-MAC-0215-D,NR,5G NR,n78,3500,100,4,180,6,2,38,41,800,418,158,29219,Nokia,Active
680,215,NR-BEL-MAC-0215-E,NR,5G NR,n258,26000,400,5,240,3,0,38,42,2780,286,180,84184,Nokia,Active
681,215,NR-BEL-MAC-0215-F,NR,5G NR,n258,26000,400,6,300,4,1,38,44,2495,426,346,64346,Nokia,Active
682,216,NR-BEL-SMA-0216-A,NR,5G NR,n77,3700,80,1,0,4,4,7,42,1410,609,469,88181,Huawei,Maintenance
683,216,LTE-BEL-SMA-0216-A,LTE,4G LTE,B1,2100,15,1,0,6,4,7,42,101,302,164,47486,Huawei,Maintenance
684,216,NR-BEL-SMA-0216-B,NR,5G NR,n258,26000,400,2,120,8,5,7,45,2741,422,188,36002,Huawei,Maintenance
685,216,LTE-BEL-SMA-0216-B,LTE,4G LTE,B20,800,10,2,120,6,3,7,41,110,329,16,17022,Huawei,Maintenance
686,216,NR-BEL-SMA-0216-C,NR,5G NR,n77,3700,80,3,240,7,1,7,45,893,308,413,71307,Huawei,Maintenance
687,216,LTE-BEL-SMA-0216-C,LTE,4G LTE,B3,1800,20,3,240,3,5,7,45,197,392,498,31986,Huawei,Maintenance
688,217,NR-BEL-DAS-0217-A,NR,5G NR,n28,700,20,1,0,3,5,8,45,499,872,423,34364,Ericsson,Active
689,217,LTE-BEL-DAS-0217-A,LTE,4G LTE,B3,1800,20,1,0,6,3,8,42,152,345,288,38026,Ericsson,Active
690,218,NR-BEL-SMA-0218-A,NR,5G NR,n1,2100,20,1,0,7,3,15,40,333,836,408,22587,Samsung,Active
691,219,NR-BEL-SMA-0219-A,NR,5G NR,n1,2100,20,1,0,6,0,14,42,363,434,280,78078,Ericsson,Active
692,219,LTE-BEL-SMA-0219-A,LTE,4G LTE,B7,2600,20,1,0,7,3,14,41,301,155,499,30218,Ericsson,Active
693,219,NR-BEL-SMA-0219-B,NR,5G NR,n258,26000,400,2,120,8,3,14,46,2633,355,393,83088,Ericsson,Active
694,219,LTE-BEL-SMA-0219-B,LTE,4G LTE,B3,1800,20,2,120,4,4,14,42,220,463,322,46620,Ericsson,Active
695,219,NR-BEL-SMA-0219-C,NR,5G NR,n78,3500,100,3,240,8,0,14,46,1295,520,417,90787,Ericsson,Active
696,219,LTE-BEL-SMA-0219-C,LTE,4G LTE,B20,800,10,3,240,5,0,14,43,126,401,149,96105,Ericsson,Active
697,220,NR-BEL-SMA-0220-A,NR,5G NR,n28,700,20,1,0,2,2,9,42,586,510,384,74335,Nokia,Active
698,220,NR-BEL-SMA-0220-B,NR,5G NR,n77,3700,80,2,180,5,4,9,46,1078,514,153,43415,Nokia,Active
699,221,NR-BEL-SMA-0221-A,NR,5G NR,n258,26000,400,1,0,7,1,5,44,3623,309,225,81971,Ericsson,Active
700,222,NR-BEL-MAC-0222-A,NR,5G NR,n78,3500,100,1,0,6,4,37,40,1133,366,337,53483,Nokia,Active
701,222,NR-BEL-MAC-0222-B,NR,5G NR,n258,26000,400,2,120,2,4,37,41,2894,376,226,81083,Nokia,Active
702,222,NR-BEL-MAC-0222-C,NR,5G NR,n28,700,20,3,240,2,4,37,44,530,853,472,80745,Nokia,Active
703,223,NR-BEL-SMA-0223-A,NR,5G NR,n1,2100,20,1,0,4,1,11,46,421,855,135,56499,Huawei,Maintenance
704,224,LTE-BEL-DAS-0224-A,LTE,4G LTE,B20,800,10,1,0,6,2,7,44,127,506,109,75976,Samsung,Degraded
705,224,LTE-BEL-DAS-0224-B,LTE,4G LTE,B20,800,10,2,120,7,2,7,40,100,380,76,41423,Samsung,Degraded
706,224,LTE-BEL-DAS-0224-C,LTE,4G LTE,B20,800,10,3,240,7,4,7,46,115,592,344,61109,Samsung,Degraded
707,225,NR-BEL-SMA-0225-A,NR,5G NR,n28,700,20,1,0,4,1,9,42,501,569,396,40434,Ericsson,Maintenance
708,225,NR-BEL-SMA-0225-B,NR,5G NR,n28,700,20,2,180,5,4,9,42,428,941,90,24692,Ericsson,Maintenance
709,226,NR-BEL-SMA-0226-A,NR,5G NR,n77,3700,80,1,0,4,3,9,40,904,651,421,40819,Huawei,Active
710,226,NR-BEL-SMA-0226-B,NR,5G NR,n1,2100,20,2,120,2,4,9,44,531,465,23,37469,Huawei,Active
711,226,NR-BEL-SMA-0226-C,NR,5G NR,n28,700,20,3,240,6,2,9,43,458,829,218,10090,Huawei,Active
712,227,NR-NEW-DAS-0227-A,NR,5G NR,n28,700,20,1,0,3,3,7,43,600,460,132,67841,Huawei,Active
713,227,NR-NEW-DAS-0227-B,NR,5G NR,n28,700,20,2,120,7,4,7,40,535,840,336,20737,Huawei,Active
714,227,NR-NEW-DAS-0227-C,NR,5G NR,n258,26000,400,3,240,3,0,7,46,2166,295,173,15803,Huawei,Active
715,228,NR-NEW-SMA-0228-A,NR,5G NR,n77,3700,80,1,0,7,3,11,45,1388,717,160,56025,Ericsson,Active
716,228,LTE-NEW-SMA-0228-A,LTE,4G LTE,B7,2600,20,1,0,7,5,11,40,381,278,326,83797,Ericsson,Active
717,228,NR-NEW-SMA-0228-B,NR,5G NR,n78,3500,100,2,180,8,2,11,40,843,703,160,78306,Ericsson,Active
718,228,LTE-NEW-SMA-0228-B,LTE,4G LTE,B3,1800,20,2,180,4,1,11,46,155,310,278,64523,Ericsson,Active
719,229,NR-NEW-DAS-0229-A,NR,5G NR,n258,26000,400,1,0,8,1,6,44,2002,251,160,51373,Huawei,Active
720,230,NR-NEW-MAC-0230-A,NR,5G NR,n78,3500,100,1,0,6,2,29,46,826,385,437,73166,Ericsson,Active
721,230,LTE-NEW-MAC-0230-A,LTE,4G LTE,B3,1800,20,1,0,2,0,29,40,232,205,94,48574,Ericsson,Active
722,230,NR-NEW-MAC-0230-B,NR,5G NR,n28,700,20,2,120,6,0,29,42,538,496,286,17182,Ericsson,Active
723,230,LTE-NEW-MAC-0230-B,LTE,4G LTE,B7,2600,20,2,120,6,2,29,44,391,173,290,85811,Ericsson,Active
724,230,NR-NEW-MAC-0230-C,NR,5G NR,n78,3500,100,3,240,5,5,29,46,994,767,370,58978,Ericsson,Active
725,230,LTE-NEW-MAC-0230-C,LTE,4G LTE,B20,800,10,3,240,2,4,29,40,95,472,343,87740,Ericsson,Active
726,231,NR-NEW-MAC-0231-A,NR,5G NR,n77,3700,80,1,0,6,3,27,40,1390,510,256,66767,Nokia,Active
727,231,NR-NEW-MAC-0231-B,NR,5G NR,n258,26000,400,2,60,2,4,27,40,2157,447,328,50788,Nokia,Active
728,231,NR-NEW-MAC-0231-C,NR,5G NR,n1,2100,20,3,120,7,1,27,46,375,608,427,83203,Nokia,Active
729,231,NR-NEW-MAC-0231-D,NR,5G NR,n28,700,20,4,180,7,0,27,44,308,902,216,20974,Nokia,Active
730,231,NR-NEW-MAC-0231-E,NR,5G NR,n77,3700,80,5,240,3,1,27,40,1405,412,390,35521,Nokia,Active
731,231,NR-NEW-MAC-0231-F,NR,5G NR,n28,700,20,6,300,3,1,27,40,595,761,288,44758,Nokia,Active
732,232,NR-NEW-SMA-0232-A,NR,5G NR,n78,3500,100,1,0,8,1,15,43,1481,326,446,98633,Nokia,Active
733,233,NR-NEW-DAS-0233-A,NR,5G NR,n78,3500,100,1,0,4,4,4,44,1282,553,178,60509,Ericsson,Degraded
734,233,LTE-NEW-DAS-0233-A,LTE,4G LTE,B3,1800,20,1,0,6,0,4,43,214,330,204,23922,Ericsson,Degraded
735,234,NR-NEW-MAC-0234-A,NR,5G NR,n78,3500,100,1,0,5,5,27,41,985,763,369,14302,Nokia,Active
736,234,LTE-NEW-MAC-0234-A,LTE,4G LTE,B3,1800,20,1,0,6,2,27,40,115,398,219,51681,Nokia,Active
737,234,NR-NEW-MAC-0234-B,NR,5G NR,n258,26000,400,2,120,3,0,27,40,3379,247,283,66573,Nokia,Active
738,234,LTE-NEW-MAC-0234-B,LTE,4G LTE,B20,800,10,2,120,6,0,27,40,132,332,341,27270,Nokia,Active
739,234,NR-NEW-MAC-0234-C,NR,5G NR,n77,3700,80,3,240,8,4,27,41,1495,614,100,17770,Nokia,Active
740,234,LTE-NEW-MAC-0234-C,LTE,4G LTE,B3,1800,20,3,240,6,5,27,44,183,382,393,74922,Nokia,Active
741,235,NR-NEW-SMA-0235-A,NR,5G NR,n1,2100,20,1,0,5,1,5,41,369,460,58,47288,Nokia,Active
742,236,NR-NEW-MAC-0236-A,NR,5G NR,n28,700,20,1,0,7,5,37,44,520,968,358,89338,Huawei,Active
743,236,NR-NEW-MAC-0236-B,NR,5G NR,n78,3500,100,2,120,6,5,37,43,820,751,324,24121,Huawei,Active
744,236,NR-NEW-MAC-0236-C,NR,5G NR,n1,2100,20,3,240,2,2,37,42,507,960,15,55059,Huawei,Active
745,237,NR-NEW-SMA-0237-A,NR,5G NR,n77,3700,80,1,0,3,0,6,46,891,333,111,65337,Nokia,Active
746,238,NR-NEW-SMA-0238-A,NR,5G NR,n78,3500,100,1,0,5,2,13,46,1331,362,52,82980,Nokia,Active
747,238,NR-NEW-SMA-0238-B,NR,5G NR,n78,3500,100,2,120,7,3,13,46,1059,430,21,80925,Nokia,Active
748,238,NR-NEW-SMA-0238-C,NR,5G NR,n78,3500,100,3,240,2,2,13,40,1425,555,411,82326,Nokia,Active
749,239,NR-NOT-SMA-0239-A,NR,5G NR,n77,3700,80,1,0,6,2,12,42,1079,517,143,84191,Ericsson,Active
750,239,NR-NOT-SMA-0239-B,NR,5G NR,n28,700,20,2,180,2,4,12,45,315,813,415,53570,Ericsson,Active
751,240,NR-NOT-MAC-0240-A,NR,5G NR,n1,2100,20,1,0,8,1,29,45,317,823,483,69864,Nokia,Active
752,240,LTE-NOT-MAC-0240-A,LTE,4G LTE,B1,2100,15,1,0,5,4,29,44,187,403,112,99686,Nokia,Active
753,240,NR-NOT-MAC-0240-B,NR,5G NR,n1,2100,20,2,120,6,5,29,40,579,756,249,43802,Nokia,Active
754,240,LTE-NOT-MAC-0240-B,LTE,4G LTE,B3,1800,20,2,120,4,1,29,45,170,240,316,96235,Nokia,Active
755,240,NR-NOT-MAC-0240-C,NR,5G NR,n78,3500,100,3,240,4,3,29,46,1097,617,333,68073,Nokia,Active
756,240,LTE-NOT-MAC-0240-C,LTE,4G LTE,B7,2600,20,3,240,8,1,29,45,245,230,389,92195,Nokia,Active
757,241,NR-NOT-DAS-0241-A,NR,5G NR,n1,2100,20,1,0,5,3,4,44,447,865,43,88717,Ericsson,Active
758,242,NR-NOT-DAS-0242-A,NR,5G NR,n28,700,20,1,0,2,3,7,46,399,445,495,47446,Nokia,Active
759,242,NR-NOT-DAS-0242-B,NR,5G NR,n258,26000,400,2,120,7,3,7,40,2284,468,240,48468,Nokia,Active
760,242,NR-NOT-DAS-0242-C,NR,5G NR,n258,26000,400,3,240,4,4,7,40,3823,465,68,99965,Nokia,Active
761,243,NR-NOT-MAC-0243-A,NR,5G NR,n258,26000,400,1,0,5,0,29,40,2265,428,388,61148,Samsung,Maintenance
762,243,NR-NOT-MAC-0243-B,NR,5G NR,n258,26000,400,2,120,5,3,29,40,2280,476,393,34856,Samsung,Maintenance
763,243,NR-NOT-MAC-0243-C,NR,5G NR,n28,700,20,3,240,4,3,29,44,567,530,304,92749,Samsung,Maintenance
764,244,NR-NOT-MAC-0244-A,NR,5G NR,n258,26000,400,1,0,2,3,45,42,2989,223,193,30630,Nokia,Active
765,244,NR-NOT-MAC-0244-B,NR,5G NR,n258,26000,400,2,60,8,5,45,42,3527,451,22,30727,Nokia,Active
766,244,NR-NOT-MAC-0244-C,NR,5G NR,n78,3500,100,3,120,5,1,45,41,1172,720,44,29335,Nokia,Active
767,244,NR-NOT-MAC-0244-D,NR,5G NR,n28,700,20,4,180,3,1,45,42,375,680,77,54770,Nokia,Active
768,244,NR-NOT-MAC-0244-E,NR,5G NR,n258,26000,400,5,240,2,4,45,42,3702,217,381,78482,Nokia,Active
769,244,NR-NOT-MAC-0244-F,NR,5G NR,n1,2100,20,6,300,2,3,45,41,458,799,55,57443,Nokia,Active
770,245,NR-NOT-SMA-0245-A,NR,5G NR,n78,3500,100,1,0,3,0,10,45,1147,695,184,39840,Samsung,Active
771,246,NR-NOT-SMA-0246-A,NR,5G NR,n28,700,20,1,0,3,5,8,40,401,489,263,45677,Huawei,Active
772,246,NR-NOT-SMA-0246-B,NR,5G NR,n28,700,20,2,120,4,4,8,46,511,417,319,40138,Huawei,Active
773,246,NR-NOT-SMA-0246-C,NR,5G NR,n28,700,20,3,240,3,1,8,45,376,648,367,26197,Huawei,Active
774,247,NR-NOT-MAC-0247-A,NR,5G NR,n78,3500,100,1,0,3,4,29,42,1419,343,469,43835,Nokia,Active
775,247,NR-NOT-MAC-0247-B,NR,5G NR,n77,3700,80,2,120,8,2,29,45,911,705,328,19844,Nokia,Active
776,247,NR-NOT-MAC-0247-C,NR,5G NR,n28,700,20,3,240,8,3,29,44,315,951,113,44765,Nokia,Active
777,248,NR-NOT-SMA-0248-A,NR,5G NR,n77,3700,80,1,0,7,3,14,46,1497,731,246,87560,Nokia,Active
778,248,NR-NOT-SMA-0248-B,NR,5G NR,n1,2100,20,2,120,2,1,14,40,377,711,475,25041,Nokia,Active
779,248,NR-NOT-SMA-0248-C,NR,5G NR,n258,26000,400,3,240,3,1,14,40,3905,471,111,74498,Nokia,Active
780,249,NR-NOT-SMA-0249-A,NR,5G NR,n1,2100,20,1,0,2,4,7,40,589,929,334,12030,Nokia,Active
781,249,LTE-NOT-SMA-0249-A,LTE,4G LTE,B20,800,10,1,0,5,1,7,46,137,590,159,31315,Nokia,Active
782,250,NR-NOT-SMA-0250-A,NR,5G NR,n258,26000,400,1,0,6,4,5,46,2704,437,412,67045,Nokia,Active
783,250,NR-NOT-SMA-0250-B,NR,5G NR,n77,3700,80,2,180,4,4,5,43,1495,470,231,46993,Nokia,Active
784,251,NR-SOU-MAC-0251-A,NR,5G NR,n28,700,20,1,0,3,5,43,42,365,827,257,78508,Huawei,Active
785,251,NR-SOU-MAC-0251-B,NR,5G NR,n1,2100,20,2,120,7,3,43,46,373,600,320,29542,Huawei,Active
786,251,NR-SOU-MAC-0251-C,NR,5G NR,n28,700,20,3,240,7,1,43,41,459,702,327,52195,Huawei,Active
787,252,NR-SOU-SMA-0252-A,NR,5G NR,n77,3700,80,1,0,2,3,11,44,1134,359,347,83020,Nokia,Active
788,252,LTE-SOU-SMA-0252-A,LTE,4G LTE,B3,1800,20,1,0,4,0,11,41,241,212,128,54093,Nokia,Active
789,252,NR-SOU-SMA-0252-B,NR,5G NR,n28,700,20,2,180,7,4,11,41,417,967,261,71830,Nokia,Active
790,252,LTE-SOU-SMA-0252-B,LTE,4G LTE,B3,1800,20,2,180,5,3,11,43,101,334,222,59766,Nokia,Active
791,253,LTE-SOU-MAC-0253-A,LTE,4G LTE,B7,2600,20,1,0,6,1,39,44,381,161,279,74899,Huawei,Active
792,253,LTE-SOU-MAC-0253-B,LTE,4G LTE,B1,2100,15,2,120,5,0,39,45,182,456,340,26958,Huawei,Active
793,253,LTE-SOU-MAC-0253-C,LTE,4G LTE,B20,800,10,3,240,4,1,39,40,130,541,350,38199,Huawei,Active
794,254,LTE-SOU-MAC-0254-A,LTE,4G LTE,B7,2600,20,1,0,6,1,32,40,342,242,190,27860,Nokia,Active
795,254,LTE-SOU-MAC-0254-B,LTE,4G LTE,B7,2600,20,2,120,7,5,32,40,232,174,246,48736,Nokia,Active
796,254,LTE-SOU-MAC-0254-C,LTE,4G LTE,B20,800,10,3,240,3,0,32,45,82,434,419,25962,Nokia,Active
797,255,NR-SOU-MAC-0255-A,NR,5G NR,n78,3500,100,1,0,4,2,41,42,1196,341,72,87447,Ericsson,Active
798,255,LTE-SOU-MAC-0255-A,LTE,4G LTE,B7,2600,20,1,0,7,3,41,42,278,240,138,36835,Ericsson,Active
799,255,NR-SOU-MAC-0255-B,NR,5G NR,n77,3700,80,2,120,8,4,41,46,870,604,245,22672,Ericsson,Active
800,255,LTE-SOU-MAC-0255-B,LTE,4G LTE,B20,800,10,2,120,3,1,41,46,137,485,124,46258,Ericsson,Active
801,255,NR-SOU-MAC-0255-C,NR,5G NR,n1,2100,20,3,240,6,3,41,46,530,568,315,71263,Ericsson,Active
802,255,LTE-SOU-MAC-0255-C,LTE,4G LTE,B20,800,10,3,240,8,0,41,45,61,312,105,92992,Ericsson,Active
803,256,NR-SOU-SMA-0256-A,NR,5G NR,n28,700,20,1,0,4,4,6,44,415,701,254,57749,Nokia,Active
804,256,LTE-SOU-SMA-0256-A,LTE,4G LTE,B1,2100,15,1,0,7,0,6,45,241,411,271,78615,Nokia,Active
805,257,NR-SOU-ROO-0257-A,NR,5G NR,n1,2100,20,1,0,6,3,24,40,347,887,485,27148,Ericsson,Maintenance
806,257,LTE-SOU-ROO-0257-A,LTE,4G LTE,B20,800,10,1,0,6,1,24,43,96,593,310,43440,Ericsson,Maintenance
807,257,NR-SOU-ROO-0257-B,NR,5G NR,n77,3700,80,2,180,3,4,24,41,1267,523,251,47809,Ericsson,Maintenance
808,257,LTE-SOU-ROO-0257-B,LTE,4G LTE,B20,800,10,2,180,2,1,24,41,76,409,95,40030,Ericsson,Maintenance
809,258,NR-SOU-SMA-0258-A,NR,5G NR,n1,2100,20,1,0,6,0,6,43,464,670,7,47989,Nokia,Active
810,258,LTE-SOU-SMA-0258-A,LTE,4G LTE,B7,2600,20,1,0,4,5,6,45,252,180,449,78860,Nokia,Active
811,258,NR-SOU-SMA-0258-B,NR,5G NR,n77,3700,80,2,120,5,2,6,43,1205,584,241,75060,Nokia,Active
812,258,LTE-SOU-SMA-0258-B,LTE,4G LTE,B1,2100,15,2,120,2,1,6,43,101,435,197,63887,Nokia,Active
813,258,NR-SOU-SMA-0258-C,NR,5G NR,n28,700,20,3,240,2,5,6,43,505,412,193,28251,Nokia,Active
814,258,LTE-SOU-SMA-0258-C,LTE,4G LTE,B3,1800,20,3,240,2,1,6,46,240,279,351,94543,Nokia,Active
815,259,NR-SOU-DAS-0259-A,NR,5G NR,n1,2100,20,1,0,6,1,5,46,365,523,438,75987,Huawei,Active
816,259,LTE-SOU-DAS-0259-A,LTE,4G LTE,B7,2600,20,1,0,5,4,5,46,337,192,133,67719,Huawei,Active
817,260,NR-LEI-SMA-0260-A,NR,5G NR,n77,3700,80,1,0,7,1,7,44,1236,433,105,35894,Ericsson,Active
818,260,NR-LEI-SMA-0260-B,NR,5G NR,n78,3500,100,2,180,8,2,7,45,1106,669,300,66477,Ericsson,Active
819,261,LTE-LEI-MAC-0261-A,LTE,4G LTE,B3,1800,20,1,0,5,5,41,43,109,405,16,45804,Nokia,Active
820,261,LTE-LEI-MAC-0261-B,LTE,4G LTE,B1,2100,15,2,60,3,1,41,42,159,248,334,44684,Nokia,Active
821,261,LTE-LEI-MAC-0261-C,LTE,4G LTE,B3,1800,20,3,120,8,5,41,42,187,466,296,83717,Nokia,Active
822,261,LTE-LEI-MAC-0261-D,LTE,4G LTE,B20,800,10,4,180,7,2,41,46,64,566,408,66753,Nokia,Active
823,261,LTE-LEI-MAC-0261-E,LTE,4G LTE,B1,2100,15,5,240,4,1,41,40,125,278,14,60960,Nokia,Active
824,261,LTE-LEI-MAC-0261-F,LTE,4G LTE,B3,1800,20,6,300,7,0,41,43,219,485,387,12487,Nokia,Active
825,262,NR-LEI-MAC-0262-A,NR,5G NR,n28,700,20,1,0,8,3,35,42,586,630,320,79340,Ericsson,Active
826,262,LTE-LEI-MAC-0262-A,LTE,4G LTE,B20,800,10,1,0,5,5,35,42,60,652,296,55824,Ericsson,Active
827,262,NR-LEI-MAC-0262-B,NR,5G NR,n28,700,20,2,120,6,2,35,41,582,781,37,91613,Ericsson,Active
828,262,LTE-LEI-MAC-0262-B,LTE,4G LTE,B3,1800,20,2,120,8,1,35,40,227,493,106,63754,Ericsson,Active
829,262,NR-LEI-MAC-0262-C,NR,5G NR,n77,3700,80,3,240,6,3,35,41,1203,472,250,62395,Ericsson,Active
830,262,LTE-LEI-MAC-0262-C,LTE,4G LTE,B7,2600,20,3,240,5,3,35,43,309,283,187,84443,Ericsson,Active
831,263,NR-LEI-MAC-0263-A,NR,5G NR,n77,3700,80,1,0,6,3,36,40,1169,703,106,50448,Nokia,Active
832,263,NR-LEI-MAC-0263-B,NR,5G NR,n78,3500,100,2,120,6,0,36,44,1297,431,177,38843,Nokia,Active
833,263,NR-LEI-MAC-0263-C,NR,5G NR,n1,2100,20,3,240,7,4,36,46,312,960,152,33482,Nokia,Active
834,264,LTE-LEI-SMA-0264-A,LTE,4G LTE,B7,2600,20,1,0,3,1,5,44,325,183,310,11702,Huawei,Active
835,264,LTE-LEI-SMA-0264-B,LTE,4G LTE,B7,2600,20,2,180,4,0,5,40,303,179,48,19829,Huawei,Active
