record_id,site_id,measurement_date,energy_kwh,renewable_kwh,grid_kwh,renewable_pct,carbon_emissions_kg,pue_ratio,cooling_kwh,equipment_kwh
24624,399,2025-12-24,1616.99,862.14,754.85,53.3,150.97,1.67,406.48,985.02
24625,400,2025-12-24,373.35,199.46,173.89,53.4,34.78,1.5,146.39,186.97
24626,401,2025-12-24,512.24,311.79,200.45,60.9,40.09,1.59,102.67,284.76
24627,402,2025-12-24,1197.08,739.87,457.21,61.8,91.44,1.48,339.11,630.8
24628,403,2025-12-24,113.52,65.81,47.72,58.0,9.54,1.71,40.66,62.4
24629,404,2025-12-24,1553.1,936.45,616.66,60.3,123.33,1.36,540.39,1067.82
24630,405,2025-12-24,126.05,72.46,53.59,57.5,10.72,1.59,29.68,64.8
24631,406,2025-12-24,232.18,131.82,100.35,56.8,20.07,1.35,89.71,117.89
24632,407,2025-12-24,453.7,244.57,209.14,53.9,41.83,1.63,99.59,308.6
24633,408,2025-12-24,1375.8,831.76,544.04,60.5,108.81,1.67,466.7,871.2
24634,409,2025-12-24,230.47,140.6,89.87,61.0,17.97,1.71,50.65,123.4
24635,410,2025-12-24,777.96,417.95,360.01,53.7,72.0,1.61,276.38,524.97
24636,411,2025-12-24,116.57,68.0,48.58,58.3,9.72,1.38,40.35,60.36
24637,412,2025-12-24,209.26,113.23,96.03,54.1,19.21,1.32,78.37,107.89
24638,413,2025-12-24,252.03,145.7,106.34,57.8,21.27,1.79,51.73,171.92
24639,414,2025-12-24,1311.17,781.74,529.43,59.6,105.89,1.43,520.39,718.04
24640,415,2025-12-24,275.67,163.46,112.21,59.3,22.44,1.63,102.32,147.03
24641,416,2025-12-24,943.09,506.11,436.98,53.7,87.4,1.44,367.2,495.05
24642,417,2025-12-24,1124.43,605.82,518.62,53.9,103.72,1.35,349.25,573.24
24643,418,2025-12-24,144.15,86.3,57.85,59.9,11.57,1.54,40.29,85.55
24644,419,2025-12-24,952.87,592.8,360.08,62.2,72.02,1.73,223.9,651.96
24645,420,2025-12-24,1068.39,580.59,487.8,54.3,97.56,1.5,395.54,730.95
24646,421,2025-12-24,1494.3,906.51,587.79,60.7,117.56,1.73,440.55,764.84
24647,422,2025-12-24,158.45,96.55,61.9,60.9,12.38,1.46,46.8,88.49
24648,423,2025-12-24,1215.06,711.81,503.26,58.6,100.65,1.74,312.96,751.14
24649,424,2025-12-24,162.64,99.67,62.97,61.3,12.59,1.73,56.63,108.58
24650,425,2025-12-24,1151.7,656.97,494.73,57.0,98.95,1.79,364.5,611.31
24651,426,2025-12-24,810.34,476.4,333.93,58.8,66.79,1.4,220.95,439.49
24652,427,2025-12-24,1286.73,757.38,529.36,58.9,105.87,1.45,497.18,813.17
24653,428,2025-12-24,282.82,170.06,112.76,60.1,22.55,1.54,103.25,151.66
24654,429,2025-12-24,136.92,84.97,51.95,62.1,10.39,1.57,27.39,80.27
24655,430,2025-12-24,292.92,170.85,122.07,58.3,24.41,1.32,114.82,156.26
24656,431,2025-12-24,1295.19,710.76,584.43,54.9,116.89,1.36,497.54,653.18
24657,432,2025-12-24,360.71,203.92,156.79,56.5,31.36,1.36,96.82,209.64
24658,433,2025-12-24,948.14,518.05,430.09,54.6,86.02,1.45,220.69,613.48
24659,434,2025-12-24,51.99,30.86,21.14,59.3,4.23,1.31,10.65,31.25
24660,435,2025-12-24,320.21,181.66,138.55,56.7,27.71,1.58,122.02,188.33
24661,436,2025-12-24,188.33,113.01,75.32,60.0,15.06,1.33,39.93,125.95
24662,437,2025-12-24,182.24,115.09,67.14,63.2,13.43,1.54,55.16,112.91
24663,438,2025-12-24,1370.75,795.32,575.43,58.0,115.09,1.66,303.98,851.32
24664,439,2025-12-24,195.63,109.27,86.36,55.9,17.27,1.64,41.56,110.8
24665,440,2025-12-24,173.63,107.62,66.01,62.0,13.2,1.68,65.42,94.79
24666,441,2025-12-24,984.51,548.51,436.0,55.7,87.2,1.37,284.92,625.34
24667,442,2025-12-24,1185.95,738.76,447.19,62.3,89.44,1.4,345.59,790.93
24668,443,2025-12-24,1060.06,641.88,418.18,60.6,83.64,1.52,313.46,642.33
24669,444,2025-12-24,229.85,140.25,89.59,61.0,17.92,1.61,61.98,126.67
24670,445,2025-12-24,1317.76,785.48,532.28,59.6,106.46,1.49,397.69,913.52
24671,446,2025-12-24,605.92,362.31,243.61,59.8,48.72,1.49,134.26,364.57
24672,447,2025-12-24,1514.06,921.59,592.47,60.9,118.49,1.64,578.96,815.23
24673,448,2025-12-24,236.71,139.58,97.14,59.0,19.43,1.7,62.17,151.03
24674,449,2025-12-24,229.29,122.94,106.35,53.6,21.27,1.55,82.81,141.32
24675,450,2025-12-24,1194.12,722.73,471.39,60.5,94.28,1.48,302.3,688.95
24676,451,2025-12-24,173.85,95.88,77.98,55.1,15.6,1.67,45.77,116.32
24677,452,2025-12-24,356.06,222.01,134.05,62.4,26.81,1.64,84.33,186.54
24678,453,2025-12-24,56.71,30.47,26.24,53.7,5.25,1.53,21.14,38.64
24679,454,2025-12-24,142.38,82.41,59.98,57.9,12.0,1.52,47.08,72.96
24680,455,2025-12-24,808.34,480.37,327.97,59.4,65.59,1.53,167.73,418.1
24681,456,2025-12-24,1075.37,661.4,413.97,61.5,82.79,1.51,262.79,557.67
24682,457,2025-12-24,170.14,103.21,66.93,60.7,13.39,1.39,55.85,116.08
24683,458,2025-12-24,413.72,231.97,181.75,56.1,36.35,1.33,135.13,254.05
24684,459,2025-12-24,295.19,168.0,127.19,56.9,25.44,1.66,103.5,186.46
24685,460,2025-12-24,1296.4,699.49,596.92,54.0,119.38,1.62,289.03,730.89
24686,461,2025-12-24,780.82,417.3,363.52,53.4,72.7,1.77,291.39,539.9
24687,462,2025-12-24,916.01,571.9,344.12,62.4,68.82,1.67,229.04,616.76
24688,463,2025-12-24,1332.35,835.28,497.08,62.7,99.42,1.35,409.65,823.98
24689,464,2025-12-24,785.16,469.53,315.63,59.8,63.13,1.31,254.82,534.22
24690,465,2025-12-24,191.91,110.89,81.02,57.8,16.2,1.63,71.74,121.81
24691,466,2025-12-24,1490.86,897.88,592.99,60.2,118.6,1.53,427.3,786.57
24692,467,2025-12-24,1034.38,584.3,450.08,56.5,90.02,1.33,303.23,685.53
24693,468,2025-12-24,188.57,116.68,71.88,61.9,14.38,1.63,60.24,121.47
24694,469,2025-12-24,112.29,65.09,47.2,58.0,9.44,1.47,35.52,66.75
24695,470,2025-12-24,809.09,440.67,368.42,54.5,73.68,1.59,232.4,468.42
24696,471,2025-12-24,323.32,175.01,148.31,54.1,29.66,1.68,82.57,192.63
24697,472,2025-12-24,478.82,297.46,181.36,62.1,36.27,1.54,108.54,320.4
24698,473,2025-12-24,870.04,538.3,331.74,61.9,66.35,1.48,262.05,534.77
24699,474,2025-12-24,144.38,79.16,65.22,54.8,13.04,1.33,53.62,94.38
24700,475,2025-12-24,1195.69,737.82,457.88,61.7,91.58,1.39,252.45,755.8
24701,1,2025-12-31,189.69,119.18,70.51,62.8,14.1,1.53,59.77,99.12
24702,2,2025-12-31,194.75,104.57,90.18,53.7,18.04,1.77,39.8,123.79
24703,3,2025-12-31,1395.24,866.04,529.2,62.1,105.84,1.59,464.58,764.58
24704,4,2025-12-31,172.48,101.53,70.94,58.9,14.19,1.57,36.13,115.66
24705,5,2025-12-31,922.33,554.22,368.11,60.1,73.62,1.32,332.57,603.71
24706,6,2025-12-31,1402.84,846.69,556.14,60.4,111.23,1.32,417.36,827.36
24707,7,2025-12-31,211.24,131.49,79.76,62.2,15.95,1.56,63.45,132.44
24708,8,2025-12-31,236.73,142.16,94.57,60.1,18.91,1.38,68.04,149.58
24709,9,2025-12-31,133.32,82.66,50.66,62.0,10.13,1.32,39.59,75.84
24710,10,2025-12-31,115.46,72.92,42.54,63.2,8.51,1.63,27.96,78.83
24711,11,2025-12-31,1140.07,637.25,502.82,55.9,100.56,1.46,409.37,671.92
24712,12,2025-12-31,155.59,90.25,65.34,58.0,13.07,1.51,34.24,98.89
24713,13,2025-12-31,1436.06,905.31,530.75,63.0,106.15,1.7,332.56,970.1
24714,14,2025-12-31,415.04,232.07,182.97,55.9,36.59,1.77,120.97,254.08
24715,15,2025-12-31,1099.82,690.7,409.11,62.8,81.82,1.64,275.92,736.42
24716,16,2025-12-31,147.81,91.48,56.33,61.9,11.27,1.48,39.97,79.03
24717,17,2025-12-31,240.67,134.61,106.06,55.9,21.21,1.5,56.07,139.83
24718,18,2025-12-31,280.42,166.52,113.9,59.4,22.78,1.32,59.74,174.37
24719,19,2025-12-31,186.65,108.81,77.84,58.3,15.57,1.59,40.49,128.41
24720,20,2025-12-31,1698.73,1043.16,655.58,61.4,131.12,1.55,668.72,1141.37
24721,21,2025-12-31,82.68,50.74,31.93,61.4,6.39,1.57,31.3,44.36
24722,22,2025-12-31,128.68,81.52,47.16,63.3,9.43,1.52,30.55,87.01
24723,23,2025-12-31,253.51,161.07,92.44,63.5,18.49,1.53,97.6,162.28
24724,24,2025-12-31,882.81,486.91,395.9,55.2,79.18,1.46,340.74,550.94
24725,25,2025-12-31,273.85,147.52,126.33,53.9,25.27,1.8,74.37,170.79
24726,26,2025-12-31,165.66,93.75,71.91,56.6,14.38,1.42,47.16,110.77
24727,27,2025-12-31,1426.7,864.8,561.9,60.6,112.38,1.44,421.6,966.34
24728,28,2025-12-31,1145.58,690.31,455.27,60.3,91.05,1.78,379.13,771.51
24729,29,2025-12-31,200.55,113.59,86.96,56.6,17.39,1.72,74.5,108.13
24730,30,2025-12-31,1673.04,1008.39,664.65,60.3,132.93,1.32,611.47,976.5
24731,31,2025-12-31,79.38,49.6,29.78,62.5,5.96,1.74,17.24,55.23
24732,32,2025-12-31,228.22,123.53,104.68,54.1,20.94,1.42,73.93,140.63
24733,33,2025-12-31,66.58,39.33,27.25,59.1,5.45,1.5,17.88,40.93
24734,34,2025-12-31,1168.99,721.95,447.04,61.8,89.41,1.4,417.49,594.03
24735,35,2025-12-31,462.99,266.07,196.92,57.5,39.38,1.63,106.07,231.66
24736,36,2025-12-31,195.66,108.27,87.39,55.3,17.48,1.49,44.42,132.78
24737,37,2025-12-31,106.6,58.1,48.5,54.5,9.7,1.59,22.99,71.33
24738,38,2025-12-31,94.76,59.2,35.57,62.5,7.11,1.74,26.71,52.95
24739,39,2025-12-31,129.11,77.66,51.45,60.2,10.29,1.62,47.57,80.3
24740,40,2025-12-31,192.25,109.73,82.53,57.1,16.51,1.34,65.06,125.89
24741,41,2025-12-31,165.84,100.75,65.09,60.8,13.02,1.69,62.04,89.75
24742,42,2025-12-31,219.33,122.88,96.45,56.0,19.29,1.79,60.62,148.34
24743,43,2025-12-31,137.25,78.01,59.24,56.8,11.85,1.76,34.13,94.27
24744,44,2025-12-31,1163.03,683.37,479.66,58.8,95.93,1.51,268.96,704.55
24745,45,2025-12-31,163.79,97.69,66.1,59.6,13.22,1.7,61.56,101.71
24746,46,2025-12-31,964.32,591.82,372.51,61.4,74.5,1.76,258.54,638.19
24747,47,2025-12-31,950.84,576.3,374.54,60.6,74.91,1.4,352.34,491.82
24748,48,2025-12-31,126.37,78.71,47.66,62.3,9.53,1.69,35.23,68.83
24749,49,2025-12-31,512.45,290.24,222.21,56.6,44.44,1.32,120.12,294.48
24750,50,2025-12-31,107.6,57.76,49.84,53.7,9.97,1.51,35.9,64.0
24751,51,2025-12-31,347.04,200.54,146.5,57.8,29.3,1.62,100.54,202.64
24752,52,2025-12-31,565.22,337.45,227.77,59.7,45.55,1.35,178.31,320.29
24753,53,2025-12-31,136.22,74.29,61.93,54.5,12.39,1.71,49.99,84.19
24754,54,2025-12-31,1126.13,671.65,454.48,59.6,90.9,1.64,398.21,594.86
24755,55,2025-12-31,256.3,137.98,118.32,53.8,23.66,1.77,54.4,133.02
24756,56,2025-12-31,221.67,125.95,95.72,56.8,19.14,1.58,64.41,123.15
24757,57,2025-12-31,143.74,90.09,53.65,62.7,10.73,1.51,30.57,96.72
24758,58,2025-12-31,1095.45,633.89,461.55,57.9,92.31,1.62,415.52,572.69
24759,59,2025-12-31,1062.83,640.49,422.34,60.3,84.47,1.34,415.89,595.44
24760,60,2025-12-31,212.74,124.59,88.15,58.6,17.63,1.62,47.52,124.04
24761,61,2025-12-31,966.88,547.41,419.47,56.6,83.89,1.33,235.73,647.51
24762,62,2025-12-31,257.27,140.73,116.53,54.7,23.31,1.7,72.87,155.23
24763,63,2025-12-31,150.58,95.4,55.18,63.4,11.04,1.32,33.1,92.09
24764,64,2025-12-31,1407.36,812.9,594.46,57.8,118.89,1.71,546.53,840.59
24765,65,2025-12-31,123.0,75.65,47.35,61.5,9.47,1.4,26.3,81.94
24766,66,2025-12-31,263.97,147.23,116.74,55.8,23.35,1.74,72.99,158.3
24767,67,2025-12-31,143.23,85.48,57.75,59.7,11.55,1.75,43.16,98.68
24768,68,2025-12-31,253.2,155.17,98.03,61.3,19.61,1.76,79.0,174.41
24769,69,2025-12-31,201.4,118.8,82.6,59.0,16.52,1.41,80.1,133.01
24770,70,2025-12-31,1545.72,902.46,643.25,58.4,128.65,1.77,578.78,1023.23
24771,71,2025-12-31,159.23,97.06,62.16,61.0,12.43,1.8,58.29,82.32
24772,72,2025-12-31,208.39,130.42,77.97,62.6,15.59,1.74,81.99,136.28
24773,73,2025-12-31,1184.13,660.64,523.49,55.8,104.7,1.65,260.86,709.6
24774,74,2025-12-31,932.35,587.11,345.24,63.0,69.05,1.73,223.52,605.18
24775,75,2025-12-31,264.79,157.12,107.67,59.3,21.53,1.5,68.25,171.32
24776,76,2025-12-31,168.86,101.84,67.02,60.3,13.4,1.31,44.0,84.57
24777,77,2025-12-31,226.05,135.91,90.15,60.1,18.03,1.64,80.73,123.13
24778,78,2025-12-31,1488.33,864.7,623.63,58.1,124.73,1.44,423.13,822.73
24779,79,2025-12-31,1569.79,923.25,646.54,58.8,129.31,1.36,396.34,1034.29
24780,80,2025-12-31,1315.57,806.53,509.04,61.3,101.81,1.58,459.43,660.72
24781,81,2025-12-31,228.54,124.01,104.52,54.3,20.9,1.31,57.64,131.32
24782,82,2025-12-31,1004.79,556.1,448.69,55.3,89.74,1.62,281.99,615.74
24783,83,2025-12-31,198.83,112.65,86.18,56.7,17.24,1.46,50.74,122.02
24784,84,2025-12-31,370.91,231.58,139.32,62.4,27.86,1.49,75.21,231.22
24785,85,2025-12-31,1364.41,798.44,565.97,58.5,113.19,1.37,449.5,852.18
24786,86,2025-12-31,303.82,191.03,112.79,62.9,22.56,1.51,100.43,207.89
24787,87,2025-12-31,171.48,101.41,70.08,59.1,14.02,1.76,65.59,93.45
24788,88,2025-12-31,1516.27,932.83,583.44,61.5,116.69,1.79,590.47,800.44
24789,89,2025-12-31,409.0,254.08,154.92,62.1,30.98,1.52,148.62,234.74
24790,90,2025-12-31,1423.17,832.87,590.3,58.5,118.06,1.59,524.09,810.52
24791,91,2025-12-31,114.45,71.6,42.85,62.6,8.57,1.74,39.95,72.63
24792,92,2025-12-31,375.23,236.03,139.2,62.9,27.84,1.79,109.11,223.98
24793,93,2025-12-31,307.34,182.81,124.53,59.5,24.91,1.75,75.07,181.86
24794,94,2025-12-31,141.52,89.76,51.76,63.4,10.35,1.77,43.12,73.1
24795,95,2025-12-31,200.42,118.73,81.7,59.2,16.34,1.38,43.8,102.35
24796,96,2025-12-31,496.32,303.88,192.43,61.2,38.49,1.65,150.83,259.66
24797,97,2025-12-31,255.27,157.07,98.2,61.5,19.64,1.7,76.89,137.98
24798,98,2025-12-31,87.56,54.31,33.24,62.0,6.65,1.37,26.52,55.37
24799,99,2025-12-31,1643.64,996.23,647.41,60.6,129.48,1.44,456.73,822.79
24800,100,2025-12-31,489.3,292.87,196.43,59.9,39.29,1.64,179.05,282.56
24801,101,2025-12-31,264.97,159.1,105.87,60.0,21.17,1.74,55.08,166.89
24802,102,2025-12-31,126.76,72.11,54.64,56.9,10.93,1.37,25.91,74.73
24803,103,2025-12-31,254.47,144.18,110.29,56.7,22.06,1.32,66.48,133.51
24804,104,2025-12-31,418.57,246.7,171.86,58.9,34.37,1.62,138.88,215.37
24805,105,2025-12-31,1064.42,605.48,458.94,56.9,91.79,1.4,244.44,650.29
24806,106,2025-12-31,120.71,66.23,54.47,54.9,10.89,1.41,44.22,74.94
24807,107,2025-12-31,245.41,132.89,112.52,54.1,22.5,1.42,85.83,133.14
24808,108,2025-12-31,792.69,497.09,295.6,62.7,59.12,1.45,221.26,525.25
24809,109,2025-12-31,1069.08,661.05,408.02,61.8,81.6,1.8,262.69,647.99
24810,110,2025-12-31,490.81,284.24,206.57,57.9,41.31,1.67,103.69,297.37
24811,111,2025-12-31,281.92,174.85,107.07,62.0,21.41,1.75,84.38,153.23
24812,112,2025-12-31,160.93,99.4,61.53,61.8,12.31,1.65,40.89,89.08
24813,113,2025-12-31,1569.02,947.29,621.73,60.4,124.35,1.6,446.72,1014.89
24814,114,2025-12-31,258.18,153.78,104.4,59.6,20.88,1.7,78.45,133.76
24815,115,2025-12-31,228.76,133.39,95.37,58.3,19.07,1.8,89.86,143.35
24816,116,2025-12-31,153.09,84.85,68.24,55.4,13.65,1.63,53.52,98.65
24817,117,2025-12-31,159.78,86.42,73.36,54.1,14.67,1.55,42.7,85.77
24818,118,2025-12-31,917.93,499.6,418.33,54.4,83.67,1.5,300.45,592.96
24819,119,2025-12-31,135.9,86.34,49.56,63.5,9.91,1.56,33.39,83.51
24820,120,2025-12-31,886.83,476.74,410.1,53.8,82.02,1.69,298.8,525.13
24821,121,2025-12-31,188.42,102.38,86.05,54.3,17.21,1.66,51.03,119.94
24822,122,2025-12-31,413.25,248.36,164.89,60.1,32.98,1.78,103.98,229.88
24823,123,2025-12-31,254.46,146.65,107.81,57.6,21.56,1.43,99.12,146.63
24824,124,2025-12-31,140.08,83.28,56.81,59.4,11.36,1.38,37.16,90.68
24825,125,2025-12-31,129.23,73.25,55.98,56.7,11.2,1.7,47.52,84.77
24826,126,2025-12-31,289.39,180.18,109.2,62.3,21.84,1.51,96.25,155.13
24827,127,2025-12-31,971.34,535.65,435.69,55.1,87.14,1.6,324.65,614.82
24828,128,2025-12-31,333.25,192.71,140.54,57.8,28.11,1.35,95.56,213.97
24829,129,2025-12-31,247.76,152.98,94.78,61.7,18.96,1.65,96.31,165.15
24830,130,2025-12-31,111.92,70.21,41.7,62.7,8.34,1.72,42.55,59.44
24831,131,2025-12-31,934.33,574.33,360.0,61.5,72.0,1.63,254.19,495.18
24832,132,2025-12-31,146.79,83.01,63.77,56.6,12.75,1.57,55.12,76.08
24833,133,2025-12-31,307.05,176.33,130.73,57.4,26.15,1.53,108.34,210.1
24834,134,2025-12-31,233.75,139.57,94.18,59.7,18.84,1.47,86.66,138.05
24835,135,2025-12-31,107.5,60.35,47.15,56.1,9.43,1.66,33.7,67.4
24836,136,2025-12-31,270.04,153.25,116.79,56.8,23.36,1.3,74.11,159.93
24837,137,2025-12-31,189.57,119.12,70.45,62.8,14.09,1.39,66.74,108.26
24838,138,2025-12-31,944.02,529.61,414.42,56.1,82.88,1.32,369.11,625.42
24839,139,2025-12-31,277.5,153.48,124.02,55.3,24.8,1.79,106.39,190.87
24840,140,2025-12-31,302.21,168.16,134.05,55.6,26.81,1.37,73.81,187.36
24841,141,2025-12-31,144.39,89.34,55.06,61.9,11.01,1.43,31.96,97.96
24842,142,2025-12-31,1270.98,698.16,572.81,54.9,114.56,1.32,353.38,844.7
24843,143,2025-12-31,269.42,151.43,118.0,56.2,23.6,1.3,101.92,171.14
24844,144,2025-12-31,1104.56,693.12,411.45,62.8,82.29,1.59,309.72,617.35
24845,145,2025-12-31,134.5,82.84,51.66,61.6,10.33,1.77,50.94,81.52
24846,146,2025-12-31,123.35,75.55,47.8,61.3,9.56,1.78,43.15,84.78
24847,147,2025-12-31,168.88,105.93,62.95,62.7,12.59,1.59,59.43,113.5
24848,148,2025-12-31,242.29,147.57,94.72,60.9,18.94,1.75,79.81,140.74
24849,149,2025-12-31,129.87,73.01,56.85,56.2,11.37,1.74,38.09,75.59
24850,150,2025-12-31,1297.54,695.6,601.94,53.6,120.39,1.76,494.78,845.43
24851,151,2025-12-31,321.33,172.28,149.06,53.6,29.81,1.58,71.96,224.35
24852,152,2025-12-31,297.42,163.76,133.66,55.1,26.73,1.73,71.2,190.05
24853,153,2025-12-31,1215.18,729.12,486.06,60.0,97.21,1.36,364.05,755.45
24854,154,2025-12-31,1137.91,633.56,504.35,55.7,100.87,1.46,274.12,636.09
24855,155,2025-12-31,97.37,60.65,36.72,62.3,7.34,1.5,32.69,58.54
24856,156,2025-12-31,327.51,189.11,138.39,57.7,27.68,1.77,77.64,211.51
24857,157,2025-12-31,187.82,109.3,78.52,58.2,15.7,1.59,67.12,113.07
24858,158,2025-12-31,1098.22,592.63,505.59,54.0,101.12,1.37,346.6,598.35
24859,159,2025-12-31,387.22,214.65,172.57,55.4,34.51,1.46,149.82,207.84
24860,160,2025-12-31,1144.39,664.63,479.76,58.1,95.95,1.51,393.17,717.02
24861,161,2025-12-31,812.02,488.11,323.9,60.1,64.78,1.78,285.65,468.87
24862,162,2025-12-31,342.76,185.81,156.95,54.2,31.39,1.77,134.89,190.09
24863,163,2025-12-31,236.16,129.58,106.58,54.9,21.32,1.78,86.73,147.3
24864,164,2025-12-31,155.85,90.38,65.47,58.0,13.09,1.3,57.37,85.52
24865,165,2025-12-31,1254.68,759.1,495.58,60.5,99.12,1.48,497.68,859.73
24866,166,2025-12-31,206.73,123.98,82.75,60.0,16.55,1.75,66.19,130.77
24867,167,2025-12-31,1657.77,1047.02,610.74,63.2,122.15,1.5,351.62,1088.51
24868,168,2025-12-31,879.81,538.47,341.35,61.2,68.27,1.76,305.96,524.77
24869,169,2025-12-31,291.41,171.17,120.24,58.7,24.05,1.47,111.85,185.63
24870,170,2025-12-31,1575.78,997.2,578.59,63.3,115.72,1.62,394.5,1040.51
24871,171,2025-12-31,276.63,162.08,114.55,58.6,22.91,1.53,83.73,182.72
24872,172,2025-12-31,1279.5,785.43,494.06,61.4,98.81,1.46,306.2,787.71
24873,173,2025-12-31,142.34,82.96,59.38,58.3,11.88,1.37,30.07,95.15
24874,174,2025-12-31,127.12,76.65,50.47,60.3,10.09,1.4,37.94,79.02
24875,175,2025-12-31,1084.02,605.16,478.86,55.8,95.77,1.68,306.21,593.61
24876,176,2025-12-31,179.33,106.98,72.35,59.7,14.47,1.48,53.23,109.52
24877,177,2025-12-31,1566.07,994.0,572.07,63.5,114.41,1.69,414.57,951.67
24878,178,2025-12-31,330.19,209.25,120.94,63.4,24.19,1.32,96.93,165.36
24879,179,2025-12-31,1204.75,718.3,486.45,59.6,97.29,1.5,297.97,648.15
24880,180,2025-12-31,951.59,540.3,411.29,56.8,82.26,1.54,247.84,584.37
24881,181,2025-12-31,66.0,35.69,30.31,54.1,6.06,1.67,25.99,35.52
24882,182,2025-12-31,159.35,94.86,64.49,59.5,12.9,1.42,60.79,104.93
24883,183,2025-12-31,1342.28,773.14,569.15,57.6,113.83,1.41,322.2,887.29
24884,184,2025-12-31,1003.89,617.71,386.17,61.5,77.23,1.32,332.89,551.26
24885,185,2025-12-31,1353.55,770.67,582.87,56.9,116.57,1.73,423.72,721.59
24886,186,2025-12-31,329.15,202.51,126.64,61.5,25.33,1.76,100.48,185.23
24887,187,2025-12-31,230.58,138.12,92.46,59.9,18.49,1.57,63.55,129.65
24888,188,2025-12-31,471.65,257.66,213.99,54.6,42.8,1.71,174.01,273.07
24889,189,2025-12-31,1476.46,901.68,574.78,61.1,114.96,1.42,380.14,884.85
24890,190,2025-12-31,1144.46,724.11,420.34,63.3,84.07,1.37,454.6,744.61
24891,191,2025-12-31,912.94,550.03,362.91,60.2,72.58,1.77,254.18,569.28
24892,192,2025-12-31,139.98,78.64,61.34,56.2,12.27,1.45,47.73,97.24
24893,193,2025-12-31,1203.76,723.26,480.51,60.1,96.1,1.44,312.36,770.31
24894,194,2025-12-31,163.67,94.54,69.13,57.8,13.83,1.42,47.74,82.36
24895,195,2025-12-31,130.67,75.88,54.79,58.1,10.96,1.72,35.03,74.53
24896,196,2025-12-31,346.97,216.4,130.57,62.4,26.11,1.37,128.44,183.74
24897,197,2025-12-31,937.28,516.7,420.58,55.1,84.12,1.31,211.79,478.6
24898,198,2025-12-31,111.36,65.52,45.83,58.8,9.17,1.63,27.36,63.65
24899,199,2025-12-31,246.49,148.59,97.9,60.3,19.58,1.67,94.33,152.49
24900,200,2025-12-31,139.19,84.87,54.32,61.0,10.86,1.75,37.39,92.47
24901,201,2025-12-31,160.1,101.0,59.1,63.1,11.82,1.45,59.26,107.06
24902,202,2025-12-31,118.63,66.78,51.85,56.3,10.37,1.75,34.34,66.42
24903,203,2025-12-31,185.37,107.44,77.93,58.0,15.59,1.69,71.58,97.46
24904,204,2025-12-31,109.84,65.51,44.34,59.6,8.87,1.34,41.73,59.82
24905,205,2025-12-31,266.73,155.36,111.37,58.2,22.27,1.35,67.27,175.57
24906,206,2025-12-31,238.26,138.42,99.84,58.1,19.97,1.72,62.9,144.99
24907,207,2025-12-31,191.31,104.06,87.25,54.4,17.45,1.71,41.12,125.53
24908,208,2025-12-31,191.94,103.57,88.38,54.0,17.68,1.43,70.05,117.77
24909,209,2025-12-31,56.9,32.34,24.56,56.8,4.91,1.57,16.35,38.95
24910,210,2025-12-31,225.17,127.21,97.97,56.5,19.59,1.72,57.05,146.41
24911,211,2025-12-31,297.84,172.72,125.12,58.0,25.02,1.67,77.94,172.29
24912,212,2025-12-31,138.08,81.74,56.34,59.2,11.27,1.72,31.49,70.37
24913,213,2025-12-31,230.22,130.23,100.0,56.6,20.0,1.74,47.0,143.44
24914,214,2025-12-31,163.47,98.27,65.2,60.1,13.04,1.47,40.65,88.68
24915,215,2025-12-31,1468.88,932.07,536.81,63.5,107.36,1.48,542.11,972.73
24916,216,2025-12-31,187.47,104.34,83.13,55.7,16.63,1.64,44.79,126.09
24917,217,2025-12-31,120.36,64.5,55.86,53.6,11.17,1.63,41.69,61.42
24918,218,2025-12-31,263.36,157.06,106.3,59.6,21.26,1.38,71.34,168.57
24919,219,2025-12-31,164.15,101.03,63.12,61.5,12.62,1.7,49.52,94.21
24920,220,2025-12-31,271.58,166.12,105.46,61.2,21.09,1.37,86.94,145.63
24921,221,2025-12-31,167.37,105.94,61.43,63.3,12.29,1.44,39.11,98.63
24922,222,2025-12-31,863.02,542.02,321.0,62.8,64.2,1.78,284.98,469.62
24923,223,2025-12-31,228.08,134.17,93.9,58.8,18.78,1.37,88.18,115.0
24924,224,2025-12-31,114.02,70.55,43.47,61.9,8.69,1.42,45.56,63.98
24925,225,2025-12-31,142.05,88.44,53.61,62.3,10.72,1.72,47.93,84.77
24926,226,2025-12-31,160.26,95.09,65.16,59.3,13.03,1.54,45.18,87.9
24927,227,2025-12-31,135.73,82.02,53.71,60.4,10.74,1.33,44.62,89.09
24928,228,2025-12-31,139.27,77.43,61.84,55.6,12.37,1.56,40.8,93.9
24929,229,2025-12-31,90.02,55.56,34.46,61.7,6.89,1.43,21.82,54.16
24930,230,2025-12-31,1098.43,650.31,448.11,59.2,89.62,1.71,435.28,662.43
24931,231,2025-12-31,919.63,502.59,417.04,54.7,83.41,1.62,271.03,555.15
24932,232,2025-12-31,120.04,65.27,54.77,54.4,10.95,1.64,47.71,74.55
24933,233,2025-12-31,112.4,70.9,41.5,63.1,8.3,1.52,42.3,65.77
24934,234,2025-12-31,1055.38,629.09,426.29,59.6,85.26,1.65,282.33,601.39
24935,235,2025-12-31,104.96,61.54,43.42,58.6,8.68,1.78,27.32,55.89
24936,236,2025-12-31,1035.48,650.52,384.96,62.8,76.99,1.5,225.02,687.56
24937,237,2025-12-31,110.23,69.87,40.36,63.4,8.07,1.75,26.84,65.39
