equipment_id,site_id,equipment_type,equipment_name,vendor,model,serial_number,technology,frequency_band,power_watts,status,install_date,firmware_version
4156,423,eNodeB,eNB-BAT-MAC-0423-A,Nokia,Nokia Flexi Zone,SN824070476,4G LTE,B3,54,Active,2024-01-11,v21.3.1
4157,423,RRU,RRU-BAT-MAC-0423-A,Nokia,Nokia AHHF,SN633858715,4G/5G,,125,Active,2024-01-11,v22.7.79
4158,423,Antenna,ANT-BAT-MAC-0423-A,Nokia,Nokia MIMO Antenna 8T8R,SN249795747,4G/5G,,0,Active,2024-01-11,
4159,423,gNodeB,gNB-BAT-MAC-0423-B,Nokia,Nokia AirScale,SN727633816,5G NR,n1,47,Active,2024-01-11,v22.2.85
4160,423,eNodeB,eNB-BAT-MAC-0423-B,Nokia,Nokia Flexi Zone,SN609351789,4G LTE,B3,43,Active,2024-01-11,v21.5.82
4161,423,RRU,RRU-BAT-MAC-0423-B,Nokia,Nokia AHFIB,SN913325187,4G/5G,,193,Active,2024-01-11,v18.6.62
4162,423,Antenna,ANT-BAT-MAC-0423-B,Nokia,Nokia MIMO Antenna 8T8R,SN614253838,4G/5G,,0,Active,2024-01-11,
4163,423,gNodeB,gNB-BAT-MAC-0423-C,Nokia,Nokia AWHQA,SN646628125,5G NR,n78,71,Active,2024-01-11,v23.6.16
4164,423,eNodeB,eNB-BAT-MAC-0423-C,Nokia,Nokia Flexi Multiradio 10,SN353604416,4G LTE,B7,43,Active,2024-01-11,v20.8.85
4165,423,RRU,RRU-BAT-MAC-0423-C,Nokia,Nokia AHHF,SN126386985,4G/5G,,111,Active,2024-01-11,v23.6.99
4166,423,Antenna,ANT-BAT-MAC-0423-C,Nokia,Nokia AirScale Antenna,SN593803381,4G/5G,,0,Active,2024-01-11,
4167,423,gNodeB,gNB-BAT-MAC-0423-D,Nokia,Nokia AEQC,SN735788887,5G NR,n77,50,Active,2024-01-11,v21.6.55
4168,423,eNodeB,eNB-BAT-MAC-0423-D,Nokia,Nokia Flexi Zone,SN652679869,4G LTE,B7,56,Active,2024-01-11,v21.8.1
4169,423,RRU,RRU-BAT-MAC-0423-D,Nokia,Nokia AHFIB,SN580549142,4G/5G,,182,Active,2024-01-11,v21.1.50
4170,423,Antenna,ANT-BAT-MAC-0423-D,Nokia,Nokia MIMO Antenna 8T8R,SN281471044,4G/5G,,0,Active,2024-01-11,
4171,423,gNodeB,gNB-BAT-MAC-0423-E,Nokia,Nokia AirScale,SN788079363,5G NR,n1,78,Active,2024-01-11,v24.9.0
4172,423,eNodeB,eNB-BAT-MAC-0423-E,Nokia,Nokia Flexi Zone,SN723607953,4G LTE,B1,48,Active,2024-01-11,v17.5.72
4173,423,RRU,RRU-BAT-MAC-0423-E,Nokia,Nokia AHFIB,SN245576909,4G/5G,,141,Active,2024-01-11,v20.9.61
4174,423,Antenna,ANT-BAT-MAC-0423-E,Nokia,Nokia MIMO Antenna 8T8R,SN599132304,4G/5G,,0,Active,2024-01-11,
4175,423,gNodeB,gNB-BAT-MAC-0423-F,Nokia,Nokia AirScale,SN446513740,5G NR,n258,78,Active,2024-01-11,v23.6.37
4176,423,eNodeB,eNB-BAT-MAC-0423-F,Nokia,Nokia Flexi Multiradio 10,SN698121114,4G LTE,B3,41,Active,2024-01-11,v21.8.3
4177,423,RRU,RRU-BAT-MAC-0423-F,Nokia,Nokia AHHF,SN131488819,4G/5G,,109,Active,2024-01-11,v23.4.15
4178,423,Antenna,ANT-BAT-MAC-0423-F,Nokia,Nokia MIMO Antenna 8T8R,SN217424883,4G/5G,,0,Active,2024-01-11,
4179,424,BBU,BBU-BAT-SMA-0424,Huawei,Huawei BBU3910,SN453971277,4G,,447,Active,2023-02-09,v22.9.24
4180,424,eNodeB,eNB-BAT-SMA-0424-A,Huawei,Huawei BTS3900,SN733756029,4G LTE,B3,60,Active,2023-02-09,v22.5.50
4181,424,RRU,RRU-BAT-SMA-0424-A,Huawei,Huawei RRU3971,SN960531478,4G,,111,Active,2023-02-09,v22.8.56
4182,424,Antenna,ANT-BAT-SMA-0424-A,Huawei,Huawei AAU3940,SN796093047,4G,,0,Active,2023-02-09,
4183,424,eNodeB,eNB-BAT-SMA-0424-B,Huawei,Huawei BTS3900,SN664339511,4G LTE,B1,43,Active,2023-02-09,v16.0.83
4184,424,RRU,RRU-BAT-SMA-0424-B,Huawei,Huawei RRU3971,SN930934245,4G,,105,Active,2023-02-09,v18.9.23
4185,424,Antenna,ANT-BAT-SMA-0424-B,Huawei,Huawei APUS13M,SN389663020,4G,,0,Active,2023-02-09,
4186,425,BBU,BBU-BAT-MAC-0425,Samsung,Samsung BBU,SN661409134,4G/5G,,428,Active,2021-05-07,v22.7.44
4187,425,gNodeB,gNB-BAT-MAC-0425-A,Samsung,Samsung Compact Macro,SN772655611,5G NR,n78,54,Active,2021-05-07,v20.2.75
4188,425,eNodeB,eNB-BAT-MAC-0425-A,Samsung,Samsung LTE Access Unit,SN232597661,4G LTE,B20,33,Active,2021-05-07,v21.2.43
4189,425,RRU,RRU-BAT-MAC-0425-A,Samsung,Samsung 5G mmWave,SN168513167,4G/5G,,182,Active,2021-05-07,v22.6.80
4190,425,Antenna,ANT-BAT-MAC-0425-A,Samsung,Samsung Massive MIMO,SN629792387,4G/5G,,0,Active,2021-05-07,
4191,425,gNodeB,gNB-BAT-MAC-0425-B,Samsung,Samsung Compact Macro,SN713773008,5G NR,n77,41,Active,2021-05-07,v23.9.44
4192,425,eNodeB,eNB-BAT-MAC-0425-B,Samsung,Samsung LTE Access Unit,SN274000876,4G LTE,B3,37,Active,2021-05-07,v22.3.52
4193,425,RRU,RRU-BAT-MAC-0425-B,Samsung,Samsung 5G mmWave,SN981370046,4G/5G,,115,Active,2021-05-07,v23.8.2
4194,425,Antenna,ANT-BAT-MAC-0425-B,Samsung,Samsung 8T8R Antenna,SN280547742,4G/5G,,0,Active,2021-05-07,
4195,425,gNodeB,gNB-BAT-MAC-0425-C,Samsung,Samsung 5G RAN,SN940158988,5G NR,n78,71,Active,2021-05-07,v21.0.17
4196,425,eNodeB,eNB-BAT-MAC-0425-C,Samsung,Samsung eNodeB,SN513277550,4G LTE,B3,50,Active,2021-05-07,v21.6.17
4197,425,RRU,RRU-BAT-MAC-0425-C,Samsung,Samsung Mid-Band Radio,SN853497266,4G/5G,,173,Active,2021-05-07,v21.5.30
4198,425,Antenna,ANT-BAT-MAC-0425-C,Samsung,Samsung 8T8R Antenna,SN951053161,4G/5G,,0,Active,2021-05-07,
4199,426,BBU,BBU-BAT-MAC-0426,Nokia,Nokia Cloud RAN,SN126717496,4G/5G,,367,Active,2019-07-11,v21.1.82
4200,426,gNodeB,gNB-BAT-MAC-0426-A,Nokia,Nokia AEQC,SN519863392,5G NR,n28,78,Active,2019-07-11,v22.6.86
4201,426,eNodeB,eNB-BAT-MAC-0426-A,Nokia,Nokia Flexi Zone,SN153364641,4G LTE,B1,53,Active,2019-07-11,v19.8.63
4202,426,RRU,RRU-BAT-MAC-0426-A,Nokia,Nokia AHFIB,SN488573222,4G/5G,,182,Active,2019-07-11,v20.4.47
4203,426,Antenna,ANT-BAT-MAC-0426-A,Nokia,Nokia AirScale Antenna,SN373144808,4G/5G,,0,Active,2019-07-11,
4204,426,gNodeB,gNB-BAT-MAC-0426-B,Nokia,Nokia AEQC,SN401385801,5G NR,n78,64,Active,2019-07-11,v23.8.68
4205,426,eNodeB,eNB-BAT-MAC-0426-B,Nokia,Nokia Flexi Zone,SN652024999,4G LTE,B1,36,Active,2019-07-11,v21.4.64
4206,426,RRU,RRU-BAT-MAC-0426-B,Nokia,Nokia AHFIB,SN944550454,4G/5G,,137,Active,2019-07-11,v22.3.84
4207,426,Antenna,ANT-BAT-MAC-0426-B,Nokia,Nokia MIMO Antenna 8T8R,SN803208697,4G/5G,,0,Active,2019-07-11,
4208,426,gNodeB,gNB-BAT-MAC-0426-C,Nokia,Nokia AWHQA,SN776437011,5G NR,n258,50,Active,2019-07-11,v23.7.27
4209,426,eNodeB,eNB-BAT-MAC-0426-C,Nokia,Nokia Flexi Zone,SN991066547,4G LTE,B7,39,Active,2019-07-11,v20.5.30
4210,426,RRU,RRU-BAT-MAC-0426-C,Nokia,Nokia AHFIB,SN131459063,4G/5G,,184,Active,2019-07-11,v24.7.60
4211,426,Antenna,ANT-BAT-MAC-0426-C,Nokia,Nokia MIMO Antenna 8T8R,SN663204337,4G/5G,,0,Active,2019-07-11,
4212,427,BBU,BBU-BAT-RUR-0427,Nokia,Nokia Cloud RAN,SN104912821,4G/5G,,460,Active,2019-06-21,v22.4.31
4213,427,gNodeB,gNB-BAT-RUR-0427-A,Nokia,Nokia AirScale,SN928341906,5G NR,n258,79,Active,2019-06-21,v24.3.84
4214,427,eNodeB,eNB-BAT-RUR-0427-A,Nokia,Nokia Flexi Zone,SN361837363,4G LTE,B1,57,Active,2019-06-21,v21.6.76
4215,427,RRU,RRU-BAT-RUR-0427-A,Nokia,Nokia AHHF,SN675066010,4G/5G,,104,Active,2019-06-21,v20.0.97
4216,427,Antenna,ANT-BAT-RUR-0427-A,Nokia,Nokia MIMO Antenna 8T8R,SN442660291,4G/5G,,0,Active,2019-06-21,
4217,427,gNodeB,gNB-BAT-RUR-0427-B,Nokia,Nokia AirScale,SN873878984,5G NR,n28,42,Active,2019-06-21,v24.2.68
4218,427,eNodeB,eNB-BAT-RUR-0427-B,Nokia,Nokia Flexi Zone,SN597659026,4G LTE,B7,35,Active,2019-06-21,v21.0.6
4219,427,RRU,RRU-BAT-RUR-0427-B,Nokia,Nokia AHHF,SN311606308,4G/5G,,135,Active,2019-06-21,v19.9.97
4220,427,Antenna,ANT-BAT-RUR-0427-B,Nokia,Nokia AirScale Antenna,SN708966834,4G/5G,,0,Active,2019-06-21,
4221,427,gNodeB,gNB-BAT-RUR-0427-C,Nokia,Nokia AirScale,SN579787128,5G NR,n258,54,Active,2019-06-21,v23.2.75
4222,427,eNodeB,eNB-BAT-RUR-0427-C,Nokia,Nokia Flexi Zone,SN781757573,4G LTE,B1,55,Active,2019-06-21,v18.0.30
4223,427,RRU,RRU-BAT-RUR-0427-C,Nokia,Nokia AHFIB,SN168113501,4G/5G,,153,Active,2019-06-21,v19.5.71
4224,427,Antenna,ANT-BAT-RUR-0427-C,Nokia,Nokia MIMO Antenna 8T8R,SN218045760,4G/5G,,0,Active,2019-06-21,
4225,428,BBU,BBU-BAT-SMA-0428,Ericsson,Ericsson Baseband 6648,SN141287038,5G,,267,Active,2023-08-30,v23.0.38
4226,428,gNodeB,gNB-BAT-SMA-0428-A,Ericsson,Ericsson AIR 3246,SN806450849,5G NR,n78,51,Active,2023-08-30,v24.1.39
4227,428,RRU,RRU-BAT-SMA-0428-A,Ericsson,Ericsson Radio 2219,SN468741931,5G,,129,Active,2023-08-30,v18.2.59
4228,428,Antenna,ANT-BAT-SMA-0428-A,Ericsson,Ericsson Antenna 8843,SN928691060,5G,,0,Active,2023-08-30,
4229,429,BBU,BBU-BAT-SMA-0429,Huawei,Huawei BBU5900,SN985154285,5G,,314,Active,2020-07-19,v24.7.79
4230,429,gNodeB,gNB-BAT-SMA-0429-A,Huawei,Huawei AAU5239,SN184470578,5G NR,n77,46,Active,2020-07-19,v20.2.30
4231,429,RRU,RRU-BAT-SMA-0429-A,Huawei,Huawei RRU3971,SN718587449,5G,,103,Active,2020-07-19,v20.2.51
4232,429,Antenna,ANT-BAT-SMA-0429-A,Huawei,Huawei APUS13M,SN298267042,5G,,0,Active,2020-07-19,
4233,430,BBU,BBU-BAT-SMA-0430,Nokia,Nokia Cloud RAN,SN977370600,5G,,335,Active,2019-09-09,v19.8.55
4234,430,gNodeB,gNB-BAT-SMA-0430-A,Nokia,Nokia AWHQA,SN296686575,5G NR,n258,62,Active,2019-09-09,v20.0.67
4235,430,RRU,RRU-BAT-SMA-0430-A,Nokia,Nokia AHHF,SN632479507,5G,,128,Active,2019-09-09,v22.3.70
4236,430,Antenna,ANT-BAT-SMA-0430-A,Nokia,Nokia MIMO Antenna 8T8R,SN474265162,5G,,0,Active,2019-09-09,
4237,430,gNodeB,gNB-BAT-SMA-0430-B,Nokia,Nokia AEQC,SN186164583,5G NR,n28,56,Active,2019-09-09,v23.0.77
4238,430,RRU,RRU-BAT-SMA-0430-B,Nokia,Nokia AHFIB,SN727709808,5G,,129,Active,2019-09-09,v20.1.10
4239,430,Antenna,ANT-BAT-SMA-0430-B,Nokia,Nokia MIMO Antenna 8T8R,SN814641976,5G,,0,Active,2019-09-09,
4240,430,gNodeB,gNB-BAT-SMA-0430-C,Nokia,Nokia AEQC,SN989914366,5G NR,n28,62,Active,2019-09-09,v22.3.88
4241,430,RRU,RRU-BAT-SMA-0430-C,Nokia,Nokia AHHF,SN850049068,5G,,104,Active,2019-09-09,v24.6.17
4242,430,Antenna,ANT-BAT-SMA-0430-C,Nokia,Nokia MIMO Antenna 8T8R,SN300228129,5G,,0,Active,2019-09-09,
4243,431,BBU,BBU-GUI-MAC-0431,Huawei,Huawei BBU5900,SN546390055,5G,,433,Active,2022-02-19,v19.3.56
4244,431,gNodeB,gNB-GUI-MAC-0431-A,Huawei,Huawei AAU5239,SN202508355,5G NR,n258,48,Active,2022-02-19,v20.5.60
4245,431,RRU,RRU-GUI-MAC-0431-A,Huawei,Huawei RRU3971,SN554384353,5G,,192,Active,2022-02-19,v23.2.97
4246,431,Antenna,ANT-GUI-MAC-0431-A,Huawei,Huawei APUS13M,SN376303961,5G,,0,Active,2022-02-19,
4247,431,gNodeB,gNB-GUI-MAC-0431-B,Huawei,Huawei AAU5613,SN908804021,5G NR,n77,67,Active,2022-02-19,v20.8.32
4248,431,RRU,RRU-GUI-MAC-0431-B,Huawei,Huawei RRU5301,SN648858166,5G,,200,Active,2022-02-19,v23.7.50
4249,431,Antenna,ANT-GUI-MAC-0431-B,Huawei,Huawei AAU3940,SN115156514,5G,,0,Active,2022-02-19,
4250,431,gNodeB,gNB-GUI-MAC-0431-C,Huawei,Huawei AAU5611,SN163577072,5G NR,n1,67,Active,2022-02-19,v24.3.10
4251,431,RRU,RRU-GUI-MAC-0431-C,Huawei,Huawei RRU3971,SN358233773,5G,,102,Active,2022-02-19,v24.3.79
4252,431,Antenna,ANT-GUI-MAC-0431-C,Huawei,Huawei APUS13M,SN179192371,5G,,0,Active,2022-02-19,
4253,431,gNodeB,gNB-GUI-MAC-0431-D,Huawei,Huawei AAU5239,SN163690400,5G NR,n258,59,Active,2022-02-19,v22.0.91
4254,431,RRU,RRU-GUI-MAC-0431-D,Huawei,Huawei RRU3971,SN874279071,5G,,178,Active,2022-02-19,v24.9.69
4255,431,Antenna,ANT-GUI-MAC-0431-D,Huawei,Huawei AAU3940,SN981422844,5G,,0,Active,2022-02-19,
4256,431,gNodeB,gNB-GUI-MAC-0431-E,Huawei,Huawei AAU5613,SN573212205,5G NR,n258,54,Active,2022-02-19,v20.2.97
4257,431,RRU,RRU-GUI-MAC-0431-E,Huawei,Huawei RRU5301,SN401074007,5G,,200,Active,2022-02-19,v19.8.71
4258,431,Antenna,ANT-GUI-MAC-0431-E,Huawei,Huawei AAU3940,SN431331460,5G,,0,Active,2022-02-19,
4259,431,gNodeB,gNB-GUI-MAC-0431-F,Huawei,Huawei AAU5611,SN197121569,5G NR,n28,58,Active,2022-02-19,v21.0.18
4260,431,RRU,RRU-GUI-MAC-0431-F,Huawei,Huawei RRU3971,SN752627485,5G,,131,Active,2022-02-19,v21.4.46
4261,431,Antenna,ANT-GUI-MAC-0431-F,Huawei,Huawei AAU3940,SN829631072,5G,,0,Active,2022-02-19,
4262,432,BBU,BBU-GUI-ROO-0432,Huawei,Huawei BBU5900,SN693754579,5G,,289,Active,2021-05-25,v24.3.13
4263,432,gNodeB,gNB-GUI-ROO-0432-A,Huawei,Huawei AAU5613,SN242286492,5G NR,n28,70,Active,2021-05-25,v22.5.56
4264,432,RRU,RRU-GUI-ROO-0432-A,Huawei,Huawei RRU3971,SN600963127,5G,,123,Active,2021-05-25,v22.9.8
4265,432,Antenna,ANT-GUI-ROO-0432-A,Huawei,Huawei AAU3940,SN871306918,5G,,0,Active,2021-05-25,
4266,433,BBU,BBU-GUI-MAC-0433,Nokia,Nokia Cloud RAN,SN414396543,4G/5G,,212,Active,2021-11-29,v23.4.80
4267,433,gNodeB,gNB-GUI-MAC-0433-A,Nokia,Nokia AEQC,SN191354907,5G NR,n77,73,Active,2021-11-29,v21.4.31
4268,433,eNodeB,eNB-GUI-MAC-0433-A,Nokia,Nokia Flexi Zone,SN341617535,4G LTE,B1,59,Active,2021-11-29,v22.1.4
4269,433,RRU,RRU-GUI-MAC-0433-A,Nokia,Nokia AHFIB,SN813471849,4G/5G,,174,Active,2021-11-29,v21.7.15
4270,433,Antenna,ANT-GUI-MAC-0433-A,Nokia,Nokia AirScale Antenna,SN444341759,4G/5G,,0,Active,2021-11-29,
4271,433,gNodeB,gNB-GUI-MAC-0433-B,Nokia,Nokia AirScale,SN257923134,5G NR,n258,77,Active,2021-11-29,v20.7.77
4272,433,eNodeB,eNB-GUI-MAC-0433-B,Nokia,Nokia Flexi Multiradio 10,SN939944482,4G LTE,B7,60,Active,2021-11-29,v18.1.57
4273,433,RRU,RRU-GUI-MAC-0433-B,Nokia,Nokia AHFIB,SN273649503,4G/5G,,165,Active,2021-11-29,v18.6.18
4274,433,Antenna,ANT-GUI-MAC-0433-B,Nokia,Nokia AirScale Antenna,SN898476584,4G/5G,,0,Active,2021-11-29,
4275,433,gNodeB,gNB-GUI-MAC-0433-C,Nokia,Nokia AirScale,SN625244213,5G NR,n1,54,Active,2021-11-29,v24.2.20
4276,433,eNodeB,eNB-GUI-MAC-0433-C,Nokia,Nokia Flexi Multiradio 10,SN526350888,4G LTE,B3,48,Active,2021-11-29,v16.5.56
4277,433,RRU,RRU-GUI-MAC-0433-C,Nokia,Nokia AHFIB,SN829497396,4G/5G,,158,Active,2021-11-29,v21.7.14
4278,433,Antenna,ANT-GUI-MAC-0433-C,Nokia,Nokia AirScale Antenna,SN485457063,4G/5G,,0,Active,2021-11-29,
4279,434,BBU,BBU-GUI-DAS-0434,Nokia,Nokia AirScale Baseband,SN706535331,4G,,463,Active,2018-12-05,v23.7.62
4280,434,eNodeB,eNB-GUI-DAS-0434-A,Nokia,Nokia Flexi Multiradio 10,SN790919925,4G LTE,B7,39,Active,2018-12-05,v18.9.94
4281,434,RRU,RRU-GUI-DAS-0434-A,Nokia,Nokia AHFIB,SN500677608,4G,,125,Active,2018-12-05,v18.4.35
4282,434,Antenna,ANT-GUI-DAS-0434-A,Nokia,Nokia MIMO Antenna 8T8R,SN154888010,4G,,0,Active,2018-12-05,
4283,435,BBU,BBU-GUI-SMA-0435,Huawei,Huawei BBU5900,SN968511653,5G,,290,Active,2020-01-13,v18.2.99
4284,435,gNodeB,gNB-GUI-SMA-0435-A,Huawei,Huawei AAU5611,SN897147278,5G NR,n258,73,Active,2020-01-13,v21.8.63
4285,435,RRU,RRU-GUI-SMA-0435-A,Huawei,Huawei RRU5301,SN328757418,5G,,195,Active,2020-01-13,v20.5.7
4286,435,Antenna,ANT-GUI-SMA-0435-A,Huawei,Huawei AAU3940,SN738280818,5G,,0,Active,2020-01-13,
4287,435,gNodeB,gNB-GUI-SMA-0435-B,Huawei,Huawei AAU5239,SN529244463,5G NR,n1,68,Active,2020-01-13,v23.0.30
4288,435,RRU,RRU-GUI-SMA-0435-B,Huawei,Huawei RRU5301,SN392273188,5G,,101,Active,2020-01-13,v22.3.34
4289,435,Antenna,ANT-GUI-SMA-0435-B,Huawei,Huawei APUS13M,SN835345748,5G,,0,Active,2020-01-13,
4290,435,gNodeB,gNB-GUI-SMA-0435-C,Huawei,Huawei AAU5611,SN829521659,5G NR,n258,62,Active,2020-01-13,v22.1.68
4291,435,RRU,RRU-GUI-SMA-0435-C,Huawei,Huawei RRU5301,SN357798550,5G,,200,Active,2020-01-13,v21.8.64
4292,435,Antenna,ANT-GUI-SMA-0435-C,Huawei,Huawei AAU3940,SN147946336,5G,,0,Active,2020-01-13,
4293,436,BBU,BBU-GUI-SMA-0436,Nokia,Nokia AirScale Baseband,SN361549469,4G/5G,,481,Active,2023-09-04,v23.2.57
4294,436,gNodeB,gNB-GUI-SMA-0436-A,Nokia,Nokia AirScale,SN152042316,5G NR,n78,60,Active,2023-09-04,v20.3.31
4295,436,eNodeB,eNB-GUI-SMA-0436-A,Nokia,Nokia Flexi Zone,SN164538795,4G LTE,B7,33,Active,2023-09-04,v20.4.20
4296,436,RRU,RRU-GUI-SMA-0436-A,Nokia,Nokia AHFIB,SN103137483,4G/5G,,112,Active,2023-09-04,v19.8.84
4297,436,Antenna,ANT-GUI-SMA-0436-A,Nokia,Nokia AirScale Antenna,SN488331666,4G/5G,,0,Active,2023-09-04,
4298,437,BBU,BBU-GUI-SMA-0437,Nokia,Nokia AirScale Baseband,SN286629880,5G,,216,Active,2023-08-01,v24.8.94
4299,437,gNodeB,gNB-GUI-SMA-0437-A,Nokia,Nokia AirScale,SN907734007,5G NR,n78,64,Active,2023-08-01,v24.1.92
4300,437,RRU,RRU-GUI-SMA-0437-A,Nokia,Nokia AHHF,SN338653750,5G,,153,Active,2023-08-01,v24.0.30
4301,437,Antenna,ANT-GUI-SMA-0437-A,Nokia,Nokia AirScale Antenna,SN796335345,5G,,0,Active,2023-08-01,
4302,438,BBU,BBU-GUI-MAC-0438,Nokia,Nokia Cloud RAN,SN363639060,5G,,394,Active,2022-03-07,v22.0.59
4303,438,gNodeB,gNB-GUI-MAC-0438-A,Nokia,Nokia AWHQA,SN736203800,5G NR,n1,59,Active,2022-03-07,v23.6.61
4304,438,RRU,RRU-GUI-MAC-0438-A,Nokia,Nokia AHFIB,SN149577858,5G,,105,Active,2022-03-07,v18.5.16
4305,438,Antenna,ANT-GUI-MAC-0438-A,Nokia,Nokia AirScale Antenna,SN375929276,5G,,0,Active,2022-03-07,
4306,438,gNodeB,gNB-GUI-MAC-0438-B,Nokia,Nokia AWHQA,SN938102022,5G NR,n78,43,Active,2022-03-07,v23.0.58
4307,438,RRU,RRU-GUI-MAC-0438-B,Nokia,Nokia AHFIB,SN565683552,5G,,130,Active,2022-03-07,v20.8.46
4308,438,Antenna,ANT-GUI-MAC-0438-B,Nokia,Nokia AirScale Antenna,SN953040475,5G,,0,Active,2022-03-07,
4309,438,gNodeB,gNB-GUI-MAC-0438-C,Nokia,Nokia AWHQA,SN999741821,5G NR,n1,78,Active,2022-03-07,v22.1.23
4310,438,RRU,RRU-GUI-MAC-0438-C,Nokia,Nokia AHFIB,SN592608918,5G,,100,Active,2022-03-07,v22.5.10
4311,438,Antenna,ANT-GUI-MAC-0438-C,Nokia,Nokia AirScale Antenna,SN938679025,5G,,0,Active,2022-03-07,
4312,439,BBU,BBU-GUI-SMA-0439,Nokia,Nokia AirScale Baseband,SN768099110,4G/5G,,335,Active,2020-06-27,v24.4.46
4313,439,gNodeB,gNB-GUI-SMA-0439-A,Nokia,Nokia AEQC,SN551310578,5G NR,n28,78,Active,2020-06-27,v23.2.78
4314,439,eNodeB,eNB-GUI-SMA-0439-A,Nokia,Nokia Flexi Zone,SN463388095,4G LTE,B1,42,Active,2020-06-27,v22.1.76
4315,439,RRU,RRU-GUI-SMA-0439-A,Nokia,Nokia AHFIB,SN586962881,4G/5G,,154,Active,2020-06-27,v21.1.30
4316,439,Antenna,ANT-GUI-SMA-0439-A,Nokia,Nokia MIMO Antenna 8T8R,SN579046938,4G/5G,,0,Active,2020-06-27,
4317,439,gNodeB,gNB-GUI-SMA-0439-B,Nokia,Nokia AWHQA,SN838840227,5G NR,n78,72,Active,2020-06-27,v24.6.96
4318,439,eNodeB,eNB-GUI-SMA-0439-B,Nokia,Nokia Flexi Multiradio 10,SN358253884,4G LTE,B7,48,Active,2020-06-27,v18.6.13
4319,439,RRU,RRU-GUI-SMA-0439-B,Nokia,Nokia AHFIB,SN896915313,4G/5G,,151,Active,2020-06-27,v24.6.99
4320,439,Antenna,ANT-GUI-SMA-0439-B,Nokia,Nokia MIMO Antenna 8T8R,SN684011182,4G/5G,,0,Active,2020-06-27,
4321,440,BBU,BBU-PRE-SMA-0440,Ericsson,Ericsson Baseband 6630,SN127122080,5G,,390,Active,2022-02-10,v20.7.26
4322,440,gNodeB,gNB-PRE-SMA-0440-A,Ericsson,Ericsson Radio 4422,SN310020878,5G NR,n78,74,Active,2022-02-10,v24.7.95
4323,440,RRU,RRU-PRE-SMA-0440-A,Ericsson,Ericsson Radio 4478,SN983865927,5G,,105,Active,2022-02-10,v19.2.27
4324,440,Antenna,ANT-PRE-SMA-0440-A,Ericsson,Ericsson Antenna 8843,SN816418659,5G,,0,Active,2022-02-10,
4325,441,BBU,BBU-PRE-RUR-0441,Nokia,Nokia Cloud RAN,SN173924480,4G,,354,Active,2015-03-18,v20.6.48
4326,441,eNodeB,eNB-PRE-RUR-0441-A,Nokia,Nokia Flexi Multiradio 10,SN555548847,4G LTE,B7,36,Active,2015-03-18,v21.3.0
4327,441,RRU,RRU-PRE-RUR-0441-A,Nokia,Nokia AHHF,SN830119469,4G,,114,Active,2015-03-18,v18.7.53
4328,441,Antenna,ANT-PRE-RUR-0441-A,Nokia,Nokia AirScale Antenna,SN834651803,4G,,0,Active,2015-03-18,
4329,441,eNodeB,eNB-PRE-RUR-0441-B,Nokia,Nokia Flexi Zone,SN772387292,4G LTE,B3,51,Active,2015-03-18,v16.5.23
4330,441,RRU,RRU-PRE-RUR-0441-B,Nokia,Nokia AHHF,SN649067221,4G,,129,Active,2015-03-18,v18.9.50
4331,441,Antenna,ANT-PRE-RUR-0441-B,Nokia,Nokia MIMO Antenna 8T8R,SN322488904,4G,,0,Active,2015-03-18,
4332,441,eNodeB,eNB-PRE-RUR-0441-C,Nokia,Nokia Flexi Zone,SN614534732,4G LTE,B1,30,Active,2015-03-18,v22.4.49
4333,441,RRU,RRU-PRE-RUR-0441-C,Nokia,Nokia AHHF,SN504916285,4G,,168,Active,2015-03-18,v22.6.75
4334,441,Antenna,ANT-PRE-RUR-0441-C,Nokia,Nokia MIMO Antenna 8T8R,SN123458559,4G,,0,Active,2015-03-18,
4335,441,eNodeB,eNB-PRE-RUR-0441-D,Nokia,Nokia Flexi Multiradio 10,SN691853451,4G LTE,B7,47,Active,2015-03-18,v22.3.0
4336,441,RRU,RRU-PRE-RUR-0441-D,Nokia,Nokia AHFIB,SN398826584,4G,,169,Active,2015-03-18,v19.7.87
4337,441,Antenna,ANT-PRE-RUR-0441-D,Nokia,Nokia AirScale Antenna,SN531176657,4G,,0,Active,2015-03-18,
4338,441,eNodeB,eNB-PRE-RUR-0441-E,Nokia,Nokia Flexi Multiradio 10,SN921957782,4G LTE,B20,41,Active,2015-03-18,v20.2.95
4339,441,RRU,RRU-PRE-RUR-0441-E,Nokia,Nokia AHFIB,SN936943479,4G,,190,Active,2015-03-18,v22.1.84
4340,441,Antenna,ANT-PRE-RUR-0441-E,Nokia,Nokia AirScale Antenna,SN618138681,4G,,0,Active,2015-03-18,
4341,441,eNodeB,eNB-PRE-RUR-0441-F,Nokia,Nokia Flexi Multiradio 10,SN454152858,4G LTE,B7,49,Active,2015-03-18,v17.4.8
4342,441,RRU,RRU-PRE-RUR-0441-F,Nokia,Nokia AHFIB,SN383706664,4G,,106,Active,2015-03-18,v21.2.74
4343,441,Antenna,ANT-PRE-RUR-0441-F,Nokia,Nokia AirScale Antenna,SN187999597,4G,,0,Active,2015-03-18,
4344,442,BBU,BBU-PRE-MAC-0442,Ericsson,Ericsson Baseband 6648,SN282899975,4G,,265,Active,2024-08-22,v22.2.35
4345,442,eNodeB,eNB-PRE-MAC-0442-A,Ericsson,Ericsson RBS 6301,SN656835945,4G LTE,B20,36,Active,2024-08-22,v16.1.68
