contract_id,customer_key,account_name,industry,region,contract_type,contract_start_date,contract_end_date,contract_term_months,annual_contract_value,total_contract_value,renewal_status,renewal_probability,days_to_renewal,competitor_threat,competitor_name,proposed_change,proposed_value_change,account_manager,nps_score,support_tickets_ytd,last_engagement_date
CON004126,2469,Enterprise Customer 4126,Hospitality,Scotland,Business Mobile,2023-05-18,2025-05-07,24,75305.6,150611.2,Renewed,0.73,0,Medium,Vodafone,,,AM044,5,16,2025-12-19
CON004127,836,Enterprise Customer 4127,Hospitality,North West,CCaaS,2023-12-28,2026-12-12,36,237151.47,711454.41,Active,0.9,317,None,,,,AM030,10,43,2025-12-16
CON004128,4551,Enterprise Customer 4128,Financial Services,North West,Business Mobile,2023-05-23,2024-05-17,12,19756.01,19756.01,Churned,0.88,0,Low,TalkTalk,,,AM003,8,6,2025-12-26
CON004129,4527,Enterprise Customer 4129,Manufacturing,South East,CCaaS,2024-11-09,2025-11-04,12,71025.22,71025.22,In Negotiation,0.82,0,None,,Downgrade,-14584.2,AM014,10,12,2026-01-02
CON004130,4711,Enterprise Customer 4130,Professional Services,Wales,SIP Trunking,2023-03-14,2024-03-08,12,19393.94,19393.94,Renewed,0.57,0,High,Three,,,AM044,6,9,2025-11-01
CON004131,2084,Enterprise Customer 4131,Transport,Scotland,Business Broadband,2023-07-25,2025-07-14,24,26500.36,53000.72,Churned,0.94,0,Low,BT,,,AM028,3,6,2026-01-06
CON004132,1108,Enterprise Customer 4132,Transport,West Midlands,SIP Trunking,2023-12-14,2025-12-03,24,73831.51,147663.02,Renewed,0.77,0,Medium,BT,,,AM037,9,18,2025-11-30
CON004133,2756,Enterprise Customer 4133,Financial Services,East,Managed Security,2023-08-11,2026-07-26,36,270115.91,810347.73,Active,0.84,178,None,,,,AM012,2,35,2025-11-01
CON004134,4784,Enterprise Customer 4134,Hospitality,South West,Business Mobile,2024-08-11,2025-08-06,12,70839.05,70839.05,Renewed,0.65,0,Medium,BT,,,AM050,6,33,2025-11-17
CON004135,860,Enterprise Customer 4135,Professional Services,Northern Ireland,IoT Connectivity,2023-01-23,2025-01-12,24,14463.68,28927.36,Renewed,0.63,0,High,Vodafone,,,AM021,1,16,2026-01-21
CON004136,2170,Enterprise Customer 4136,Retail,London,UCaaS,2024-03-17,2029-02-19,60,376279.97,1881399.85,Active,0.91,1117,None,,,,AM024,10,43,2025-12-07
CON004137,4261,Enterprise Customer 4137,Retail,Northern Ireland,SD-WAN,2024-08-22,2029-07-27,60,235286.17,1176430.85,Active,0.84,1275,Medium,BT,,,AM047,9,30,2025-12-04
CON004138,685,Enterprise Customer 4138,Healthcare,Wales,Business Mobile,2023-05-03,2024-04-27,12,20446.72,20446.72,Renewed,0.55,0,High,Virgin Media O2,,,AM001,1,5,2026-01-10
CON004139,1004,Enterprise Customer 4139,Technology,Wales,CCaaS,2023-11-11,2026-10-26,36,164173.17,492519.51,Active,0.68,270,Medium,BT,,,AM007,9,45,2025-10-30
CON004140,978,Enterprise Customer 4140,Hospitality,South East,CCaaS,2024-11-21,2027-11-06,36,222361.31,667083.93,Active,0.83,646,None,,,,AM026,2,10,2025-12-12
CON004141,3306,Enterprise Customer 4141,Professional Services,Scotland,UCaaS,2023-08-01,2026-07-16,36,447196.52,1341589.56,Active,0.76,168,Medium,Three,,,AM009,7,40,2025-12-14
CON004142,1941,Enterprise Customer 4142,Financial Services,South East,UCaaS,2023-07-22,2026-07-06,36,489450.93,1468352.79,Active,0.69,158,High,Virgin Media O2,,,AM012,7,28,2025-12-05
CON004143,3742,Enterprise Customer 4143,Hospitality,Wales,UCaaS,2024-04-04,2029-03-09,60,171859.6,859298.0,Active,0.71,1135,Medium,Three,,,AM034,4,15,2025-11-01
CON004144,4122,Enterprise Customer 4144,Financial Services,South West,SD-WAN,2023-07-16,2026-06-30,36,170563.88,511691.64,Active,0.87,152,None,,,,AM011,5,4,2026-01-24
CON004145,2990,Enterprise Customer 4145,Transport,London,UCaaS,2024-04-09,2027-03-25,36,391679.78,1175039.34,Active,0.7,420,Medium,BT,,,AM038,6,18,2026-01-16
CON004146,78,Enterprise Customer 4146,Healthcare,Yorkshire,SD-WAN,2023-03-10,2024-03-04,12,161239.89,161239.89,Renewed,0.79,0,None,,,,AM019,9,42,2025-11-20
CON004147,2726,Enterprise Customer 4147,Education,Yorkshire,CCaaS,2023-07-28,2028-07-01,60,333020.95,1665104.75,Active,0.99,884,None,,,,AM035,2,34,2025-11-11
CON004148,1036,Enterprise Customer 4148,Technology,South East,SD-WAN,2023-01-16,2025-12-31,36,112660.36,337981.08,Renewed,0.55,0,High,BT,,,AM024,4,38,2025-11-02
CON004149,4220,Enterprise Customer 4149,Manufacturing,South East,Managed Security,2023-09-13,2028-08-17,60,234332.5,1171662.5,Active,0.86,931,Low,TalkTalk,,,AM036,1,5,2026-01-01
CON004150,516,Enterprise Customer 4150,Manufacturing,South East,Business Broadband,2024-05-15,2029-04-19,60,59848.28,299241.4,Active,0.69,1176,High,Three,,,AM033,4,8,2025-11-03
CON004151,1344,Enterprise Customer 4151,Retail,South West,SIP Trunking,2024-03-23,2025-03-18,12,5848.88,5848.88,Renewed,0.74,0,Low,TalkTalk,,,AM022,1,48,2025-11-28
CON004152,2231,Enterprise Customer 4152,Technology,North West,CCaaS,2024-10-27,2026-10-17,24,232012.96,464025.92,Active,0.94,261,None,,,,AM015,2,42,2025-12-01
CON004153,4648,Enterprise Customer 4153,Manufacturing,North West,CCaaS,2023-08-04,2025-07-24,24,379370.05,758740.1,Renewed,0.9,0,None,,,,AM027,6,3,2025-12-22
CON004154,233,Enterprise Customer 4154,Education,West Midlands,Managed Security,2024-10-16,2027-10-01,36,198824.1,596472.3,Active,0.78,610,Low,BT,,,AM009,1,33,2025-12-30
CON004155,1137,Enterprise Customer 4155,Retail,South West,SIP Trunking,2023-01-20,2026-01-04,36,94629.62,283888.86,In Negotiation,0.86,0,None,,Same,0.0,AM019,9,47,2025-11-13
CON004156,2928,Enterprise Customer 4156,Healthcare,West Midlands,SD-WAN,2023-12-11,2028-11-14,60,67665.57,338327.85,Active,0.86,1020,None,,,,AM007,6,38,2025-12-01
CON004157,3936,Enterprise Customer 4157,Hospitality,South West,CCaaS,2024-11-14,2027-10-30,36,380968.24,1142904.72,Active,0.87,639,Low,BT,,,AM031,5,39,2025-12-03
CON004158,4544,Enterprise Customer 4158,Education,West Midlands,UCaaS,2023-02-25,2028-01-30,60,90408.52,452042.6,Active,0.67,731,Medium,TalkTalk,,,AM023,10,30,2026-01-02
CON004159,4190,Enterprise Customer 4159,Hospitality,Northern Ireland,Managed Security,2024-03-23,2026-03-13,24,103980.07,207960.14,Renewed,0.86,43,None,,,,AM019,8,40,2025-11-14
CON004160,13,Enterprise Customer 4160,Technology,Scotland,CCaaS,2024-12-30,2025-12-25,12,87483.15,87483.15,Churned,0.81,0,None,,,,AM041,4,28,2025-12-16
CON004161,1735,Enterprise Customer 4161,Government,Yorkshire,Business Broadband,2023-11-27,2026-11-11,36,20241.99,60725.97,Active,0.87,286,None,,,,AM022,8,17,2025-12-15
CON004162,1272,Enterprise Customer 4162,Financial Services,London,Managed Security,2024-06-12,2027-05-28,36,31379.38,94138.14,Active,0.88,484,Low,TalkTalk,,,AM040,8,6,2025-11-08
CON004163,2424,Enterprise Customer 4163,Government,Scotland,Business Broadband,2024-05-18,2027-05-03,36,68116.25,204348.75,Active,0.75,459,None,,,,AM013,6,41,2026-01-10
CON004164,4032,Enterprise Customer 4164,Transport,Northern Ireland,Business Mobile,2024-10-06,2029-09-10,60,28958.5,144792.5,Active,0.94,1320,Low,Vodafone,,,AM025,4,38,2026-01-26
CON004165,2171,Enterprise Customer 4165,Professional Services,South East,CCaaS,2024-01-29,2025-01-23,12,257030.09,257030.09,Renewed,0.71,0,Medium,TalkTalk,,,AM017,9,49,2025-11-01
CON004166,3625,Enterprise Customer 4166,Government,Wales,Business Mobile,2023-11-15,2028-10-19,60,15277.97,76389.85,Active,0.93,994,Low,TalkTalk,,,AM029,2,23,2025-12-07
CON004167,2411,Enterprise Customer 4167,Technology,London,SIP Trunking,2024-03-27,2025-03-22,12,16480.93,16480.93,Churned,0.62,0,Medium,TalkTalk,,,AM017,10,15,2025-12-26
CON004168,83,Enterprise Customer 4168,Technology,Scotland,SD-WAN,2024-10-25,2029-09-29,60,229786.59,1148932.95,Active,0.73,1339,Medium,Three,,,AM034,6,32,2025-11-15
CON004169,890,Enterprise Customer 4169,Manufacturing,Yorkshire,UCaaS,2024-11-02,2027-10-18,36,482629.6,1447888.8,Active,0.93,627,None,,,,AM017,8,1,2025-12-25
CON004170,3920,Enterprise Customer 4170,Hospitality,South West,Business Mobile,2023-08-27,2025-08-16,24,39259.82,78519.64,Renewed,0.83,0,None,,,,AM011,2,25,2026-01-09
CON004171,3,Enterprise Customer 4171,Transport,Northern Ireland,UCaaS,2024-11-17,2026-11-07,24,130768.4,261536.8,Active,0.87,282,Low,BT,,,AM023,8,40,2026-01-24
CON004172,4952,Enterprise Customer 4172,Government,Yorkshire,UCaaS,2024-07-09,2029-06-13,60,69836.06,349180.3,Active,0.78,1231,Medium,TalkTalk,,,AM044,4,0,2025-12-12
CON004173,4783,Enterprise Customer 4173,Hospitality,East,Business Mobile,2024-05-29,2025-05-24,12,75668.3,75668.3,Renewed,0.73,0,Low,Three,,,AM008,9,31,2025-12-03
CON004174,3375,Enterprise Customer 4174,Transport,South West,Business Broadband,2023-09-28,2028-09-01,60,41678.74,208393.7,Active,0.96,946,None,,,,AM029,5,8,2025-12-15
CON004175,1566,Enterprise Customer 4175,Technology,London,SIP Trunking,2024-08-21,2027-08-06,36,32912.73,98738.19,Active,0.95,554,None,,,,AM030,6,29,2025-11-03
CON004176,2013,Enterprise Customer 4176,Financial Services,North West,SD-WAN,2023-08-08,2028-07-12,60,55067.2,275336.0,Active,0.71,895,Medium,Three,,,AM030,9,50,2025-12-29
CON004177,197,Enterprise Customer 4177,Professional Services,North West,Business Mobile,2024-06-20,2029-05-25,60,95492.98,477464.9,Active,0.91,1212,None,,,,AM010,8,23,2025-12-09
CON004178,4647,Enterprise Customer 4178,Professional Services,Northern Ireland,SD-WAN,2024-12-17,2029-11-21,60,35658.35,178291.75,Active,0.91,1392,Low,Vodafone,,,AM009,8,19,2025-12-09
CON004179,4701,Enterprise Customer 4179,Hospitality,South West,UCaaS,2023-11-08,2024-11-02,12,226002.83,226002.83,Renewed,0.73,0,Low,Three,,,AM021,10,37,2026-01-24
CON004180,4019,Enterprise Customer 4180,Hospitality,West Midlands,Business Broadband,2024-02-27,2029-01-31,60,39665.74,198328.7,Active,0.77,1098,Low,BT,,,AM035,9,26,2025-11-02
CON004181,2920,Enterprise Customer 4181,Healthcare,West Midlands,SD-WAN,2024-06-08,2027-05-24,36,261808.96,785426.88,Active,0.99,480,None,,,,AM043,8,39,2025-12-05
CON004182,4250,Enterprise Customer 4182,Government,Wales,Managed Security,2023-09-16,2024-09-10,12,77965.79,77965.79,Churned,0.84,0,None,,,,AM008,5,40,2025-12-27
CON004183,962,Enterprise Customer 4183,Healthcare,South West,UCaaS,2024-03-07,2027-02-20,36,187099.92,561299.76,Active,0.56,387,High,Virgin Media O2,,,AM041,9,18,2025-12-30
CON004184,3145,Enterprise Customer 4184,Government,South East,SIP Trunking,2023-07-13,2025-07-02,24,53740.68,107481.36,Renewed,0.72,0,None,,,,AM003,7,46,2025-12-13
CON004185,3080,Enterprise Customer 4185,Hospitality,Wales,UCaaS,2023-04-12,2028-03-16,60,347137.34,1735686.7,Active,0.76,777,Low,Virgin Media O2,,,AM042,6,4,2025-12-06
CON004186,4263,Enterprise Customer 4186,Education,South East,CCaaS,2024-04-11,2029-03-16,60,318964.02,1594820.1,Active,0.65,1142,Medium,Vodafone,,,AM026,6,33,2025-12-09
CON004187,1635,Enterprise Customer 4187,Professional Services,South East,Business Mobile,2023-06-17,2024-06-11,12,10495.04,10495.04,Renewed,0.63,0,High,Virgin Media O2,,,AM035,6,2,2025-12-20
CON004188,4185,Enterprise Customer 4188,Retail,Yorkshire,SIP Trunking,2023-02-03,2024-01-29,12,20491.43,20491.43,Renewed,0.86,0,None,,,,AM012,3,15,2026-01-24
CON004189,4064,Enterprise Customer 4189,Transport,North West,UCaaS,2024-02-19,2027-02-03,36,263595.4,790786.2,Active,0.93,370,None,,,,AM026,5,44,2025-12-21
CON004190,2261,Enterprise Customer 4190,Transport,North West,SIP Trunking,2023-02-22,2026-02-06,36,84346.49,253039.47,Renewed,0.99,8,Low,TalkTalk,,,AM040,9,41,2025-11-20
CON004191,2357,Enterprise Customer 4191,Government,South West,Business Broadband,2024-08-27,2027-08-12,36,89981.92,269945.76,Active,0.99,560,Low,Vodafone,,,AM032,8,43,2025-11-10
CON004192,1134,Enterprise Customer 4192,Hospitality,North West,CCaaS,2023-05-21,2026-05-05,36,259812.24,779436.72,Active,0.74,96,Medium,TalkTalk,,,AM033,3,6,2025-10-30
CON004193,3500,Enterprise Customer 4193,Government,South West,UCaaS,2023-07-05,2028-06-08,60,497731.08,2488655.4,Active,0.79,861,Low,Vodafone,,,AM027,7,47,2025-11-29
CON004194,1530,Enterprise Customer 4194,Transport,West Midlands,Business Broadband,2024-04-15,2029-03-20,60,94505.52,472527.6,Active,0.81,1146,None,,,,AM035,2,14,2026-01-12
CON004195,3175,Enterprise Customer 4195,Technology,South East,UCaaS,2023-04-18,2026-04-02,36,264581.83,793745.49,Pending Renewal,0.85,63,None,,Upgrade,87470.72,AM050,6,29,2025-11-22
CON004196,1545,Enterprise Customer 4196,Healthcare,South East,CCaaS,2023-05-07,2028-04-10,60,297818.43,1489092.15,Active,0.75,802,Medium,Three,,,AM035,5,23,2025-10-31
CON004197,3839,Enterprise Customer 4197,Technology,Scotland,Business Mobile,2024-10-25,2025-10-20,12,11385.1,11385.1,Renewed,0.66,0,Medium,TalkTalk,,,AM010,7,50,2026-01-19
CON004198,3791,Enterprise Customer 4198,Transport,Northern Ireland,CCaaS,2023-01-30,2026-01-14,36,263271.92,789815.76,Renewed,0.99,0,None,,,,AM029,2,22,2026-01-08
CON004199,1690,Enterprise Customer 4199,Manufacturing,London,UCaaS,2023-09-12,2028-08-16,60,432372.12,2161860.6,Active,0.91,930,Low,BT,,,AM015,4,37,2026-01-05
CON004200,2327,Enterprise Customer 4200,Financial Services,South West,Business Broadband,2023-05-10,2024-05-04,12,87846.58,87846.58,Renewed,0.87,0,Low,Virgin Media O2,,,AM024,7,8,2026-01-06
CON004201,3165,Enterprise Customer 4201,Technology,South West,Business Mobile,2023-07-13,2024-07-07,12,20723.65,20723.65,Renewed,0.76,0,Medium,BT,,,AM039,8,36,2025-12-16
CON004202,1730,Enterprise Customer 4202,Government,South East,SIP Trunking,2024-12-17,2026-12-07,24,46987.8,93975.6,Active,0.77,312,None,,,,AM017,3,34,2025-11-19
CON004203,2524,Enterprise Customer 4203,Retail,North West,SIP Trunking,2024-03-25,2026-03-15,24,38337.95,76675.9,In Negotiation,0.71,45,Low,Virgin Media O2,Same,0.0,AM042,6,11,2025-12-30
CON004204,3872,Enterprise Customer 4204,Government,South East,UCaaS,2024-11-02,2027-10-18,36,461829.45,1385488.35,Active,0.86,627,None,,,,AM008,1,5,2025-11-25
CON004205,4064,Enterprise Customer 4205,Transport,West Midlands,SIP Trunking,2024-02-22,2026-02-11,24,78116.71,156233.42,Pending Renewal,0.94,13,Low,Virgin Media O2,Same,0.0,AM005,7,28,2025-12-27
CON004206,1850,Enterprise Customer 4206,Financial Services,North West,Business Broadband,2024-04-08,2029-03-13,60,40436.03,202180.15,Active,0.99,1139,None,,,,AM044,9,11,2025-10-30
CON004207,1765,Enterprise Customer 4207,Hospitality,Northern Ireland,SIP Trunking,2024-03-21,2027-03-06,36,26173.3,78519.9,Active,0.93,401,None,,,,AM011,8,35,2025-11-04
CON004208,2964,Enterprise Customer 4208,Manufacturing,South East,UCaaS,2024-10-27,2026-10-17,24,431672.35,863344.7,Active,0.72,261,Medium,BT,,,AM049,3,49,2026-01-18
CON004209,4390,Enterprise Customer 4209,Retail,Wales,Business Broadband,2024-06-02,2029-05-07,60,76705.88,383529.4,Active,0.95,1194,None,,,,AM043,9,30,2025-12-02
CON004210,3834,Enterprise Customer 4210,Hospitality,North West,SIP Trunking,2023-11-01,2026-10-16,36,36221.28,108663.84,Active,0.91,260,Low,TalkTalk,,,AM042,6,15,2025-11-29
CON004211,3100,Enterprise Customer 4211,Financial Services,South East,Business Broadband,2023-04-07,2028-03-11,60,48149.33,240746.65,Active,0.98,772,Low,Three,,,AM034,2,23,2026-01-16
CON004212,2612,Enterprise Customer 4212,Professional Services,Northern Ireland,CCaaS,2023-11-08,2028-10-12,60,230740.75,1153703.75,Active,0.92,987,Low,Virgin Media O2,,,AM045,8,7,2025-10-31
CON004213,2644,Enterprise Customer 4213,Manufacturing,Northern Ireland,UCaaS,2023-06-15,2026-05-30,36,124338.95,373016.85,Active,0.99,121,Low,Vodafone,,,AM036,2,41,2025-12-23
CON004214,3127,Enterprise Customer 4214,Hospitality,South East,Managed Security,2023-09-02,2028-08-06,60,98358.68,491793.4,Active,0.85,920,None,,,,AM024,10,20,2025-11-26
CON004215,3393,Enterprise Customer 4215,Retail,Northern Ireland,Business Mobile,2024-03-03,2025-02-26,12,68898.6,68898.6,Renewed,0.78,0,Medium,BT,,,AM010,4,25,2025-12-16
CON004216,97,Enterprise Customer 4216,Healthcare,Scotland,UCaaS,2023-05-25,2025-05-14,24,275502.22,551004.44,Renewed,0.93,0,None,,,,AM043,3,29,2025-11-28
CON004217,3293,Enterprise Customer 4217,Hospitality,Scotland,UCaaS,2023-06-10,2026-05-25,36,378661.85,1135985.55,Active,0.94,116,None,,,,AM034,4,17,2025-12-25
CON004218,4002,Enterprise Customer 4218,Professional Services,Yorkshire,Business Mobile,2024-01-04,2028-12-08,60,18705.56,93527.8,Active,0.94,1044,None,,,,AM008,3,5,2025-11-27
CON004219,1887,Enterprise Customer 4219,Retail,East,Business Mobile,2024-12-26,2025-12-21,12,96312.56,96312.56,In Negotiation,0.76,0,None,,Same,0.0,AM011,7,8,2025-12-03
CON004220,3015,Enterprise Customer 4220,Financial Services,Yorkshire,UCaaS,2023-04-07,2025-03-27,24,16132.92,32265.84,Renewed,0.82,0,None,,,,AM022,3,4,2025-12-17
CON004221,8,Enterprise Customer 4221,Education,London,Business Mobile,2023-09-21,2025-09-10,24,71185.16,142370.32,Churned,0.8,0,None,,,,AM009,2,24,2025-11-15
CON004222,3428,Enterprise Customer 4222,Professional Services,West Midlands,IoT Connectivity,2024-11-13,2026-11-03,24,98868.08,197736.16,Active,0.71,278,Medium,Vodafone,,,AM001,8,39,2026-01-04
CON004223,464,Enterprise Customer 4223,Education,Scotland,CCaaS,2023-12-28,2028-12-01,60,348778.88,1743894.4,Active,0.76,1037,Low,TalkTalk,,,AM033,10,39,2026-01-14
CON004224,4516,Enterprise Customer 4224,Healthcare,Wales,Business Mobile,2023-04-03,2024-03-28,12,36943.7,36943.7,Renewed,0.78,0,None,,,,AM027,2,6,2025-11-11
CON004225,97,Enterprise Customer 4225,Financial Services,North West,CCaaS,2024-05-10,2026-04-30,24,259241.69,518483.38,Active,0.79,91,Low,BT,,,AM009,4,33,2025-11-10
CON004226,1263,Enterprise Customer 4226,Education,South East,UCaaS,2024-09-28,2029-09-02,60,89943.83,449719.15,Active,0.97,1312,Low,Virgin Media O2,,,AM012,6,33,2026-01-07
CON004227,44,Enterprise Customer 4227,Manufacturing,Northern Ireland,Business Broadband,2024-12-30,2025-12-25,12,44669.64,44669.64,Churned,0.94,0,Low,Virgin Media O2,,,AM018,5,43,2025-12-24
CON004228,3339,Enterprise Customer 4228,Education,Wales,SD-WAN,2023-04-10,2024-04-04,12,255509.48,255509.48,Churned,0.88,0,Low,BT,,,AM044,6,31,2025-12-13
CON004229,2428,Enterprise Customer 4229,Hospitality,South West,IoT Connectivity,2024-07-08,2027-06-23,36,93777.62,281332.86,Active,0.82,510,Medium,Three,,,AM028,3,2,2025-12-21
CON004230,331,Enterprise Customer 4230,Retail,North West,CCaaS,2024-03-11,2026-03-01,24,338767.2,677534.4,Renewed,0.85,31,None,,,,AM049,5,34,2025-12-24
CON004231,3112,Enterprise Customer 4231,Retail,Scotland,UCaaS,2024-05-15,2025-05-10,12,222294.21,222294.21,Renewed,0.74,0,Medium,Virgin Media O2,,,AM019,1,14,2026-01-27
CON004232,4050,Enterprise Customer 4232,Retail,Northern Ireland,Managed Security,2023-03-16,2024-03-10,12,237122.61,237122.61,Renewed,0.77,0,Medium,BT,,,AM036,4,38,2026-01-09
CON004233,4273,Enterprise Customer 4233,Technology,Yorkshire,CCaaS,2023-05-02,2024-04-26,12,368426.72,368426.72,Renewed,0.62,0,Medium,Vodafone,,,AM015,8,46,2025-11-29
CON004234,1499,Enterprise Customer 4234,Government,East,Business Broadband,2024-04-12,2025-04-07,12,32318.65,32318.65,Renewed,0.82,0,Low,TalkTalk,,,AM039,4,15,2025-12-09
CON004235,281,Enterprise Customer 4235,Manufacturing,Yorkshire,SIP Trunking,2024-03-02,2025-02-25,12,82223.72,82223.72,Churned,0.78,0,Low,Virgin Media O2,,,AM009,2,22,2025-11-14
CON004236,834,Enterprise Customer 4236,Healthcare,East,IoT Connectivity,2024-08-30,2029-08-04,60,13043.91,65219.55,Active,0.99,1283,Low,Three,,,AM034,7,6,2025-11-13
CON004237,2753,Enterprise Customer 4237,Technology,Northern Ireland,CCaaS,2024-03-16,2029-02-18,60,150656.34,753281.7,Active,0.78,1116,Low,TalkTalk,,,AM041,7,34,2025-12-21
CON004238,2514,Enterprise Customer 4238,Healthcare,Wales,UCaaS,2024-04-16,2029-03-21,60,61792.67,308963.35,Active,0.93,1147,None,,,,AM020,10,22,2026-01-24
CON004239,2776,Enterprise Customer 4239,Education,Northern Ireland,Business Mobile,2024-05-07,2027-04-22,36,14980.02,44940.06,Active,0.91,448,None,,,,AM038,4,9,2025-12-23
CON004240,2047,Enterprise Customer 4240,Technology,Wales,CCaaS,2024-06-07,2026-05-28,24,176369.16,352738.32,Active,0.84,119,None,,,,AM001,9,32,2026-01-19
CON004241,268,Enterprise Customer 4241,Education,Yorkshire,Managed Security,2023-02-18,2028-01-23,60,23347.19,116735.95,Active,0.78,724,None,,,,AM009,4,1,2025-11-29
CON004242,4086,Enterprise Customer 4242,Technology,Scotland,UCaaS,2024-07-19,2026-07-09,24,421757.74,843515.48,Active,0.5,161,High,Virgin Media O2,,,AM008,2,49,2026-01-02
CON004243,413,Enterprise Customer 4243,Healthcare,East,Business Mobile,2023-12-02,2026-11-16,36,17621.07,52863.21,Active,0.92,291,None,,,,AM024,7,28,2026-01-22
CON004244,4080,Enterprise Customer 4244,Hospitality,North West,Business Mobile,2023-01-19,2027-12-24,60,46018.36,230091.8,Active,0.93,694,None,,,,AM027,3,13,2025-11-26
CON004245,3592,Enterprise Customer 4245,Retail,Yorkshire,SD-WAN,2024-09-19,2026-09-09,24,287545.9,575091.8,Active,0.72,223,None,,,,AM040,6,40,2025-11-18
CON004246,4275,Enterprise Customer 4246,Manufacturing,Scotland,CCaaS,2024-01-03,2028-12-07,60,405751.35,2028756.75,Active,0.66,1043,High,BT,,,AM010,5,45,2025-12-12
CON004247,26,Enterprise Customer 4247,Financial Services,South East,Business Broadband,2023-03-03,2026-02-15,36,78294.84,234884.52,In Negotiation,0.98,17,Low,Vodafone,Same,0.0,AM003,8,28,2026-01-13
CON004248,4212,Enterprise Customer 4248,Healthcare,Scotland,Business Mobile,2024-11-23,2029-10-28,60,82351.5,411757.5,Active,0.9,1368,None,,,,AM018,5,24,2025-11-30
CON004249,1529,Enterprise Customer 4249,Hospitality,Yorkshire,Business Broadband,2023-05-10,2025-04-29,24,43928.79,87857.58,Renewed,0.91,0,None,,,,AM017,4,31,2025-12-03
CON004250,3456,Enterprise Customer 4250,Hospitality,South West,CCaaS,2024-05-03,2029-04-07,60,53780.58,268902.9,Active,0.78,1164,Low,BT,,,AM018,7,26,2025-12-10
CON004251,3768,Enterprise Customer 4251,Hospitality,East,CCaaS,2023-01-31,2028-01-05,60,102178.16,510890.8,Active,0.98,706,Low,Three,,,AM009,4,42,2025-11-07
CON004252,460,Enterprise Customer 4252,Manufacturing,East,IoT Connectivity,2024-01-30,2025-01-24,12,43995.56,43995.56,Renewed,0.7,0,Low,Vodafone,,,AM014,1,28,2025-12-25
CON004253,1680,Enterprise Customer 4253,Education,North West,Business Mobile,2023-07-01,2028-06-04,60,61753.91,308769.55,Active,0.89,857,Low,Virgin Media O2,,,AM028,1,40,2025-11-02
CON004254,880,Enterprise Customer 4254,Healthcare,London,UCaaS,2023-08-03,2025-07-23,24,393833.52,787667.04,Renewed,0.82,0,Low,BT,,,AM016,6,4,2025-12-23
CON004255,974,Enterprise Customer 4255,Education,Scotland,Business Mobile,2023-02-05,2024-01-31,12,70843.56,70843.56,Renewed,0.79,0,None,,,,AM039,4,19,2025-11-28
CON004256,1868,Enterprise Customer 4256,Education,Yorkshire,UCaaS,2024-04-27,2027-04-12,36,466397.88,1399193.64,Active,0.99,438,Low,Three,,,AM037,8,8,2026-01-15
CON004257,2073,Enterprise Customer 4257,Government,Northern Ireland,SIP Trunking,2023-08-14,2024-08-08,12,41462.01,41462.01,Churned,0.61,0,Medium,TalkTalk,,,AM001,8,30,2025-11-09
CON004258,3381,Enterprise Customer 4258,Education,London,SIP Trunking,2023-03-01,2028-02-03,60,6399.68,31998.4,Active,0.99,735,None,,,,AM007,1,17,2026-01-19
CON004259,4240,Enterprise Customer 4259,Retail,Scotland,CCaaS,2024-06-28,2025-06-23,12,314216.25,314216.25,Churned,0.69,0,Medium,Virgin Media O2,,,AM046,6,12,2025-12-22
CON004260,1167,Enterprise Customer 4260,Professional Services,London,CCaaS,2023-05-13,2026-04-27,36,94863.45,284590.35,Pending Renewal,0.86,88,Low,Virgin Media O2,Add Services,20803.12,AM027,7,35,2026-01-14
CON004261,4638,Enterprise Customer 4261,Professional Services,North West,CCaaS,2024-08-12,2027-07-28,36,68326.98,204980.94,Active,0.85,545,Low,BT,,,AM039,4,35,2025-12-09
CON004262,3722,Enterprise Customer 4262,Professional Services,North West,CCaaS,2024-05-21,2026-05-11,24,498254.27,996508.54,Active,0.89,102,Low,BT,,,AM044,3,11,2025-12-25
CON004263,4491,Enterprise Customer 4263,Transport,West Midlands,SIP Trunking,2023-11-19,2025-11-08,24,73240.36,146480.72,Renewed,0.85,0,Low,TalkTalk,,,AM007,2,38,2026-01-23
CON004264,2604,Enterprise Customer 4264,Retail,Northern Ireland,UCaaS,2024-09-30,2029-09-04,60,495757.85,2478789.25,Active,0.89,1314,None,,,,AM003,2,35,2026-01-27
CON004265,1333,Enterprise Customer 4265,Retail,South West,IoT Connectivity,2024-07-11,2029-06-15,60,64320.55,321602.75,Active,0.92,1233,None,,,,AM026,7,14,2025-11-30
CON004266,178,Enterprise Customer 4266,Healthcare,Yorkshire,UCaaS,2023-12-04,2024-11-28,12,31986.81,31986.81,Renewed,0.71,0,None,,,,AM020,9,28,2025-11-25
CON004267,3258,Enterprise Customer 4267,Transport,West Midlands,UCaaS,2023-08-01,2026-07-16,36,161029.89,483089.67,Active,0.8,168,None,,,,AM012,6,23,2025-12-17
CON004268,2408,Enterprise Customer 4268,Manufacturing,West Midlands,UCaaS,2024-06-25,2029-05-30,60,225499.43,1127497.15,Active,0.85,1217,None,,,,AM013,8,6,2025-11-10
CON004269,2129,Enterprise Customer 4269,Government,South East,Business Broadband,2023-04-21,2026-04-05,36,30512.73,91538.19,In Negotiation,0.98,66,Low,TalkTalk,Same,0.0,AM043,1,41,2025-11-15
