survey_id,employee_id,department,work_location,survey_date,survey_month,survey_type,engagement_score,satisfaction_score,manager_rating,career_growth_score,work_life_balance,compensation_satisfaction,would_recommend,enps_score,comments_provided
3005,EMP0578,Retail Operations,SnowTelco London Airport 8,2025-02-18,2025-02,Annual Engagement,3,2,2,2,1,1,True,74,False
3006,EMP0865,Customer Service,Manchester Contact Centre,2025-06-07,2025-06,Annual Engagement,3,4,3,5,2,3,True,-7,False
3007,EMP1074,Customer Service,Glasgow Contact Centre,2025-08-14,2025-08,Onboarding Survey,4,2,3,2,1,4,True,-76,False
3008,EMP0193,Sales - Consumer,Cardiff Office,2025-12-27,2025-12,Annual Engagement,4,4,1,5,1,1,True,79,False
3009,EMP0962,Network Engineering,Manchester Office,2025-09-18,2025-09,Onboarding Survey,5,4,2,1,1,4,True,89,False
3010,EMP1773,IT,Edinburgh Office,2025-07-09,2025-07,Onboarding Survey,5,4,4,2,3,4,False,51,True
3011,EMP1358,Customer Service,Glasgow Contact Centre,2025-10-29,2025-10,Annual Engagement,4,4,3,5,2,5,True,-38,False
3012,EMP1693,Customer Service,Manchester Contact Centre,2025-08-29,2025-08,Pulse Survey,2,4,2,5,4,4,True,80,False
3013,EMP1294,Product Management,Birmingham Office,2025-04-02,2025-04,Onboarding Survey,4,5,5,2,2,2,True,56,False
3014,EMP0827,Sales - B2B,Manchester Office,2025-06-17,2025-06,Pulse Survey,5,1,5,4,2,3,True,27,True
3015,EMP1714,Retail Operations,SnowTelco London High 12,2025-06-24,2025-06,Pulse Survey,4,1,5,2,5,2,True,-8,False
3016,EMP1299,Marketing,Cardiff Office,2025-03-13,2025-03,Pulse Survey,5,3,5,4,1,5,False,-22,False
3017,EMP0151,Customer Service,Glasgow Contact Centre,2026-01-27,2026-01,Annual Engagement,4,3,5,2,1,2,True,-62,True
3018,EMP0433,Product Management,Edinburgh Office,2026-01-10,2026-01,Annual Engagement,5,2,2,3,4,4,True,83,False
3019,EMP1848,Customer Service,London Contact Centre,2025-07-22,2025-07,Pulse Survey,3,5,5,3,4,5,False,31,True
3020,EMP0722,Network Engineering,Edinburgh Office,2025-12-23,2025-12,Pulse Survey,5,2,5,5,2,5,False,-81,False
3021,EMP0880,Customer Service,Glasgow Contact Centre,2025-11-01,2025-11,Annual Engagement,5,2,3,5,3,5,True,44,True
3022,EMP0705,Finance,Cardiff Office,2025-09-29,2025-09,Pulse Survey,4,4,2,3,1,1,False,-24,True
3023,EMP1570,Retail Operations,SnowTelco Liverpool Train 5,2025-05-17,2025-05,Onboarding Survey,4,4,3,5,5,2,True,-94,True
3024,EMP0013,Sales - B2B,Birmingham Office,2025-07-16,2025-07,Annual Engagement,4,1,2,3,4,5,False,63,True
3025,EMP0716,Customer Service,Manchester Contact Centre,2026-01-04,2026-01,Pulse Survey,4,2,4,1,1,1,True,62,False
3026,EMP0546,Network Engineering,Cardiff Office,2025-08-26,2025-08,Pulse Survey,4,1,4,2,5,2,True,68,False
3027,EMP0347,Sales - B2B,London HQ,2025-01-18,2025-01,Pulse Survey,4,4,2,4,4,3,True,-41,False
3028,EMP0433,Product Management,Edinburgh Office,2025-12-31,2025-12,Pulse Survey,4,1,5,4,1,3,True,88,False
3029,EMP1906,Retail Operations,SnowTelco London Shopping 7,2025-08-25,2025-08,Annual Engagement,5,5,3,3,4,5,False,46,True
3030,EMP0554,Retail Operations,SnowTelco Norwich Shopping 2,2025-11-24,2025-11,Annual Engagement,5,1,2,1,2,1,True,72,False
3031,EMP0455,HR,Cardiff Office,2025-11-01,2025-11,Annual Engagement,4,3,3,1,1,1,True,20,False
3032,EMP0673,Network Engineering,Edinburgh Office,2026-01-31,2026-01,Onboarding Survey,3,3,1,1,5,3,True,8,True
3033,EMP0674,Retail Operations,SnowTelco London Shopping 43,2025-06-30,2025-06,Pulse Survey,3,2,3,3,1,1,True,-58,False
3034,EMP0148,Customer Service,Glasgow Contact Centre,2025-08-23,2025-08,Annual Engagement,5,1,5,2,2,4,True,-74,False
3035,EMP0912,Network Engineering,Edinburgh Office,2025-01-14,2025-01,Pulse Survey,4,2,1,4,3,4,True,64,True
3036,EMP1074,Customer Service,Glasgow Contact Centre,2025-12-04,2025-12,Pulse Survey,3,5,1,2,1,2,True,99,True
3037,EMP1911,Retail Operations,SnowTelco Sheffield High 3,2025-11-09,2025-11,Annual Engagement,4,2,1,5,3,3,True,31,False
3038,EMP0869,Sales - Consumer,Cardiff Office,2025-07-14,2025-07,Pulse Survey,4,5,5,5,4,4,True,78,True
3039,EMP1816,Customer Service,Manchester Contact Centre,2025-12-08,2025-12,Exit Survey,5,5,4,2,3,4,True,-17,False
3040,EMP0509,Network Engineering,Edinburgh Office,2025-01-25,2025-01,Annual Engagement,5,5,1,4,4,4,True,79,False
3041,EMP1777,Network Engineering,London HQ,2026-01-06,2026-01,Pulse Survey,4,3,2,3,2,4,False,-48,False
3042,EMP0789,Retail Operations,SnowTelco Stoke Retail 2,2025-03-09,2025-03,Onboarding Survey,5,2,3,3,5,2,True,-44,False
3043,EMP1499,Supply Chain,Birmingham Office,2025-04-24,2025-04,Annual Engagement,2,1,1,4,5,5,True,16,False
3044,EMP0269,IT,London HQ,2026-01-14,2026-01,Annual Engagement,4,3,3,5,4,2,False,91,False
3045,EMP0558,Retail Operations,SnowTelco Leicester Retail 4,2025-02-01,2025-02,Annual Engagement,3,4,4,1,4,3,True,97,False
3046,EMP1888,Network Engineering,Birmingham Office,2025-03-20,2025-03,Annual Engagement,4,2,3,4,4,1,True,-72,False
3047,EMP0154,Network Engineering,Birmingham Office,2025-01-31,2025-01,Exit Survey,4,1,5,3,2,2,True,-80,False
3048,EMP0570,Customer Service,London Contact Centre,2025-07-21,2025-07,Pulse Survey,4,4,1,1,5,4,False,70,False
3049,EMP1773,IT,Edinburgh Office,2025-05-28,2025-05,Pulse Survey,5,1,3,1,3,2,False,-26,False
3050,EMP1343,Customer Service,Manchester Contact Centre,2025-01-24,2025-01,Annual Engagement,5,3,2,4,3,5,True,88,True
3051,EMP0516,IT,Manchester Office,2026-01-10,2026-01,Pulse Survey,5,2,1,5,3,1,True,78,False
3052,EMP1470,Customer Service,Manchester Contact Centre,2025-08-02,2025-08,Pulse Survey,3,1,1,1,2,5,True,-27,False
3053,EMP0667,Marketing,Edinburgh Office,2025-06-26,2025-06,Annual Engagement,5,4,5,1,5,4,False,20,False
3054,EMP0810,Customer Service,London Contact Centre,2025-02-17,2025-02,Onboarding Survey,3,1,4,1,4,5,True,-89,True
3055,EMP0139,Retail Operations,SnowTelco London Train 25,2025-06-07,2025-06,Pulse Survey,4,4,1,1,5,5,True,37,False
3056,EMP1307,Retail Operations,SnowTelco Coventry Airport 3,2025-08-29,2025-08,Pulse Survey,3,4,5,5,1,1,True,78,True
3057,EMP0235,Sales - Consumer,Manchester Office,2025-10-30,2025-10,Pulse Survey,1,2,1,2,2,3,True,95,True
3058,EMP0964,Sales - Consumer,London HQ,2025-06-13,2025-06,Annual Engagement,4,2,2,1,3,5,True,-69,False
3059,EMP1361,Legal,Birmingham Office,2025-06-12,2025-06,Pulse Survey,4,3,3,2,5,5,False,91,True
3060,EMP1380,Network Engineering,Manchester Office,2025-09-04,2025-09,Annual Engagement,5,4,3,1,1,2,True,48,False
3061,EMP0988,Retail Operations,SnowTelco Birmingham Airport 8,2025-07-05,2025-07,Annual Engagement,4,1,4,5,4,3,True,72,True
3062,EMP1873,Marketing,Birmingham Office,2025-04-24,2025-04,Pulse Survey,3,5,5,1,1,1,False,-86,False
3063,EMP1073,Executive,Manchester Office,2025-09-12,2025-09,Pulse Survey,3,1,4,2,3,1,True,30,False
3064,EMP1886,Customer Service,London Contact Centre,2025-05-28,2025-05,Annual Engagement,3,4,4,1,5,2,True,-57,False
3065,EMP1310,Retail Operations,SnowTelco London Shopping 16,2025-10-12,2025-10,Exit Survey,3,5,4,5,2,3,True,27,True
3066,EMP0835,IT,London HQ,2025-07-14,2025-07,Annual Engagement,5,1,3,5,4,3,True,-66,False
3067,EMP0880,Customer Service,Glasgow Contact Centre,2025-02-27,2025-02,Exit Survey,3,5,2,1,4,4,True,-93,False
3068,EMP1724,Retail Operations,SnowTelco Edinburgh Train 5,2025-07-20,2025-07,Annual Engagement,5,3,2,4,5,4,True,-92,True
3069,EMP0436,Finance,Cardiff Office,2025-05-24,2025-05,Pulse Survey,4,4,4,2,4,2,True,50,True
3070,EMP0665,Legal,Manchester Office,2025-01-23,2025-01,Pulse Survey,5,3,2,5,2,3,True,37,False
3071,EMP1360,Retail Operations,SnowTelco Liverpool Flagship,2025-03-29,2025-03,Annual Engagement,4,5,1,4,4,4,False,95,False
3072,EMP1830,HR,Manchester Office,2025-04-14,2025-04,Annual Engagement,3,3,1,4,5,4,True,4,False
3073,EMP0632,Network Engineering,Manchester Office,2025-06-11,2025-06,Onboarding Survey,2,1,3,5,1,1,True,81,False
3074,EMP0209,Retail Operations,SnowTelco Sheffield High 3,2025-01-02,2025-01,Annual Engagement,5,3,5,3,5,3,True,43,False
3075,EMP0870,Sales - B2B,Manchester Office,2025-08-09,2025-08,Annual Engagement,4,1,3,1,4,4,False,-43,False
3076,EMP0049,Executive,Birmingham Office,2025-04-16,2025-04,Pulse Survey,2,3,2,1,1,2,True,-35,True
3077,EMP1017,Product Management,Manchester Office,2026-01-28,2026-01,Pulse Survey,3,4,3,4,4,4,True,-68,False
3078,EMP0121,Customer Service,London Contact Centre,2025-10-19,2025-10,Pulse Survey,4,5,5,3,3,3,False,96,False
3079,EMP0217,Retail Operations,SnowTelco Leeds Shopping 6,2026-01-28,2026-01,Pulse Survey,3,5,3,5,1,1,True,39,False
3080,EMP0528,Retail Operations,SnowTelco Edinburgh Shopping 3,2026-02-03,2026-02,Pulse Survey,3,4,4,1,2,4,True,18,False
3081,EMP0371,Retail Operations,SnowTelco Glasgow Shopping 5,2025-10-22,2025-10,Annual Engagement,4,4,3,1,2,5,False,23,False
3082,EMP1556,Customer Service,Manchester Contact Centre,2025-08-25,2025-08,Annual Engagement,4,1,2,1,5,5,False,11,True
3083,EMP1821,Sales - Consumer,Birmingham Office,2025-11-22,2025-11,Exit Survey,4,4,2,2,4,4,False,-38,True
3084,EMP1795,IT,Manchester Office,2025-08-23,2025-08,Pulse Survey,4,2,5,4,2,4,True,-79,True
3085,EMP1015,Customer Service,Glasgow Contact Centre,2025-03-04,2025-03,Annual Engagement,5,1,5,3,3,2,False,41,False
3086,EMP1945,IT,Manchester Office,2025-05-22,2025-05,Onboarding Survey,4,5,4,5,1,1,False,100,False
3087,EMP0517,Product Management,Cardiff Office,2025-12-14,2025-12,Pulse Survey,5,4,5,1,1,2,True,-29,False
3088,EMP0386,Marketing,London HQ,2025-11-21,2025-11,Pulse Survey,4,5,1,4,4,3,True,33,False
3089,EMP0835,IT,London HQ,2025-06-16,2025-06,Annual Engagement,5,2,4,5,2,1,True,24,False
3090,EMP1380,Network Engineering,Manchester Office,2025-11-14,2025-11,Annual Engagement,3,2,2,3,2,4,False,58,False
3091,EMP0206,Retail Operations,SnowTelco Swansea Standard,2025-09-02,2025-09,Pulse Survey,4,2,5,1,3,4,True,-63,True
3092,EMP0764,Marketing,Cardiff Office,2025-10-09,2025-10,Pulse Survey,4,3,1,5,4,5,True,-42,False
3093,EMP0324,Retail Operations,SnowTelco London Retail 34,2025-05-10,2025-05,Annual Engagement,5,5,3,5,3,4,True,78,False
3094,EMP0739,Sales - B2B,Birmingham Office,2025-01-31,2025-01,Pulse Survey,5,3,1,1,4,1,True,-17,True
3095,EMP0030,Network Engineering,Manchester Office,2025-06-17,2025-06,Annual Engagement,5,1,2,5,4,2,False,-43,True
3096,EMP1212,Product Management,Edinburgh Office,2025-11-07,2025-11,Pulse Survey,3,5,1,1,5,2,False,-27,True
3097,EMP0008,Sales - Consumer,Manchester Office,2025-10-06,2025-10,Pulse Survey,3,1,1,2,1,2,True,-12,False
3098,EMP0765,IT,Edinburgh Office,2025-10-27,2025-10,Pulse Survey,4,2,1,4,5,3,False,-82,False
3099,EMP1549,HR,Edinburgh Office,2026-01-29,2026-01,Onboarding Survey,4,5,1,5,1,1,False,49,False
3100,EMP0539,Finance,London HQ,2025-02-14,2025-02,Annual Engagement,5,4,4,1,5,4,False,-63,True
3101,EMP0526,Network Engineering,Edinburgh Office,2025-12-03,2025-12,Annual Engagement,4,1,5,1,1,3,False,-37,False
3102,EMP0212,Network Engineering,London HQ,2026-02-16,2026-02,Pulse Survey,3,5,3,4,2,1,True,3,True
3103,EMP1489,Retail Operations,SnowTelco Wolverhampton Standard,2025-12-01,2025-12,Annual Engagement,4,1,3,2,1,2,True,98,False
3104,EMP1132,Customer Service,Manchester Contact Centre,2025-02-22,2025-02,Pulse Survey,4,4,5,3,1,2,False,-100,False
3105,EMP1962,Product Management,London HQ,2026-02-28,2026-02,Pulse Survey,4,1,4,5,5,1,True,11,True
3106,EMP1101,Retail Operations,SnowTelco Bristol Flagship,2025-05-17,2025-05,Annual Engagement,3,2,2,4,4,5,True,-45,False
3107,EMP1909,Sales - Consumer,Birmingham Office,2025-07-27,2025-07,Pulse Survey,4,1,5,2,3,5,True,79,False
3108,EMP1502,Security,Edinburgh Office,2026-01-30,2026-01,Pulse Survey,3,1,5,1,1,3,False,49,True
3109,EMP0379,Finance,Edinburgh Office,2026-02-10,2026-02,Pulse Survey,5,4,4,4,4,5,True,76,False
3110,EMP0899,IT,Manchester Office,2025-03-09,2025-03,Annual Engagement,4,3,2,2,3,5,True,68,True
3111,EMP1458,Customer Service,London Contact Centre,2025-08-19,2025-08,Pulse Survey,4,5,2,5,3,2,True,-69,False
3112,EMP1222,Retail Operations,SnowTelco London Train 25,2025-11-09,2025-11,Onboarding Survey,5,3,2,5,3,1,True,-28,False
3113,EMP0955,Network Engineering,Manchester Office,2025-01-14,2025-01,Pulse Survey,4,4,5,2,4,2,True,77,True
3114,EMP1876,Finance,Edinburgh Office,2025-12-31,2025-12,Annual Engagement,4,5,2,2,1,2,True,-45,False
3115,EMP0433,Product Management,Edinburgh Office,2025-03-21,2025-03,Annual Engagement,4,5,1,4,4,4,True,12,False
3116,EMP1443,Sales - B2B,London HQ,2025-01-05,2025-01,Pulse Survey,5,3,3,2,4,3,False,20,False
3117,EMP1052,Legal,Edinburgh Office,2025-09-17,2025-09,Pulse Survey,5,5,2,4,3,3,False,-68,False
3118,EMP0609,Marketing,Manchester Office,2025-02-20,2025-02,Annual Engagement,4,5,3,2,4,3,True,26,True
3119,EMP1734,Customer Service,London Contact Centre,2025-04-14,2025-04,Pulse Survey,4,2,3,3,3,3,False,36,True
3120,EMP1892,Sales - B2B,London HQ,2026-02-02,2026-02,Onboarding Survey,4,1,2,3,4,2,True,68,True
3121,EMP1887,Retail Operations,SnowTelco Glasgow Airport 6,2025-09-04,2025-09,Pulse Survey,5,4,5,1,2,2,False,86,True
3122,EMP0223,Customer Service,Manchester Contact Centre,2025-01-28,2025-01,Pulse Survey,3,2,2,4,3,1,True,35,False
3123,EMP0624,Customer Service,Manchester Contact Centre,2025-11-24,2025-11,Pulse Survey,4,1,2,1,5,3,True,-39,False
3124,EMP1831,Sales - B2B,Edinburgh Office,2025-11-08,2025-11,Annual Engagement,2,4,4,3,1,1,True,-73,False
3125,EMP1006,Sales - Consumer,Manchester Office,2025-07-19,2025-07,Annual Engagement,4,3,4,5,3,1,False,-98,False
3126,EMP0368,HR,Birmingham Office,2026-02-12,2026-02,Pulse Survey,4,5,2,3,5,3,True,21,False
3127,EMP0007,Marketing,Manchester Office,2025-09-03,2025-09,Pulse Survey,4,4,1,4,4,3,True,34,True
3128,EMP1696,Sales - B2B,Manchester Office,2026-01-01,2026-01,Annual Engagement,4,5,5,4,2,2,True,23,True
3129,EMP1808,Retail Operations,SnowTelco London Retail 14,2025-08-07,2025-08,Pulse Survey,5,1,1,1,1,5,True,-99,False
3130,EMP1575,Security,Birmingham Office,2026-01-19,2026-01,Annual Engagement,5,4,4,1,2,1,True,-48,False
3131,EMP0441,Sales - Consumer,Manchester Office,2025-02-15,2025-02,Annual Engagement,4,3,2,3,4,4,True,-3,True
3132,EMP0726,Supply Chain,Edinburgh Office,2025-07-18,2025-07,Pulse Survey,4,1,4,3,5,1,False,100,False
3133,EMP0340,Network Engineering,Edinburgh Office,2025-07-05,2025-07,Onboarding Survey,4,2,4,5,1,1,True,-100,False
3134,EMP1368,Facilities,Manchester Office,2025-10-20,2025-10,Pulse Survey,4,1,2,4,2,3,False,35,True
3135,EMP1163,Network Engineering,Manchester Office,2025-01-12,2025-01,Annual Engagement,5,2,3,2,3,2,False,16,False
3136,EMP1442,Retail Operations,SnowTelco Newcastle Flagship,2025-08-19,2025-08,Annual Engagement,5,1,5,2,5,1,False,-30,False
3137,EMP1019,Marketing,Edinburgh Office,2025-07-22,2025-07,Annual Engagement,5,1,2,4,5,2,True,-15,True
3138,EMP0211,Sales - B2B,Edinburgh Office,2025-09-21,2025-09,Annual Engagement,4,2,3,3,4,3,False,-61,False
3139,EMP1039,Network Engineering,Manchester Office,2025-05-06,2025-05,Onboarding Survey,5,1,2,2,4,3,False,57,True
3140,EMP1798,Retail Operations,SnowTelco Birmingham High 3,2025-04-29,2025-04,Annual Engagement,5,2,5,4,2,2,False,-93,False
3141,EMP1783,Sales - Consumer,Manchester Office,2025-10-18,2025-10,Pulse Survey,4,4,1,4,3,4,True,66,False
3142,EMP1535,HR,Edinburgh Office,2025-12-03,2025-12,Exit Survey,5,1,3,2,4,2,False,19,True
3143,EMP0625,Supply Chain,Edinburgh Office,2025-03-25,2025-03,Onboarding Survey,5,1,4,1,2,5,True,32,False
3144,EMP1405,Retail Operations,SnowTelco London Shopping 28,2025-08-13,2025-08,Annual Engagement,5,4,3,4,3,1,True,85,False
3145,EMP1066,Network Engineering,Edinburgh Office,2026-02-01,2026-02,Onboarding Survey,4,1,2,2,5,2,True,-77,False
3146,EMP0240,Customer Service,London Contact Centre,2026-01-28,2026-01,Annual Engagement,5,1,3,3,2,3,True,-57,False
3147,EMP1927,Finance,Manchester Office,2025-04-03,2025-04,Onboarding Survey,3,1,3,4,1,5,True,64,False
3148,EMP1974,Supply Chain,Manchester Office,2025-07-14,2025-07,Onboarding Survey,4,4,1,1,5,2,True,27,False
3149,EMP1213,Product Management,Cardiff Office,2025-10-02,2025-10,Annual Engagement,4,5,3,5,5,5,True,-12,True
3150,EMP0121,Customer Service,London Contact Centre,2025-08-17,2025-08,Exit Survey,4,2,5,5,1,3,False,-43,False
3151,EMP0578,Retail Operations,SnowTelco London Airport 8,2026-01-08,2026-01,Pulse Survey,4,5,2,2,4,1,True,77,True
3152,EMP0735,Retail Operations,SnowTelco London Shopping 13,2025-08-11,2025-08,Pulse Survey,5,5,5,5,5,1,True,-87,True
3153,EMP1211,Network Engineering,Edinburgh Office,2025-09-11,2025-09,Annual Engagement,4,1,1,2,4,2,False,-90,False
3154,EMP0093,Sales - B2B,Cardiff Office,2025-12-11,2025-12,Annual Engagement,3,1,2,5,2,2,False,-2,False
3155,EMP1024,Sales - Consumer,Manchester Office,2025-04-21,2025-04,Pulse Survey,3,1,5,2,4,2,True,-82,False
3156,EMP0149,Retail Operations,SnowTelco Manchester Train 2,2025-07-02,2025-07,Annual Engagement,4,5,2,1,3,3,True,-69,True
3157,EMP0361,Customer Service,London Contact Centre,2025-07-31,2025-07,Pulse Survey,3,2,5,5,3,2,True,-69,True
3158,EMP1718,Customer Service,Glasgow Contact Centre,2025-06-19,2025-06,Pulse Survey,4,4,4,4,1,1,False,-10,False
3159,EMP0261,Sales - Consumer,Manchester Office,2026-02-25,2026-02,Pulse Survey,4,1,5,1,2,1,True,40,True
3160,EMP1446,Retail Operations,SnowTelco Edinburgh Train 5,2025-06-03,2025-06,Annual Engagement,5,4,1,1,4,1,False,-31,False
3161,EMP0088,Network Engineering,Birmingham Office,2025-03-26,2025-03,Annual Engagement,4,3,2,2,4,2,True,-69,True
3162,EMP1180,Network Engineering,Manchester Office,2025-03-13,2025-03,Pulse Survey,5,5,2,5,4,4,True,45,True
3163,EMP1428,Sales - B2B,Manchester Office,2026-02-13,2026-02,Pulse Survey,2,4,2,3,1,2,True,61,True
3164,EMP1490,Security,Manchester Office,2025-01-08,2025-01,Annual Engagement,3,4,4,2,2,4,True,-51,False
3165,EMP0549,Customer Service,Glasgow Contact Centre,2025-04-18,2025-04,Pulse Survey,4,3,1,2,5,3,False,67,False
3166,EMP0925,Customer Service,Glasgow Contact Centre,2025-05-15,2025-05,Onboarding Survey,2,4,3,5,1,3,True,69,False
3167,EMP1984,Retail Operations,SnowTelco Manchester Shopping 10,2025-11-23,2025-11,Pulse Survey,4,3,1,4,4,5,False,13,False
3168,EMP1798,Retail Operations,SnowTelco Birmingham High 3,2025-08-21,2025-08,Pulse Survey,2,5,2,2,5,5,True,-81,False
3169,EMP1076,Network Engineering,Manchester Office,2025-05-17,2025-05,Pulse Survey,5,3,2,2,2,2,True,-86,False
3170,EMP1991,HR,London HQ,2025-08-06,2025-08,Pulse Survey,4,4,4,5,2,3,False,-33,True
3171,EMP1184,Customer Service,Glasgow Contact Centre,2025-09-27,2025-09,Pulse Survey,4,3,5,1,1,5,True,-52,True
3172,EMP1382,Network Engineering,London HQ,2026-02-09,2026-02,Annual Engagement,4,2,4,2,4,3,True,81,False
3173,EMP1315,Sales - B2B,Edinburgh Office,2025-05-01,2025-05,Annual Engagement,4,2,2,3,3,2,True,-45,True
3174,EMP1359,Marketing,Birmingham Office,2025-08-28,2025-08,Pulse Survey,3,1,1,5,2,2,True,66,False
3175,EMP1014,Customer Service,Manchester Contact Centre,2025-03-24,2025-03,Pulse Survey,4,4,2,5,5,3,True,-49,False
3176,EMP1745,Sales - B2B,Cardiff Office,2025-02-05,2025-02,Annual Engagement,5,1,5,1,5,5,False,-86,False
3177,EMP1018,Customer Service,London Contact Centre,2025-03-07,2025-03,Pulse Survey,2,2,1,4,1,2,True,-18,False
3178,EMP0520,Marketing,Manchester Office,2025-04-12,2025-04,Annual Engagement,5,1,1,1,1,4,True,-5,False
3179,EMP1246,Network Engineering,Manchester Office,2025-03-09,2025-03,Pulse Survey,4,2,4,3,2,1,False,-33,False
3180,EMP1180,Network Engineering,Manchester Office,2025-04-10,2025-04,Annual Engagement,3,4,2,5,1,5,False,-50,False
3181,EMP0835,IT,London HQ,2025-10-09,2025-10,Pulse Survey,1,5,2,1,1,2,True,32,True
3182,EMP1725,Retail Operations,SnowTelco London Train 26,2025-04-24,2025-04,Pulse Survey,5,2,3,4,4,5,True,87,False
3183,EMP1042,Retail Operations,SnowTelco Manchester Shopping 3,2025-03-28,2025-03,Pulse Survey,5,4,2,2,5,1,True,51,True
3184,EMP1387,Supply Chain,Manchester Office,2025-09-17,2025-09,Annual Engagement,4,5,2,1,1,4,True,62,False
3185,EMP0953,Facilities,Edinburgh Office,2026-01-31,2026-01,Onboarding Survey,3,2,1,4,2,1,True,-64,False
3186,EMP0828,Sales - Consumer,Cardiff Office,2025-12-19,2025-12,Pulse Survey,4,2,4,4,5,2,True,43,True
3187,EMP0257,Customer Service,London Contact Centre,2025-11-09,2025-11,Pulse Survey,4,2,5,1,3,5,True,-49,False
3188,EMP0994,Network Engineering,Edinburgh Office,2025-11-15,2025-11,Pulse Survey,4,5,5,5,1,2,True,-56,True
3189,EMP0039,Network Engineering,Cardiff Office,2025-01-03,2025-01,Exit Survey,4,4,3,4,2,2,True,66,False
3190,EMP1960,Retail Operations,SnowTelco Liverpool Train 7,2025-06-06,2025-06,Pulse Survey,4,5,5,3,3,3,False,29,True
3191,EMP0921,Customer Service,Manchester Contact Centre,2025-01-05,2025-01,Onboarding Survey,5,5,4,5,2,5,False,34,True
3192,EMP1742,Sales - B2B,Cardiff Office,2025-01-04,2025-01,Pulse Survey,4,2,2,1,5,2,True,-70,True
3193,EMP0384,Customer Service,Manchester Contact Centre,2025-01-04,2025-01,Pulse Survey,3,5,2,4,3,4,True,65,True
3194,EMP1780,Network Engineering,Edinburgh Office,2025-06-24,2025-06,Pulse Survey,4,5,5,3,2,3,True,64,True
3195,EMP0851,Sales - B2B,Cardiff Office,2025-10-16,2025-10,Annual Engagement,4,3,4,5,5,1,True,-67,False
3196,EMP0636,Network Engineering,Cardiff Office,2026-02-18,2026-02,Annual Engagement,4,5,5,3,3,3,False,69,False
3197,EMP0675,Network Engineering,London HQ,2025-09-04,2025-09,Onboarding Survey,5,4,4,3,4,3,False,-39,False
3198,EMP1952,Network Engineering,Cardiff Office,2025-04-01,2025-04,Onboarding Survey,5,5,1,2,2,3,True,-55,False
3199,EMP1543,Retail Operations,SnowTelco Bristol Airport 2,2025-12-13,2025-12,Annual Engagement,1,3,4,5,3,3,True,25,False
3200,EMP1729,Product Management,Birmingham Office,2025-05-26,2025-05,Annual Engagement,3,3,4,2,1,4,True,-49,True
3201,EMP1760,Customer Service,Manchester Contact Centre,2025-12-17,2025-12,Annual Engagement,3,4,3,5,5,1,True,-88,True
3202,EMP1667,Sales - B2B,London HQ,2025-02-15,2025-02,Exit Survey,4,4,2,5,5,1,False,-95,False
3203,EMP0544,Network Engineering,Cardiff Office,2025-09-01,2025-09,Exit Survey,3,3,2,3,1,1,True,-84,True
3204,EMP0299,Finance,London HQ,2025-08-19,2025-08,Exit Survey,5,1,5,4,5,1,False,-78,True
3205,EMP0961,Network Engineering,London HQ,2025-01-16,2025-01,Onboarding Survey,2,3,4,5,3,1,False,-41,False
3206,EMP0507,Supply Chain,Birmingham Office,2025-08-10,2025-08,Pulse Survey,2,1,1,5,4,5,True,-21,False
3207,EMP1259,Network Engineering,Manchester Office,2025-05-28,2025-05,Pulse Survey,4,1,4,5,3,4,True,83,False
3208,EMP0256,Customer Service,Manchester Contact Centre,2025-04-07,2025-04,Annual Engagement,4,4,4,2,4,4,True,-80,False
3209,EMP0485,IT,Cardiff Office,2025-03-31,2025-03,Annual Engagement,4,5,1,5,4,1,False,58,False
3210,EMP1448,Network Engineering,Cardiff Office,2025-04-15,2025-04,Pulse Survey,4,4,5,3,5,2,True,-70,False
3211,EMP1794,IT,London HQ,2025-01-29,2025-01,Pulse Survey,4,5,5,3,5,5,True,-47,False
3212,EMP0341,Marketing,Manchester Office,2026-02-15,2026-02,Pulse Survey,5,5,2,1,2,3,True,-88,False
3213,EMP0312,Retail Operations,SnowTelco Coventry Train 2,2025-02-20,2025-02,Pulse Survey,4,2,2,1,4,3,True,89,True
3214,EMP0254,Legal,Birmingham Office,2026-01-24,2026-01,Onboarding Survey,5,1,5,4,2,4,True,-53,False
3215,EMP1375,Executive,London HQ,2025-07-15,2025-07,Pulse Survey,5,3,5,1,3,2,True,0,True
3216,EMP0636,Network Engineering,Cardiff Office,2025-03-10,2025-03,Pulse Survey,3,3,3,2,1,4,True,9,True
3217,EMP1923,HR,Birmingham Office,2025-05-02,2025-05,Annual Engagement,5,5,4,3,4,4,True,-67,True
3218,EMP1813,Retail Operations,SnowTelco London Retail 27,2025-08-19,2025-08,Pulse Survey,5,1,1,2,4,1,False,26,False
3219,EMP1895,Retail Operations,SnowTelco Nottingham Train 3,2025-05-12,2025-05,Annual Engagement,4,5,4,1,4,2,False,-33,False
3220,EMP1945,IT,Manchester Office,2025-01-03,2025-01,Annual Engagement,4,2,2,3,3,4,True,-100,False
3221,EMP1984,Retail Operations,SnowTelco Manchester Shopping 10,2025-09-16,2025-09,Annual Engagement,4,2,5,1,5,2,True,92,True
3222,EMP0299,Finance,London HQ,2025-06-09,2025-06,Pulse Survey,5,1,4,1,1,4,True,-8,True
3223,EMP0589,Finance,Manchester Office,2025-11-12,2025-11,Pulse Survey,4,1,5,4,2,1,True,-87,False
3224,EMP0201,Customer Service,Manchester Contact Centre,2025-03-27,2025-03,Annual Engagement,4,5,5,5,4,5,True,55,False
